product_id,name,display_name,category,subcategory,brand,price,image_url,has_image,view,cart,purchase,purchase_signal,views,cart_adds,total_orders,carts,purchases,unique_viewers,unique_cart_users,event_unique_buyers,order_unique_buyers,unique_buyers_raw,unique_cart_users_bounded,unique_buyers,sales_without_view_signal_flag,revenue,ordered_quantity,purchase_orders,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate,cart_abandon_rate,cart_rate,purchase_conversion_rate,cart_abandonment_rate,product_class,z_score,z_composite_score,priority_rank,rank_within_class_best,action_priority,conversion_rate,category_avg_conversion,category_median_conversion,category_avg_views,relative_conversion_vs_category,insufficient_views_flag,insufficient_purchases_flag,insufficient_cart_data_flag,confidence_level,insufficient_data_flag,low_visibility_flag,high_abandonment_flag,low_conversion_flag,low_engagement_flag,diagnostic_status_label,diagnostic_status_sub_label,diagnostic_reason_short,diagnostic_reason,rating,review_count,product_age_days,description_length,description_length_words,description_length_chars,number_of_images,total_sales_value,unique_order_count,avg_review_rating,total_views,total_cart_adds,total_event_purchases,analysis_start_date,analysis_end_date
21,مكيف هواء انفيرتر 18000,مكيف هواء انفيرتر 18000,المنزل والمطبخ,unknown_subcategory,بوش,2953.99,,False,53,18,0,27,53,18,0,18,27,44,17.0,0.0,26,26.0,17.0,26.0,False,79757.73,27,27,0.33962264150943394,0.0,0.0,1.0,0.33962264150943394,0.6136363636363636,1.0,Moderate,0.4696699138668212,0.4696699138668212,11.0,11.0,11.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.13973960032634455,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.1,0,1142.0,67,10,67,8,79757.73,27,4.1,53,18,0,2024-01-01,2024-12-30
168,مجموعه سكاكين مطبخ - اصدار خاص,مجموعه سكاكين مطبخ - اصدار خاص,المنزل والمطبخ,unknown_subcategory,اريتي,126.51,,False,53,11,1,33,53,11,1,11,33,48,11.0,1.0,33,33.0,11.0,33.0,False,4554.360000000001,36,33,0.20754716981132076,0.09090909090909091,0.018867924528301886,0.9090909090909091,0.20754716981132076,0.6875,0.9090909090909091,Moderate,0.46587188465860063,0.46587188465860063,12.0,12.0,12.0,0.018867924528301886,4.391284662352632,1.9285714285714286,21.805555555555557,0.15656010777303417,False,False,False,High,False,False,False,True,False,متوسط,تحويل أقل من المتوقع,تحويل أقل من المتوقع,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1094.0,80,16,80,4,4554.360000000001,33,4.5,53,11,1,2024-01-01,2024-12-30
109,قناع وجه كولاجين - اصدار خاص,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,unknown_subcategory,لوريال,44.98,,False,7,3,1,31,7,3,1,3,7,7,3.0,1.0,29,29.0,3.0,7.0,False,1439.36,32,31,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.6666666666666667,0.42857142857142855,4.428571428571429,0.6666666666666667,Moderate,0.45288023611088607,0.45288023611088607,13.0,13.0,13.0,0.14285714285714285,6.768778422340422,2.8,19.580645161290324,0.6542644997736791,True,False,False,High,False,True,False,False,True,متوسط,ظهور أقل من المطلوب,مشاهدات أقل من المطلوب,المنتج لا يحصل على عدد كافٍ من الزيارات خلال الفترة المختارة.,2.8,0,1150.0,70,13,70,4,1439.36,31,2.8,7,3,1,2024-01-01,2024-12-30
74,كتاب الطبخ العربي التقليدي - اصدار خاص,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,unknown_subcategory,اكاديميا,132.13,,False,63,15,0,27,63,15,0,15,27,62,15.0,0.0,26,26.0,15.0,26.0,False,3699.64,28,27,0.23809523809523808,0.0,0.0,1.0,0.23809523809523808,0.43548387096774194,1.0,Moderate,0.4394059271319397,0.4394059271319397,14.0,14.0,14.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.1294735923110753,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1100.0,78,13,78,6,3699.64,27,4.5,63,15,0,2024-01-01,2024-12-30
45,كره قدم رسميه فيفا,كره قدم رسميه فيفا,الرياضه واللياقه,unknown_subcategory,هيد,207.67,,False,61,15,0,27,61,15,0,15,27,55,15.0,0.0,26,26.0,15.0,26.0,False,6437.7699999999995,31,27,0.2459016393442623,0.0,0.0,1.0,0.2459016393442623,0.4909090909090909,1.0,Moderate,0.4225056588604748,0.4225056588604748,15.0,15.0,15.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.057688114335584254,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.9,0,1163.0,69,12,69,2,6437.7699999999995,27,4.9,61,15,0,2024-01-01,2024-12-30
175,مجموعه كتب الطفل التعليميه - اصدار خاص,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,unknown_subcategory,مكتبه جرير,152.85,,False,49,18,0,32,49,18,0,18,32,47,18.0,0.0,32,32.0,18.0,32.0,False,5655.45,37,32,0.3673469387755102,0.0,0.0,1.0,0.3673469387755102,0.6808510638297872,1.0,Moderate,0.4124421692481844,0.4124421692481844,16.0,16.0,16.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.20242364629249282,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.9,0,1119.0,87,14,87,4,5655.45,32,3.9,49,18,0,2024-01-01,2024-12-30
178,مكيف هواء انفيرتر 18000 - اصدار خاص,مكيف هواء انفيرتر 18000 - اصدار خاص,المنزل والمطبخ,unknown_subcategory,اريتي,3002.16,,False,50,17,0,24,50,17,0,17,24,42,17.0,0.0,23,23.0,17.0,23.0,False,72051.84,24,24,0.34,0.0,0.0,1.0,0.34,0.5714285714285714,1.0,Moderate,0.40152642061785887,0.40152642061785887,17.0,17.0,17.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.13012788178537904,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.6,0,1143.0,90,16,90,3,72051.84,24,3.6,50,17,0,2024-01-01,2024-12-30
124,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,4869.43,,False,52,14,0,25,52,14,0,14,25,46,14.0,0.0,24,24.0,14.0,24.0,False,141213.47,29,25,0.2692307692307692,0.0,0.0,1.0,0.2692307692307692,0.5434782608695652,1.0,Moderate,0.3576780181379239,0.3576780181379239,18.0,18.0,18.0,0.0,7.961233440029987,1.9,20.12121212121212,0.06826558534722707,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1144.0,88,14,88,1,141213.47,25,2.8,52,14,0,2024-01-01,2024-12-30
15,حذاء رياضي مريح,حذاء رياضي مريح,الازياء والملابس,unknown_subcategory,اديداس,478.33,,False,5,0,0,26,5,0,0,0,5,5,0.0,0.0,25,25.0,0.0,5.0,False,13871.57,29,26,0.0,,0.0,0.0,0.0,5.2,,Moderate,0.3538401830194476,0.3538401830194476,19.0,19.0,19.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,2.276255793366312,True,False,True,High,False,True,False,False,True,متوسط,ظهور أقل من المطلوب,مشاهدات أقل من المطلوب,المنتج لا يحصل على عدد كافٍ من الزيارات خلال الفترة المختارة.,3.6,0,1201.0,64,10,64,7,13871.57,26,3.6,5,0,0,2024-01-01,2024-12-30
150,اطلس العالم المصور - اصدار خاص,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,unknown_subcategory,بنغوين,244.37,,False,59,13,0,28,59,13,0,13,28,56,12.0,0.0,27,27.0,12.0,27.0,False,7331.1,30,28,0.22033898305084745,0.0,0.0,1.0,0.22033898305084745,0.5,1.0,Moderate,0.34478474174847346,0.34478474174847346,20.0,20.0,20.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.1486548652460494,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.4,0,1192.0,78,14,78,2,7331.1,28,4.4,59,13,0,2024-01-01,2024-12-30
83,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,ماكس فاشون,584.83,,False,15,4,1,39,15,4,1,4,15,15,4.0,1.0,38,38.0,4.0,15.0,False,26317.350000000002,45,39,0.26666666666666666,0.25,0.06666666666666667,0.75,0.26666666666666666,2.6,0.75,Moderate,0.34324060665691636,0.34324060665691636,21.0,21.0,21.0,0.06666666666666667,2.2844532741681975,2.3080357142857144,18.59375,1.138127896683156,False,False,False,High,False,False,False,False,False,متوسط,يحتاج متابعة,أداء متوسط,أداء المنتج متوسط ويمكن تحسينه من خلال تدخلات مركزة.,3.4,0,1244.0,76,13,76,5,26317.350000000002,39,3.4,15,4,1,2024-01-01,2024-12-30
126,شاحن لاسلكي سريع - اصدار خاص,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,unknown_subcategory,شاومي,224.49,,False,56,13,0,35,56,13,0,13,35,50,12.0,0.0,35,35.0,12.0,35.0,False,8306.130000000001,37,35,0.23214285714285715,0.0,0.0,1.0,0.23214285714285715,0.7,1.0,Moderate,0.33278403630115905,0.33278403630115905,22.0,22.0,22.0,0.0,7.961233440029987,1.9,20.12121212121212,0.08792607392722845,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.3,0,1169.0,89,15,89,2,8306.130000000001,35,4.3,56,13,0,2024-01-01,2024-12-30
172,كتاب رياده الاعمال والنجاح - اصدار خاص,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,unknown_subcategory,مكتبه جرير,72.49,,False,49,14,0,29,49,14,0,14,29,46,13.0,0.0,29,29.0,13.0,29.0,False,2247.19,31,29,0.2857142857142857,0.0,0.0,1.0,0.2857142857142857,0.6304347826086957,1.0,Moderate,0.2826414307656154,0.2826414307656154,23.0,23.0,23.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.18743439531023623,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.6,0,1084.0,86,15,86,5,2247.19,29,3.6,49,14,0,2024-01-01,2024-12-30
189,مزيل عرق رول اون - اصدار خاص,مزيل عرق رول اون - اصدار خاص,الجمال والعنايه,unknown_subcategory,ماك,46.18,,False,50,14,0,24,50,14,0,14,24,40,14.0,0.0,23,23.0,14.0,23.0,False,1293.04,28,24,0.28,0.0,0.0,1.0,0.28,0.6,1.0,Moderate,0.28221455454154215,0.28221455454154215,24.0,24.0,24.0,0.0,6.768778422340422,2.8,19.580645161290324,0.08864228706611134,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.2,0,1228.0,70,14,70,3,1293.04,24,3.2,50,14,0,2024-01-01,2024-12-30
176,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,ديلونجي,1269.55,,False,55,11,0,19,55,11,0,11,19,51,11.0,0.0,19,19.0,11.0,19.0,False,25391.0,20,19,0.2,0.0,0.0,1.0,0.2,0.37254901960784315,1.0,Moderate,0.2346257613635479,0.2346257613635479,25.0,25.0,25.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.08483827586987948,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.2,0,1106.0,85,16,85,5,25391.0,19,4.2,55,11,0,2024-01-01,2024-12-30
112,شاشه 4K 27 انش - اصدار خاص,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,2651.9,,False,41,13,0,33,41,13,0,13,33,39,13.0,0.0,32,32.0,13.0,32.0,False,98120.3,37,33,0.3170731707317073,0.0,0.0,1.0,0.3170731707317073,0.8461538461538461,1.0,Moderate,0.2253897836838084,0.2253897836838084,26.0,26.0,26.0,0.0,7.961233440029987,1.9,20.12121212121212,0.10628426518675968,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.9,0,1096.0,79,15,79,3,98120.3,33,4.9,41,13,0,2024-01-01,2024-12-30
17,شال كشمير ناعم,شال كشمير ناعم,الازياء والملابس,unknown_subcategory,H&M,281.04,,False,24,7,1,36,24,7,1,7,24,21,7.0,1.0,34,34.0,7.0,21.0,False,12084.720000000001,43,36,0.2916666666666667,0.14285714285714285,0.041666666666666664,0.8571428571428572,0.2916666666666667,1.7142857142857142,0.8571428571428572,Moderate,0.22527606811394574,0.22527606811394574,27.0,27.0,27.0,0.041666666666666664,2.2844532741681975,2.3080357142857144,18.59375,0.7504139978130699,False,False,False,High,False,False,False,False,False,متوسط,يحتاج متابعة,أداء متوسط,أداء المنتج متوسط ويمكن تحسينه من خلال تدخلات مركزة.,3.7,0,1239.0,64,11,64,6,12084.720000000001,36,3.7,24,7,1,2024-01-01,2024-12-30
185,سماعات لاسلكيه - اصدار خاص,سماعات لاسلكيه - اصدار خاص,الالكترونيات,unknown_subcategory,لينوفو,329.38,,False,41,14,0,30,41,14,0,14,30,38,14.0,0.0,29,29.0,14.0,29.0,False,10869.539999999999,33,30,0.34146341463414637,0.0,0.0,1.0,0.34146341463414637,0.7894736842105263,1.0,Moderate,0.21483812361486584,0.21483812361486584,28.0,28.0,28.0,0.0,7.961233440029987,1.9,20.12121212121212,0.0991647450307088,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.2,0,1202.0,87,14,87,3,10869.539999999999,30,3.2,41,14,0,2024-01-01,2024-12-30
180,شال كشمير ناعم - اصدار خاص,شال كشمير ناعم - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,279.71,,False,47,12,0,31,47,12,0,12,31,46,12.0,0.0,30,30.0,12.0,30.0,False,9230.429999999998,33,31,0.2553191489361702,0.0,0.0,1.0,0.2553191489361702,0.6739130434782609,1.0,Moderate,0.20973290645488796,0.20973290645488796,29.0,29.0,29.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.29499970566202205,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.3,0,1249.0,76,14,76,1,9230.429999999998,31,3.3,47,12,0,2024-01-01,2024-12-30
96,دراجه هواييه جبليه - اصدار خاص,دراجه هواييه جبليه - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,2249.21,,False,45,12,0,27,45,12,0,12,27,43,12.0,0.0,27,27.0,12.0,27.0,False,69725.51,31,27,0.26666666666666666,0.0,0.0,1.0,0.26666666666666666,0.627906976744186,1.0,Moderate,0.2068871830968345,0.2068871830968345,30.0,30.0,30.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.0737871229873752,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.3,0,1087.0,81,14,81,3,69725.51,27,4.3,45,12,0,2024-01-01,2024-12-30
87,طقم مكياج احترافي - اصدار خاص,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,unknown_subcategory,نيفيا,281.44,,False,47,12,0,24,47,12,0,12,24,44,11.0,0.0,21,21.0,11.0,21.0,False,7317.44,26,24,0.2553191489361702,0.0,0.0,1.0,0.2553191489361702,0.5454545454545454,1.0,Moderate,0.19417634033819897,0.19417634033819897,31.0,31.0,31.0,0.0,6.768778422340422,2.8,19.580645161290324,0.08058389733282849,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.7,0,1164.0,93,17,93,6,7317.44,24,2.7,47,12,0,2024-01-01,2024-12-30
141,ساعه ذكيه سبورت - اصدار خاص,ساعه ذكيه سبورت - اصدار خاص,الالكترونيات,unknown_subcategory,ابل,449.82,,False,47,11,0,36,47,11,0,11,36,44,11.0,0.0,35,35.0,11.0,35.0,False,17992.8,40,36,0.23404255319148937,0.0,0.0,1.0,0.23404255319148937,0.8181818181818182,1.0,Moderate,0.1941427856079984,0.1941427856079984,32.0,32.0,32.0,0.0,7.961233440029987,1.9,20.12121212121212,0.10277073575909822,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.4,0,1239.0,88,15,88,5,17992.8,36,3.4,47,11,0,2024-01-01,2024-12-30
