product_id,image_url,product_name,category,brand,price,views,carts,purchases,purchase_conversion_rate,diagnostic_status_label,diagnostic_status_sub_label,product_class,confidence_level,diagnostic_reason_short
21,,مكيف هواء انفيرتر 18000,المنزل والمطبخ,بوش,2953.99,53,18,0,0.6136363636363636,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
168,,مجموعه سكاكين مطبخ - اصدار خاص,المنزل والمطبخ,اريتي,126.51,53,11,1,0.6875,متوسط,تحويل أقل من المتوقع,Moderate,High,تحويل أقل من المتوقع
109,,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,لوريال,44.98,7,3,1,4.428571428571429,متوسط,ظهور أقل من المطلوب,Moderate,High,مشاهدات أقل من المطلوب
74,,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,اكاديميا,132.13,63,15,0,0.43548387096774194,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
45,,كره قدم رسميه فيفا,الرياضه واللياقه,هيد,207.67,61,15,0,0.4909090909090909,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
175,,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,مكتبه جرير,152.85,49,18,0,0.6808510638297872,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
178,,مكيف هواء انفيرتر 18000 - اصدار خاص,المنزل والمطبخ,اريتي,3002.16,50,17,0,0.5714285714285714,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
124,,كاميرا ميرورليس - اصدار خاص,الالكترونيات,ال جي,4869.43,52,14,0,0.5434782608695652,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
15,,حذاء رياضي مريح,الازياء والملابس,اديداس,478.33,5,0,0,5.2,متوسط,ظهور أقل من المطلوب,Moderate,High,مشاهدات أقل من المطلوب
150,,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,بنغوين,244.37,59,13,0,0.5,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
83,,فستان سهره انيق - اصدار خاص,الازياء والملابس,ماكس فاشون,584.83,15,4,1,2.6,متوسط,يحتاج متابعة,Moderate,High,أداء متوسط
126,,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,شاومي,224.49,56,13,0,0.7,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
172,,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,مكتبه جرير,72.49,49,14,0,0.6304347826086957,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
189,,مزيل عرق رول اون - اصدار خاص,الجمال والعنايه,ماك,46.18,50,14,0,0.6,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
176,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,ديلونجي,1269.55,55,11,0,0.37254901960784315,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
112,,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,ال جي,2651.9,41,13,0,0.8461538461538461,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
17,,شال كشمير ناعم,الازياء والملابس,H&M,281.04,24,7,1,1.7142857142857142,متوسط,يحتاج متابعة,Moderate,High,أداء متوسط
185,,سماعات لاسلكيه - اصدار خاص,الالكترونيات,لينوفو,329.38,41,14,0,0.7894736842105263,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
180,,شال كشمير ناعم - اصدار خاص,الازياء والملابس,مانجو,279.71,47,12,0,0.6739130434782609,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
96,,دراجه هواييه جبليه - اصدار خاص,الرياضه واللياقه,بوما,2249.21,45,12,0,0.627906976744186,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
87,,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,نيفيا,281.44,47,12,0,0.5454545454545454,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
141,,ساعه ذكيه سبورت - اصدار خاص,الالكترونيات,ابل,449.82,47,11,0,0.8181818181818182,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
64,,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,لوريال,578.73,43,11,0,1.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
131,,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,ديكاتلون,457.64,41,10,0,0.9210526315789473,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
119,,ماكينه قهوه اسبريسو - اصدار خاص,المنزل والمطبخ,تيفال,1350.85,41,10,0,0.7714285714285715,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
91,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,توشيبا,978.27,43,9,0,0.6585365853658537,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
77,,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,الوراق,193.57,40,9,0,0.6923076923076923,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
158,,فستان سهره انيق - اصدار خاص,الازياء والملابس,بوما,655.51,45,7,0,0.6744186046511628,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
108,,كاميرا ميرورليس - اصدار خاص,الالكترونيات,ال جي,5179.59,19,11,0,1.7894736842105263,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
199,,زيت ارغان طبيعي - اصدار خاص,الجمال والعنايه,بيوتانيا,107.47,22,11,0,1.2857142857142858,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
191,,غساله اوتوماتيك 8 كيلو - اصدار خاص,المنزل والمطبخ,هايسنس,2178.66,24,10,0,1.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
23,,ثلاجه نوفروست 350 لتر,المنزل والمطبخ,اريتي,3803.84,27,8,0,0.8846153846153846,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
188,,جهاز مشي كهربايي - اصدار خاص,الرياضه واللياقه,هيد,2599.64,24,8,0,1.2916666666666667,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
40,,مزيل عرق رول اون,الجمال والعنايه,نيفيا,36.51,23,10,0,0.8181818181818182,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
73,,فستان سهره انيق - اصدار خاص,الازياء والملابس,نايكي,249.37,20,9,0,1.85,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
24,,مكنسه كهرباييه لاسلكيه,المنزل والمطبخ,هايسنس,362.63,26,8,0,1.0769230769230769,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
135,,طقم اواني طهي غرانيت - اصدار خاص,المنزل والمطبخ,تيفال,248.61,33,5,0,1.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
167,,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,هيد,104.4,28,6,0,1.4444444444444444,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
186,,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,دار العلوم,109.52,27,7,0,1.037037037037037,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
169,,فستان سهره انيق - اصدار خاص,الازياء والملابس,H&M,452.68,23,8,0,1.173913043478261,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
195,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,بوش,411.6,19,8,0,2.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
146,,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,اندر ارمور,323.76,24,8,0,0.8695652173913043,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
76,,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,نيو بالانس,110.25,21,8,0,1.4736842105263157,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
114,,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,بوما,246.79,22,7,0,1.5909090909090908,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
117,,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,هيد,159.84,24,7,0,1.2083333333333333,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
92,,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,اكاديميا,182.48,21,7,0,1.5238095238095237,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
156,,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,ليفايز,131.66,19,8,0,1.4210526315789473,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
137,,راوتر واي فاي 6 - اصدار خاص,الالكترونيات,اوبو,593.31,22,7,0,1.1818181818181819,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
136,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,توشيبا,1233.09,25,6,0,1.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
13,,بنطلون جينز سليم فيت,الازياء والملابس,H&M,342.07,20,8,0,0.85,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
75,,تابلت 10 انش - اصدار خاص,الالكترونيات,شاومي,670.09,20,6,0,1.9444444444444444,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
152,,شال كشمير ناعم - اصدار خاص,الازياء والملابس,بوما,92.66,25,6,0,0.92,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
89,,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,بنغوين,73.16,21,7,0,1.1428571428571428,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
70,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,فيليبس,1076.29,22,6,0,1.1818181818181819,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
143,,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,دوف,602.95,23,5,0,1.4782608695652173,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
27,,فرن كهربايي 60 لتر,المنزل والمطبخ,توشيبا,1128.13,13,7,0,2.6153846153846154,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
102,,تابلت 10 انش - اصدار خاص,الالكترونيات,لينوفو,1982.66,20,6,0,1.2105263157894737,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
145,,قاموس عربي انجليزي شامل - اصدار خاص,الكتب والتعليم,دار الفكر,165.87,20,5,0,2.05,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
194,,ساعه ذكيه سبورت - اصدار خاص,الالكترونيات,ال جي,582.97,20,5,0,1.9,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
69,,لابتوب الترا سليم - اصدار خاص,الالكترونيات,اوبو,5185.33,17,5,0,1.6875,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
67,,لابتوب الترا سليم - اصدار خاص,الالكترونيات,سامسونج,3651.66,21,4,0,1.380952380952381,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
171,,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,دار الفكر,100.57,22,5,0,1.3181818181818181,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
5,,تابلت 10 انش,الالكترونيات,سامسونج,1043.64,17,6,0,1.6875,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
7,,كاميرا ميرورليس,الالكترونيات,ال جي,2063.12,23,3,0,1.5714285714285714,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
113,,كتاب تعلم البرمجه بالعربيه - اصدار خاص,الكتب والتعليم,اكاديميا,61.24,28,3,0,1.0769230769230769,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
142,,مكبر صوت بلوتوث - اصدار خاص,الالكترونيات,سامسونج,243.55,20,5,0,1.5263157894736843,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
147,,هاتف ذكي برو ماكس - اصدار خاص,الالكترونيات,لينوفو,4075.22,13,4,0,3.090909090909091,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
86,,لباس رياضي ضاغط - اصدار خاص,الرياضه واللياقه,نيو بالانس,336.99,17,6,0,1.4705882352941178,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
153,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,هايسنس,564.14,18,5,0,1.7058823529411764,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
116,,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,افينو,136.01,24,3,0,1.4166666666666667,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
115,,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,ابل,131.51,18,5,0,1.75,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
55,,روايه عربيه بيست سيلر,الكتب والتعليم,اكاديميا,41.52,16,5,0,2.2666666666666666,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
198,,حقيبه يد جلديه - اصدار خاص,الازياء والملابس,ليفايز,440.15,12,5,0,3.25,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
12,,فستان سهره انيق,الازياء والملابس,نايكي,378.07,14,5,0,2.5,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
129,,تيشيرت بولو قطن - اصدار خاص,الازياء والملابس,بوما,94.56,12,6,0,2.5,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
144,,كتاب تطوير الذات والتحفيز - اصدار خاص,الكتب والتعليم,دار قرطبه,91.59,24,3,0,1.2173913043478262,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
49,,جهاز قياس ضغط الدم,الرياضه واللياقه,نيو بالانس,247.85,22,4,0,1.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
95,,كره قدم رسميه فيفا - اصدار خاص,الرياضه واللياقه,بوما,217.5,17,4,0,2.1176470588235294,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
57,,مجموعه كتب الطفل التعليميه,الكتب والتعليم,دار قرطبه,215.42,20,4,0,1.3157894736842106,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
196,,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,دار العلوم,211.44,17,5,0,1.2941176470588236,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
65,,مكنسه كهرباييه لاسلكيه - اصدار خاص,المنزل والمطبخ,فيليبس,586.82,14,5,0,1.9285714285714286,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
110,,جهاز قياس ضغط الدم - اصدار خاص,الرياضه واللياقه,بوما,228.23,22,3,0,1.2272727272727273,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
148,,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,هيد,658.67,10,5,0,3.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
44,,جهاز مشي كهربايي,الرياضه واللياقه,نيو بالانس,1768.56,16,4,0,1.6666666666666667,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
155,,حذاء رياضي مريح - اصدار خاص,الازياء والملابس,ماكس فاشون,298.62,14,4,0,2.4285714285714284,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
59,,كتاب تطوير الذات والتحفيز,الكتب والتعليم,اكاديميا,88.07,13,4,0,3.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
100,,حقيبه يد جلديه - اصدار خاص,الازياء والملابس,مانجو,418.81,13,5,0,1.9230769230769231,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
130,,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,فيليبس,3341.54,11,4,0,2.4545454545454546,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
22,,غساله اوتوماتيك 8 كيلو,المنزل والمطبخ,فيليبس,2057.09,10,5,0,2.5,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
139,,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,اديداس,351.69,17,4,0,1.411764705882353,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
162,,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,تيفال,2324.66,18,3,0,1.3333333333333333,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
8,,مكبر صوت بلوتوث,الالكترونيات,ابل,338.12,13,4,0,2.5384615384615383,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
66,,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,ليفايز,234.31,9,5,0,3.3333333333333335,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
99,,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,الوراق,185.24,12,5,0,2.0833333333333335,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
166,,فستان سهره انيق - اصدار خاص,الازياء والملابس,مانجو,184.75,21,2,0,1.6842105263157894,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
14,,عباءه مطرزه فاخره,الازياء والملابس,ماكس فاشون,687.06,12,4,0,2.5833333333333335,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
151,,كتاب تطوير الذات والتحفيز - اصدار خاص,الكتب والتعليم,دار العلوم,71.91,15,4,0,1.8571428571428572,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
107,,كاميرا ميرورليس - اصدار خاص,الالكترونيات,اوبو,5057.62,10,3,0,2.8,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
20,,حذاء رسمي جلد,الازياء والملابس,مانجو,600.91,11,4,0,2.909090909090909,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
133,,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,دار الفكر,165.39,11,4,0,3.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
181,,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,بالمر,353.61,15,3,0,2.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
36,,عطر رجالي عودي,الجمال والعنايه,دوف,703.99,19,2,0,1.7222222222222223,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
97,,هاتف ذكي برو ماكس - اصدار خاص,الالكترونيات,ابل,1968.21,12,4,0,1.9166666666666667,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
161,,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,شاومي,280.14,16,3,0,1.6875,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
134,,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,هايسنس,3215.18,9,4,0,2.3333333333333335,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
85,,ماكينه قهوه اسبريسو - اصدار خاص,المنزل والمطبخ,تيفال,1742.75,14,3,0,1.7142857142857142,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
159,,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,نيو بالانس,132.33,10,4,0,2.7,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
128,,مكواه بخاريه احترافيه - اصدار خاص,المنزل والمطبخ,بوش,664.23,12,4,0,1.8333333333333333,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
106,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,وايتبوينت,449.77,14,3,0,1.9285714285714286,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
78,,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,نارس,637.27,12,3,0,2.4166666666666665,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
149,,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,ماك,652.63,10,3,0,3.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
125,,شال كشمير ناعم - اصدار خاص,الازياء والملابس,بوما,208.91,19,2,0,1.2777777777777777,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
