antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_product_id,consequent_product_id,co_occurrence_count,antecedent_product_name,antecedent_category,antecedent_image_url,antecedent_product_class,consequent_product_name,consequent_category,consequent_image_url,consequent_product_class,bundle_type,basket_source,bundle_score,bundle_reason,bundle_business_explanation
0.06648560564910375,0.08723519826181424,0.05659967409016839,0.8513071895424837,9.758758007146405,1.0,0.050799789099812025,6.1385940512502195,0.9614505669369323,0.5827740492170024,0.837096248481143,0.7500620630153265,6,2,521,شاشه 4K 27 انش,الالكترونيات,,Strong,لابتوب الترا سليم,الالكترونيات,,Strong,Substitute,fpgrowth,84.57000000000001,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.061596958174904945,0.09668658337859859,0.055621944595328626,0.9029982363315696,9.339436815092245,1.0,0.04966634516288263,9.312340131351533,0.9515390751620746,0.5417989417989417,0.8926156061854598,0.739139567603987,35,34,512,عطر نسايي زهري,الجمال والعنايه,,Strong,طقم مكياج احترافي,الجمال والعنايه,,Strong,Substitute,fpgrowth,83.69,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.0710483432916893,0.08995111352525802,0.06007604562737642,0.845565749235474,9.400281064870216,1.0,0.05368516803416418,5.89279179954932,0.9619663150762482,0.5952637244348761,0.8303011485869092,0.7567200726853698,37,32,553,غسول وجه للبشره الحساسه,الجمال والعنايه,,Strong,سيروم فيتامين سي,الجمال والعنايه,,Strong,Substitute,fpgrowth,83.27,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06594242259641499,0.09929386203150461,0.05909831613253667,0.8962108731466228,9.025843640388034,1.0,0.052550638321225064,8.678232154712338,0.9519831048260198,0.5568065506653019,0.8847691577993805,0.7456984343851276,54,51,544,قاموس عربي انجليزي شامل,الكتب والتعليم,,Strong,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,,Strong,Substitute,fpgrowth,82.59,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06963606735469853,0.09668658337859859,0.06007604562737642,0.8627145085803433,8.922794439867483,1.0,0.05334317219492866,6.579817046071802,0.9543872622095267,0.565439672801636,0.8480200903766758,0.7420314115935425,33,34,553,مجموعه عنايه بالشعر,الجمال والعنايه,,Strong,طقم مكياج احترافي,الجمال والعنايه,,Strong,Substitute,fpgrowth,81.36,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06931015752308528,0.09668658337859859,0.05953286257468767,0.8589341692789969,8.883695537318165,1.0,0.052831500250348086,6.403488442271714,0.9535230672100293,0.5591836734693878,0.8438351206510122,0.7373322531788242,38,34,548,زيت ارغان طبيعي,الجمال والعنايه,,Strong,طقم مكياج احترافي,الجمال والعنايه,,Strong,Substitute,fpgrowth,80.97,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06941879413362304,0.09929386203150461,0.059206952743074415,0.8528951486697964,8.58960595569527,1.0,0.05231409257597703,6.122885342147533,0.949492874539196,0.5406746031746031,0.8366783070203204,0.7245876180985744,56,51,545,دوره برمجه اكاديميه USB,الكتب والتعليم,,Strong,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,,Strong,Substitute,fpgrowth,79.29,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.07017925040738729,0.09929386203150461,0.05855513307984791,0.8343653250773994,8.402989953323262,1.0,0.051586764272422383,5.437908085305121,0.9474887938159682,0.5279138099902058,0.8161057553175083,0.712040430591216,53,51,539,كتاب رياده الاعمال والنجاح,الكتب والتعليم,,Strong,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,,Strong,Substitute,fpgrowth,77.77,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06018468223791418,0.0621401412275937,0.03758826724606192,0.6245487364620939,10.050648809674081,1.0,0.033848382592060085,2.4979536623072742,0.9581711626775747,0.44358974358974357,0.5996723177497479,0.6147219206785994,28,26,346,خلاط كهربايي متعدد الوظايف,المنزل والمطبخ,,Strong,طقم اواني طهي غرانيت,المنزل والمطبخ,,Strong,Substitute,fpgrowth,76.1,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.05975013579576317,0.06018468223791418,0.03639326453014666,0.609090909090909,10.120364292746963,1.0,0.03279722159360643,2.4041787198564983,0.9584572803228226,0.43563068920676196,0.5840575445823393,0.6068920249425664,29,28,335,مجموعه سكاكين مطبخ,المنزل والمطبخ,,Strong,خلاط كهربايي متعدد الوظايف,المنزل والمطبخ,,Strong,Substitute,fpgrowth,75.74,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06181423139598045,0.06648560564910375,0.039652362846279196,0.6414762741652021,9.648348208644911,1.0,0.035542606234183594,2.6037729920865686,0.9554134651379698,0.44730392156862747,0.61594194154436,0.618940751461686,9,6,365,راوتر واي فاي 6,الالكترونيات,,Strong,شاشه 4K 27 انش,الالكترونيات,,Strong,Substitute,fpgrowth,75.14,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06398696360673548,0.06496469310157522,0.0398696360673547,0.6230899830220713,9.591209521267837,1.0,0.035712742614141466,2.4807918728070817,0.9569715680098367,0.447560975609756,0.596902903882673,0.6184011788020056,10,4,367,شاحن لاسلكي سريع,الالكترونيات,,Strong,ساعه ذكيه سبورت,الالكترونيات,,Strong,Substitute,fpgrowth,74.37,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06757197175448126,0.07017925040738729,0.04388919065725149,0.6495176848874598,9.25512428697998,1.0,0.03914704033097285,2.6529747992963535,0.956590451075866,0.46759259259259256,0.6230646441627605,0.6374523408957422,31,39,404,كريم مرطب SPF 50,الجمال والعنايه,,Strong,قناع وجه كولاجين,الجمال والعنايه,,Strong,Substitute,fpgrowth,74.28,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.05975013579576317,0.0621401412275937,0.03595871808799565,0.6018181818181818,9.684853782581056,1.0,0.03224583621127903,2.3553558097023903,0.9537315803344381,0.41845764854614415,0.5754356960079189,0.5902447552447552,29,26,331,مجموعه سكاكين مطبخ,المنزل والمطبخ,,Strong,طقم اواني طهي غرانيت,المنزل والمطبخ,,Strong,Substitute,fpgrowth,73.50999999999999,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06594242259641499,0.06941879413362304,0.042151004888647474,0.6392092257001648,9.208013963333359,1.0,0.03757336142975457,2.579282155072561,0.9543297650136809,0.45221445221445217,0.6122952279442,0.6232039868719916,54,56,388,قاموس عربي انجليزي شامل,الكتب والتعليم,,Strong,دوره برمجه اكاديميه USB,الكتب والتعليم,,Strong,Substitute,fpgrowth,73.48,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.061596958174904945,0.06963606735469853,0.039652362846279196,0.6437389770723104,9.244332736272414,1.0,0.03536299291796697,2.611467078266762,0.9503652227970073,0.43297746144721233,0.6170734801436966,0.6065808769916934,35,33,365,عطر نسايي زهري,الجمال والعنايه,,Strong,مجموعه عنايه بالشعر,الجمال والعنايه,,Strong,Substitute,fpgrowth,73.37,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06757197175448126,0.0710483432916893,0.04345464421510049,0.6430868167202571,9.05139777967885,1.0,0.03865376756899177,2.602738425552113,0.9539822905743913,0.45662100456620996,0.6157892817109072,0.6273538059136454,31,37,400,كريم مرطب SPF 50,الجمال والعنايه,,Strong,غسول وجه للبشره الحساسه,الجمال والعنايه,,Strong,Substitute,fpgrowth,73.09,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.061596958174904945,0.06931015752308528,0.038891906572514935,0.6313932980599647,9.10967916715043,1.0,0.03462261169846938,2.524885840595266,0.948661300399301,0.4226682408500589,0.6039424896278713,0.5962609123528664,35,38,358,عطر نسايي زهري,الجمال والعنايه,,Strong,زيت ارغان طبيعي,الجمال والعنايه,,Strong,Substitute,fpgrowth,72.28,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06594242259641499,0.07017925040738729,0.04106463878326996,0.6227347611202636,8.873488353114592,1.0,0.036436848995406404,2.4646340393131703,0.9499465238009086,0.432,0.5942602495749535,0.6039370400028563,54,53,378,قاموس عربي انجليزي شامل,الكتب والتعليم,,Strong,كتاب رياده الاعمال والنجاح,الكتب والتعليم,,Strong,Substitute,fpgrowth,71.3,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06931015752308528,0.06963606735469853,0.04225964149918523,0.609717868338558,8.755776876843099,1.0,0.037433154701542896,2.3838240523200898,0.9517560508233452,0.4370786516853934,0.5805059525988354,0.6082910714547705,38,33,389,زيت ارغان طبيعي,الجمال والعنايه,,Strong,مجموعه عنايه بالشعر,الجمال والعنايه,,Strong,Substitute,fpgrowth,70.56,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.07017925040738729,0.0710483432916893,0.04312873438348724,0.6145510835913313,8.64975951752019,1.0,0.03814261490858976,2.410051286078589,0.9511401523813223,0.4396456256921374,0.585071070571653,0.610792361367531,39,37,397,قناع وجه كولاجين,الجمال والعنايه,,Strong,غسول وجه للبشره الحساسه,الجمال والعنايه,,Strong,Substitute,fpgrowth,70.35,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06941879413362304,0.07017925040738729,0.0403041825095057,0.5805946791862284,8.273024801717078,1.0,0.0354324235730233,2.216997981304774,0.9447055462170065,0.4059080962800875,0.5489395983069556,0.5774490423794919,56,53,371,دوره برمجه اكاديميه USB,الكتب والتعليم,,Strong,كتاب رياده الاعمال والنجاح,الكتب والتعليم,,Strong,Substitute,fpgrowth,67.22,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.12080391091797936,0.12199891363389462,0.07930472569255839,0.6564748201438849,5.380989064491951,1.0,0.06456677979783913,2.5558565655474066,0.9260284128512888,0.48504983388704326,0.6087417371225514,0.6532596718706958,42,48,730,لباس رياضي ضاغط,الرياضه واللياقه,,Strong,حقيبه رياضيه جيم,الرياضه واللياقه,,Strong,Substitute,fpgrowth,60.0,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.08723519826181424,0.11993481803367735,0.0579033134166214,0.663760896637609,5.534346968794557,1.0,0.04744077578695895,2.6173790411813225,0.8976137192386519,0.3879184861717613,0.6179384092765325,0.5732753758550364,2,3,533,لابتوب الترا سليم,الالكترونيات,,Strong,سماعات لاسلكيه,الالكترونيات,,Strong,Substitute,fpgrowth,58.87,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.08777838131450298,0.11993481803367735,0.057251493753394896,0.6522277227722773,5.4381849530061706,1.0,0.04672380956314924,2.5305788862234477,0.8946456661240948,0.3805054151624549,0.6048335005701533,0.5647913976180227,1,3,527,هاتف ذكي برو ماكس,الالكترونيات,,Strong,سماعات لاسلكيه,الالكترونيات,,Strong,Substitute,fpgrowth,57.99999999999999,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.09125475285171103,0.12199891363389462,0.05964149918522542,0.6535714285714286,5.357190560997329,1.0,0.04850851847338713,2.534436125592882,0.8950088026156343,0.38826025459688823,0.6054349170997279,0.5712202645973795,46,48,549,حصيره يوغا مضاده للانزلاق,الرياضه واللياقه,,Strong,حقيبه رياضيه جيم,الرياضه واللياقه,,Strong,Substitute,fpgrowth,57.89,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.09125475285171103,0.12080391091797936,0.05822922324823465,0.638095238095238,5.282074340527577,1.0,0.04720529221389433,2.4293576145687408,0.8920876787610066,0.37853107344632764,0.5883685489517689,0.5600548132922233,46,42,536,حصيره يوغا مضاده للانزلاق,الرياضه واللياقه,,Strong,لباس رياضي ضاغط,الرياضه واللياقه,,Strong,Substitute,fpgrowth,56.940000000000005,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.0850624660510592,0.12080391091797936,0.05464421510048886,0.6424010217113666,5.31771709069526,1.0,0.044368336529193066,2.458609063397222,0.8874369550920551,0.3613505747126437,0.5932659588351822,0.5473695756038848,47,42,503,اوزان حديد طقم 20 كيلو,الرياضه واللياقه,,Strong,لباس رياضي ضاغط,الرياضه واللياقه,,Strong,Substitute,fpgrowth,56.86,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.0850624660510592,0.12199891363389462,0.054535578489951116,0.641123882503193,5.255160586324035,1.0,0.04415805004070185,2.446529717525483,0.8849903165774328,0.35754985754985763,0.5912577751103553,0.5440704007351228,47,48,502,اوزان حديد طقم 20 كيلو,الرياضه واللياقه,,Strong,حقيبه رياضيه جيم,الرياضه واللياقه,,Strong,Substitute,fpgrowth,56.510000000000005,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06431287343834872,0.12199891363389462,0.04139054861488321,0.643581081081081,5.275301737623643,1.0,0.03354444792273051,2.46339641293239,0.8661414275496997,0.28560719640179916,0.5940564032852451,0.4914254470409858,50,48,381,عداد خطوات ذكي,الرياضه واللياقه,,Strong,حقيبه رياضيه جيم,الرياضه واللياقه,,Strong,Substitute,fpgrowth,55.22,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06398696360673548,0.11993481803367735,0.03997827267789245,0.6247877758913413,5.2093944538766275,1.0,0.0323040078411911,2.345513086779023,0.8632776230269267,0.27773584905660376,0.573654052225626,0.4790605546123373,10,3,368,شاحن لاسلكي سريع,الالكترونيات,,Strong,سماعات لاسلكيه,الالكترونيات,,Strong,Substitute,fpgrowth,54.25,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06496469310157522,0.11993481803367735,0.04041281912004346,0.6220735785953179,5.186763850516215,1.0,0.03262129047429234,2.328668047857793,0.86328457332179,0.2796992481203008,0.570569965556092,0.4795150501672242,4,3,372,ساعه ذكيه سبورت,الالكترونيات,,Strong,سماعات لاسلكيه,الالكترونيات,,Strong,Substitute,fpgrowth,54.120000000000005,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06137968495382944,0.12199891363389462,0.03867463335143943,0.6300884955752212,5.164705789643732,1.0,0.031186378467881533,2.3735436066834903,0.8591100317311693,0.26726726726726724,0.5786890128396327,0.4735482549113862,41,48,356,حذاء جري احترافي,الرياضه واللياقه,,Strong,حقيبه رياضيه جيم,الرياضه واللياقه,,Strong,Substitute,fpgrowth,54.03,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06181423139598045,0.11993481803367735,0.03824008690928843,0.6186291739894552,5.158044879142151,1.0,0.03082640831491989,2.307636352713537,0.8592414417449156,0.26646479939439816,0.566656159310324,0.46873487684980003,9,3,352,راوتر واي فاي 6,الالكترونيات,,Strong,سماعات لاسلكيه,الالكترونيات,,Strong,Substitute,fpgrowth,53.64,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06431287343834872,0.12080391091797936,0.03932645301466594,0.6114864864864864,5.061810349018082,1.0,0.03155720638094038,2.262974281463287,0.8575967331920846,0.2697466467958271,0.5581036831963557,0.46851302741590506,50,42,362,عداد خطوات ذكي,الرياضه واللياقه,,Strong,لباس رياضي ضاغط,الرياضه واللياقه,,Strong,Substitute,fpgrowth,53.12,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
0.06137968495382944,0.12080391091797936,0.03715372080391092,0.6053097345132743,5.0106799516139295,1.0,0.029738814810574866,2.227559597898393,0.8527689787740956,0.25617977528089886,0.5510782288637947,0.4564318456739033,41,42,342,حذاء جري احترافي,الرياضه واللياقه,,Strong,لباس رياضي ضاغط,الرياضه واللياقه,,Strong,Substitute,fpgrowth,52.470000000000006,ارتباط قوي مُثبَت بالبيانات — يظهر المنتجان معاً بشكل متكرر.,اعرض كلاهما في صفحة المنتج كبدائل مقترحة لرفع قيمة السلة.
,,0.001955,0.1698,1.4057,,,,,,,,76,42,18,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,,Moderate,لباس رياضي ضاغط,الرياضه واللياقه,,Strong,Substitute,category_fallback,1.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
,,0.001847,0.1049,1.0568,,,,,,,,150,51,17,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,,Moderate,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,,Strong,Substitute,category_fallback,1.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
,,0.001847,0.1097,1.1046,,,,,,,,74,51,17,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,,Moderate,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,,Strong,Substitute,category_fallback,1.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
,,0.001521,0.0864,5.1993,,,,,,,,150,77,14,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,,Moderate,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,,Moderate,Substitute,category_fallback,1.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
,,0.001521,0.0897,5.6972,,,,,,,,175,193,14,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,,Moderate,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,,Moderate,Substitute,category_fallback,1.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
,,0.001521,0.0966,5.6972,,,,,,,,193,175,14,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,,Moderate,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,,Moderate,Substitute,category_fallback,1.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
,,0.001521,0.0915,5.1993,,,,,,,,77,150,14,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,,Moderate,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,,Moderate,Substitute,category_fallback,1.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.
