source,target,weight,lift,confidence,edge_type
20,4,16.259999999999998,1.6073907220260564,0.10465116279069768,Complement
21,8,36.51,7.280238970588235,0.1323529411764706,Complement
21,137,33.86,6.60075,0.12000000000000001,Complement
21,189,30.259999999999998,5.621076642335766,0.10218978102189781,Complement
21,183,30.11,5.574957770270269,0.10135135135135134,Complement
24,178,48.28,8.547979797979798,0.1282051282051282,Substitute
25,29,87.45,10.332299819385913,0.8863636363636364,Substitute
25,26,87.03,10.218345933342148,0.8765880217785844,Substitute
25,28,86.39,10.186113917262194,0.8738229755178908,Substitute
26,25,87.03,10.218345933342148,0.8765880217785844,Substitute
26,28,75.25,9.896503874140837,0.6195856873822976,Substitute
26,29,73.82,9.68047076939999,0.6060606060606061,Substitute
28,25,86.39,10.186113917262194,0.8738229755178908,Substitute
28,29,76.06,10.17064714946071,0.6136363636363636,Substitute
28,26,75.25,9.896503874140837,0.6195856873822976,Substitute
28,57,16.5,1.6951078582434516,0.10227272727272728,Complement
29,25,87.45,10.332299819385913,0.8863636363636364,Substitute
29,28,76.06,10.17064714946071,0.6136363636363636,Substitute
29,26,73.82,9.68047076939999,0.6060606060606061,Substitute
3,2,61.24000000000001,5.5558573984029085,0.6653645833333333,Substitute
3,1,60.029999999999994,5.412497065670299,0.6481958762886598,Substitute
3,10,56.75,5.226211864292731,0.625886524822695,Substitute
3,4,56.379999999999995,5.173269949763387,0.6195462478184991,Substitute
3,9,56.32,5.193912226032763,0.6220183486238533,Substitute
31,32,86.5,9.873207654219105,0.8817567567567567,Substitute
31,39,74.44,9.291596283783782,0.6418918918918919,Substitute
31,37,73.39,9.083777760742914,0.6368243243243242,Substitute
32,31,86.5,9.873207654219105,0.8817567567567567,Substitute
32,39,85.15,9.668635747288068,0.8634868421052632,Substitute
32,37,83.31,9.418715280784886,0.8411669367909238,Substitute
32,123,17.630000000000003,1.6466472085017214,0.14705882352941177,Complement
33,34,81.83,8.949389399471233,0.8592471358428806,Substitute
33,35,73.53,9.24250528921001,0.6416510318949342,Substitute
33,38,71.39999999999999,8.788240602547637,0.6121112929623568,Substitute
34,35,83.91,9.379708471640928,0.9005628517823638,Substitute
34,33,81.83,8.949389399471233,0.8592471358428806,Substitute
34,38,81.35,8.886209060107918,0.8531810766721043,Substitute
35,34,83.91,9.379708471640928,0.9005628517823638,Substitute
35,33,73.53,9.24250528921001,0.6416510318949342,Substitute
35,38,72.86,9.13154020610353,0.6360225140712946,Substitute
37,32,83.31,9.418715280784886,0.8411669367909238,Substitute
37,31,73.39,9.083777760742914,0.6368243243243242,Substitute
37,39,70.63000000000001,8.657044378572037,0.606907894736842,Substitute
37,44,16.06,1.5283051632322295,0.10714285714285714,Complement
38,34,81.35,8.886209060107918,0.8531810766721043,Substitute
38,35,72.86,9.13154020610353,0.6360225140712946,Substitute
38,33,71.39999999999999,8.788240602547637,0.6121112929623568,Substitute
39,32,85.15,9.668635747288068,0.8634868421052632,Substitute
39,31,74.44,9.291596283783782,0.6418918918918919,Substitute
39,37,70.63000000000001,8.657044378572037,0.606907894736842,Substitute
39,44,18.060000000000002,1.8955787907268171,0.13095238095238096,Complement
4,1,86.19,9.936178730141597,0.8760907504363002,Substitute
4,10,74.76,9.613311177948585,0.625886524822695,Substitute
4,3,56.379999999999995,5.173269949763387,0.6195462478184991,Substitute
4,20,16.259999999999998,1.6073907220260564,0.10465116279069768,Complement
41,47,88.38000000000001,10.52009411646283,0.8845437616387337,Substitute
41,48,56.56,5.192465932229938,0.6312849162011174,Substitute
41,42,54.32,4.955596741595841,0.5940409683426443,Substitute
42,48,62.44,5.410722416618682,0.65781990521327,Substitute
42,46,59.489999999999995,5.328567535545023,0.6387499999999999,Substitute
42,47,59.07,5.332231330856923,0.6391891891891892,Substitute
42,50,55.63,5.091401730448129,0.610320284697509,Substitute
42,41,54.32,4.955596741595841,0.5940409683426443,Substitute
44,39,18.060000000000002,1.8955787907268171,0.13095238095238096,Complement
44,37,16.06,1.5283051632322295,0.10714285714285714,Complement
45,180,32.31,6.208818342151677,0.10370370370370371,Complement
45,87,32.18,6.1014775336886355,0.108843537414966,Complement
46,50,86.16,9.826739323843416,0.8932384341637011,Substitute
46,48,60.18,5.366964953271028,0.6525,Substitute
46,42,59.489999999999995,5.328567535545023,0.6387499999999999,Substitute
46,138,24.65,1.5514583333333332,0.14102564102564102,Substitute
46,163,18.05,1.7070905172413795,0.15517241379310348,Complement
47,41,88.38000000000001,10.52009411646283,0.8845437616387337,Substitute
47,48,59.13,5.30194114675423,0.6445945945945946,Substitute
47,42,59.07,5.332231330856923,0.6391891891891892,Substitute
48,42,62.44,5.410722416618682,0.65781990521327,Substitute
48,46,60.18,5.366964953271028,0.6525,Substitute
48,47,59.13,5.30194114675423,0.6445945945945946,Substitute
48,50,57.769999999999996,5.312739880932583,0.6459074733096085,Substitute
48,41,56.56,5.192465932229938,0.6312849162011174,Substitute
50,46,86.16,9.826739323843416,0.8932384341637011,Substitute
50,48,57.769999999999996,5.312739880932583,0.6459074733096085,Substitute
50,42,55.63,5.091401730448129,0.610320284697509,Substitute
50,138,24.759999999999998,1.8069395017793597,0.11538461538461539,Substitute
50,166,16.91,1.7400158165282722,0.11111111111111112,Complement
51,54,83.12,9.060735246476703,0.8946459412780656,Substitute
51,56,79.94,8.634867856736694,0.8525963149078727,Substitute
51,53,78.31,8.406680355302841,0.8300653594771241,Substitute
51,110,19.63,1.8714289288037222,0.18478260869565216,Complement
51,134,17.599999999999998,1.5690853984667499,0.15492957746478875,Complement
53,51,78.31,8.406680355302841,0.8300653594771241,Substitute
53,54,71.56,8.866868163500289,0.6165803108808291,Substitute
53,56,67.97,8.310465727329456,0.5778894472361809,Substitute
53,70,16.0,1.5226643598615919,0.10588235294117648,Complement
54,51,83.12,9.060735246476703,0.8946459412780656,Substitute
54,56,73.66,9.267882301548038,0.6286701208981001,Substitute
54,53,71.56,8.866868163500289,0.6165803108808291,Substitute
56,51,79.94,8.634867856736694,0.8525963149078727,Substitute
56,54,73.66,9.267882301548038,0.6286701208981001,Substitute
56,53,67.97,8.310465727329456,0.5778894472361809,Substitute
56,73,16.88,1.694487764492963,0.1149425287356322,Complement
56,103,16.66,1.6584798994974874,0.1125,Complement
57,28,16.5,1.6951078582434516,0.10227272727272728,Complement
6,2,84.32,9.698103621199323,0.8462837837837838,Substitute
6,9,75.47,9.629162534093727,0.6477064220183486,Substitute
6,3,54.67999999999999,4.950816388019898,0.5929054054054054,Substitute
6,76,17.11,1.7320257150354237,0.11650485436893204,Complement
6,145,16.31,1.5876902387824718,0.10679611650485438,Complement
60,3,18.17,1.507656019397006,0.18055555555555555,Complement
70,53,16.0,1.5226643598615919,0.10588235294117648,Complement
73,56,16.88,1.694487764492963,0.1149425287356322,Complement
74,91,30.830000000000002,5.790893538623503,0.10067114093959731,Complement
76,6,17.11,1.7320257150354237,0.11650485436893204,Complement
77,196,40.67,6.482975937141922,0.10975609756097561,Substitute
8,21,36.51,7.280238970588235,0.1323529411764706,Complement
87,92,32.7,6.292148706616405,0.11224489795918367,Complement
87,45,32.18,6.1014775336886355,0.108843537414966,Complement
9,2,87.67,10.240077886085626,0.8935779816513761,Substitute
9,6,75.47,9.629162534093727,0.6477064220183486,Substitute
9,3,56.32,5.193912226032763,0.6220183486238533,Substitute
9,121,19.950000000000003,2.3441550754661145,0.14516129032258066,Complement
91,74,30.830000000000002,5.790893538623503,0.10067114093959731,Complement
92,87,32.7,6.292148706616405,0.11224489795918367,Complement
96,168,33.98,6.607357357357356,0.11111111111111109,Complement
98,2,18.91,1.878628756830601,0.1639344262295082,Complement
98,3,18.12,1.5057548138239962,0.18032786885245905,Complement
