product_id,product_name,bundle_partner_product_id,bundle_partner_name,bundle_partner_image_url,bundle_source,bundle_type,support,confidence,lift,bundle_score,bundle_reason,bundle_business_explanation,bundle_rank
100,حقيبه يد جلديه - اصدار خاص,93,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000217,0.0282,3.6521,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
101,مجموعه سكاكين مطبخ - اصدار خاص,176,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000435,0.0625,3.9405,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
101,مجموعه سكاكين مطبخ - اصدار خاص,25,ماكينه قهوه اسبريسو,,category_fallback,Substitute,0.000326,0.0469,0.549,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
101,مجموعه سكاكين مطبخ - اصدار خاص,91,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000217,0.0312,1.8801,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
102,تابلت 10 انش - اصدار خاص,1,هاتف ذكي برو ماكس,,category_fallback,Substitute,0.000652,0.075,0.8544,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
102,تابلت 10 انش - اصدار خاص,3,سماعات لاسلكيه,,category_fallback,Substitute,0.000652,0.075,0.6253,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
102,تابلت 10 انش - اصدار خاص,141,ساعه ذكيه سبورت - اصدار خاص,,category_fallback,Substitute,0.000435,0.05,2.8947,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
103,بنطلون جينز سليم فيت - اصدار خاص,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000543,0.0625,3.4657,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
103,بنطلون جينز سليم فيت - اصدار خاص,158,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000435,0.05,3.2642,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
103,بنطلون جينز سليم فيت - اصدار خاص,73,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000326,0.0375,3.8785,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
103,بنطلون جينز سليم فيت - اصدار خاص,63,حذاء رياضي مريح - اصدار خاص,,category_fallback,Substitute,0.000326,0.0469,5.3936,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
104,قناع وجه كولاجين - اصدار خاص,32,سيروم فيتامين سي,,category_fallback,Substitute,0.00076,0.1029,1.1444,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
104,قناع وجه كولاجين - اصدار خاص,39,قناع وجه كولاجين,,category_fallback,Substitute,0.000652,0.0882,1.2573,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
104,قناع وجه كولاجين - اصدار خاص,34,طقم مكياج احترافي,,category_fallback,Substitute,0.000652,0.0882,0.9126,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
105,حقيبه رياضيه جيم - اصدار خاص,47,اوزان حديد طقم 20 كيلو,,category_fallback,Substitute,0.000978,0.1385,1.6278,0.9,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
105,حقيبه رياضيه جيم - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.000978,0.1385,1.1462,0.9,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
105,حقيبه رياضيه جيم - اصدار خاص,41,حذاء جري احترافي,,category_fallback,Substitute,0.000869,0.1231,2.0052,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
106,فرن كهربايي 60 لتر - اصدار خاص,26,طقم اواني طهي غرانيت,,category_fallback,Substitute,0.000435,0.0465,0.7485,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
106,فرن كهربايي 60 لتر - اصدار خاص,25,ماكينه قهوه اسبريسو,,category_fallback,Substitute,0.000435,0.0465,0.5447,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
106,فرن كهربايي 60 لتر - اصدار خاص,91,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000326,0.0349,2.0987,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
107,كاميرا ميرورليس - اصدار خاص,3,سماعات لاسلكيه,,category_fallback,Substitute,0.001086,0.1408,1.1743,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
107,كاميرا ميرورليس - اصدار خاص,2,لابتوب الترا سليم,,category_fallback,Substitute,0.00076,0.0986,1.1302,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
107,كاميرا ميرورليس - اصدار خاص,1,هاتف ذكي برو ماكس,,category_fallback,Substitute,0.000543,0.0704,0.8023,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
108,كاميرا ميرورليس - اصدار خاص,9,راوتر واي فاي 6,,category_fallback,Substitute,0.000652,0.0619,1.0007,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
108,كاميرا ميرورليس - اصدار خاص,3,سماعات لاسلكيه,,category_fallback,Substitute,0.000652,0.0619,0.5157,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
108,كاميرا ميرورليس - اصدار خاص,2,لابتوب الترا سليم,,category_fallback,Substitute,0.000652,0.0619,0.7091,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
109,قناع وجه كولاجين - اصدار خاص,32,سيروم فيتامين سي,,category_fallback,Substitute,0.000543,0.0725,0.8056,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
109,قناع وجه كولاجين - اصدار خاص,34,طقم مكياج احترافي,,category_fallback,Substitute,0.000435,0.058,0.5996,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
109,قناع وجه كولاجين - اصدار خاص,39,قناع وجه كولاجين,,category_fallback,Substitute,0.000435,0.058,0.826,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
11,قميص قطني كلاسيكي,180,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000326,0.0435,2.9001,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
11,قميص قطني كلاسيكي,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000217,0.029,1.6073,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
11,قميص قطني كلاسيكي,16,حقيبه يد جلديه,,category_fallback,Substitute,0.000217,0.029,3.7057,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
110,جهاز قياس ضغط الدم - اصدار خاص,45,كره قدم رسميه فيفا,,category_fallback,Substitute,0.000652,0.0638,3.9433,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
110,جهاز قياس ضغط الدم - اصدار خاص,76,حقيبه رياضيه جيم - اصدار خاص,,category_fallback,Substitute,0.000435,0.0426,3.6953,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
110,جهاز قياس ضغط الدم - اصدار خاص,96,دراجه هواييه جبليه - اصدار خاص,,category_fallback,Substitute,0.000435,0.0426,2.6646,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
111,مكواه بخاريه احترافيه - اصدار خاص,26,طقم اواني طهي غرانيت,,category_fallback,Substitute,0.000543,0.0877,1.4116,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
111,مكواه بخاريه احترافيه - اصدار خاص,168,مجموعه سكاكين مطبخ - اصدار خاص,,category_fallback,Substitute,0.000435,0.0702,4.3646,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
111,مكواه بخاريه احترافيه - اصدار خاص,29,مجموعه سكاكين مطبخ,,category_fallback,Substitute,0.000326,0.0526,0.8809,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
112,شاشه 4K 27 انش - اصدار خاص,3,سماعات لاسلكيه,,category_fallback,Substitute,0.001412,0.0872,0.7275,1.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
112,شاشه 4K 27 انش - اصدار خاص,2,لابتوب الترا سليم,,category_fallback,Substitute,0.001195,0.0738,0.8463,1.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
112,شاشه 4K 27 انش - اصدار خاص,6,شاشه 4K 27 انش,,category_fallback,Substitute,0.001086,0.0671,1.0095,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
112,شاشه 4K 27 انش - اصدار خاص,141,ساعه ذكيه سبورت - اصدار خاص,,category_fallback,Substitute,0.001086,0.0629,3.8854,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
112,شاشه 4K 27 انش - اصدار خاص,161,شاحن لاسلكي سريع - اصدار خاص,,category_fallback,Substitute,0.000543,0.0595,3.6773,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,5
113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,51,كتاب تعلم البرمجه بالعربيه,,category_fallback,Substitute,0.000652,0.0619,0.623,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,175,مجموعه كتب الطفل التعليميه - اصدار خاص,,category_fallback,Substitute,0.000652,0.0619,3.6499,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,193,مجموعه كتب الطفل التعليميه - اصدار خاص,,category_fallback,Substitute,0.000543,0.0515,3.2723,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,163,دوره برمجه اكاديميه USB - اصدار خاص,,category_fallback,Substitute,0.000326,0.0508,4.8253,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
114,حقيبه رياضيه جيم - اصدار خاص,46,حصيره يوغا مضاده للانزلاق,,category_fallback,Substitute,0.000869,0.087,0.9529,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
114,حقيبه رياضيه جيم - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.00076,0.0761,0.6298,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
114,حقيبه رياضيه جيم - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.000543,0.0543,0.4455,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
115,شاحن لاسلكي سريع - اصدار خاص,3,سماعات لاسلكيه,,category_fallback,Substitute,0.000869,0.092,0.7667,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
115,شاحن لاسلكي سريع - اصدار خاص,2,لابتوب الترا سليم,,category_fallback,Substitute,0.000869,0.092,1.0541,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
115,شاحن لاسلكي سريع - اصدار خاص,10,شاحن لاسلكي سريع,,category_fallback,Substitute,0.000652,0.069,1.0778,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
116,قناع وجه كولاجين - اصدار خاص,87,طقم مكياج احترافي - اصدار خاص,,category_fallback,Substitute,0.000652,0.0632,3.5887,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
116,قناع وجه كولاجين - اصدار خاص,32,سيروم فيتامين سي,,category_fallback,Substitute,0.000543,0.0526,0.5851,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
116,قناع وجه كولاجين - اصدار خاص,39,قناع وجه كولاجين,,category_fallback,Substitute,0.000435,0.0421,0.6,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
117,حصيره يوغا مضاده للانزلاق - اصدار خاص,46,حصيره يوغا مضاده للانزلاق,,category_fallback,Substitute,0.000652,0.0698,0.7645,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
117,حصيره يوغا مضاده للانزلاق - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.000652,0.0698,0.5719,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
117,حصيره يوغا مضاده للانزلاق - اصدار خاص,86,لباس رياضي ضاغط - اصدار خاص,,category_fallback,Substitute,0.000652,0.0698,7.7375,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
118,حصيره يوغا مضاده للانزلاق - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.000869,0.1333,1.0929,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
118,حصيره يوغا مضاده للانزلاق - اصدار خاص,50,عداد خطوات ذكي,,category_fallback,Substitute,0.000652,0.1,1.5549,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
118,حصيره يوغا مضاده للانزلاق - اصدار خاص,46,حصيره يوغا مضاده للانزلاق,,category_fallback,Substitute,0.000543,0.0833,0.9132,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
119,ماكينه قهوه اسبريسو - اصدار خاص,91,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.001086,0.0752,4.5236,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
119,ماكينه قهوه اسبريسو - اصدار خاص,29,مجموعه سكاكين مطبخ,,category_fallback,Substitute,0.00076,0.0526,0.8809,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
119,ماكينه قهوه اسبريسو - اصدار خاص,176,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000652,0.0451,2.8443,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
119,ماكينه قهوه اسبريسو - اصدار خاص,136,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000543,0.0521,3.6047,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
12,فستان سهره انيق,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000435,0.0404,2.2405,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
12,فستان سهره انيق,63,حذاء رياضي مريح - اصدار خاص,,category_fallback,Substitute,0.000217,0.0202,2.9056,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
12,فستان سهره انيق,83,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000217,0.0202,1.7218,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
120,روايه عربيه بيست سيلر - اصدار خاص,51,كتاب تعلم البرمجه بالعربيه,,category_fallback,Substitute,0.000978,0.0957,0.9643,0.9,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
120,روايه عربيه بيست سيلر - اصدار خاص,56,دوره برمجه اكاديميه USB,,category_fallback,Substitute,0.000652,0.0638,0.9195,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
120,روايه عربيه بيست سيلر - اصدار خاص,53,كتاب رياده الاعمال والنجاح,,category_fallback,Substitute,0.000652,0.0638,0.9095,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
121,حذاء رياضي مريح - اصدار خاص,73,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000217,0.0308,3.1824,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
121,حذاء رياضي مريح - اصدار خاص,63,حذاء رياضي مريح - اصدار خاص,,category_fallback,Substitute,0.000109,0.0154,2.2127,0.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
121,حذاء رياضي مريح - اصدار خاص,20,حذاء رسمي جلد,,category_fallback,Substitute,0.000109,0.0154,1.6467,0.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
122,طقم مكياج احترافي - اصدار خاص,87,طقم مكياج احترافي - اصدار خاص,,category_fallback,Substitute,0.00076,0.0986,5.6021,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
122,طقم مكياج احترافي - اصدار خاص,34,طقم مكياج احترافي,,category_fallback,Substitute,0.000435,0.0563,0.5827,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
122,طقم مكياج احترافي - اصدار خاص,33,مجموعه عنايه بالشعر,,category_fallback,Substitute,0.000435,0.0563,0.809,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
123,عداد خطوات ذكي - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.00076,0.1014,0.8398,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
