event_id,user_id,product_id,event_type,event_time,session_id,user_session
55,4,51,view,2023-10-28 03:03:29,SES00047357,SES00047357
56,4,167,view,2023-10-28 03:30:21,SES00047357,SES00047357
57,4,131,view,2023-10-28 03:37:32,SES00047357,SES00047357
58,4,35,view,2023-10-28 04:04:44,SES00047357,SES00047357
59,4,124,view,2023-10-28 04:20:23,SES00047357,SES00047357
60,4,124,cart,2023-10-28 04:48:19,SES00047357,SES00047357
61,5,199,view,2024-04-28 16:50:46,SES00059041,SES00059041
62,5,45,view,2024-04-28 17:13:06,SES00059041,SES00059041
63,5,80,view,2024-04-28 17:36:14,SES00059041,SES00059041
64,5,100,view,2024-04-28 18:01:31,SES00059041,SES00059041
65,5,170,view,2024-04-28 18:21:28,SES00059041,SES00059041
66,5,99,view,2024-04-28 18:47:56,SES00059041,SES00059041
67,5,117,view,2023-03-17 15:39:38,SES00056856,SES00056856
68,5,153,view,2023-03-17 15:46:23,SES00056856,SES00056856
69,5,65,view,2023-03-17 16:15:33,SES00056856,SES00056856
70,5,14,view,2023-03-17 16:25:18,SES00056856,SES00056856
71,5,83,view,2023-03-17 16:34:59,SES00056856,SES00056856
72,5,115,view,2023-03-17 16:49:47,SES00056856,SES00056856
73,5,153,cart,2023-03-17 16:51:54,SES00056856,SES00056856
74,5,65,cart,2023-03-17 16:53:21,SES00056856,SES00056856
75,5,14,cart,2023-03-17 17:00:56,SES00056856,SES00056856
76,5,129,view,2024-04-27 17:38:04,SES00052865,SES00052865
77,5,97,view,2024-04-27 17:56:49,SES00052865,SES00052865
78,5,180,view,2024-04-27 18:13:14,SES00052865,SES00052865
79,5,129,cart,2024-04-27 18:39:31,SES00052865,SES00052865
80,5,8,view,2024-04-09 13:30:36,SES00055374,SES00055374
81,5,164,view,2024-04-09 13:31:50,SES00055374,SES00055374
82,5,53,view,2024-04-09 13:45:08,SES00055374,SES00055374
83,5,165,view,2024-04-09 14:13:18,SES00055374,SES00055374
84,5,157,view,2024-04-09 14:31:55,SES00055374,SES00055374
85,5,96,view,2024-04-09 14:46:38,SES00055374,SES00055374
86,5,69,view,2024-04-09 15:09:31,SES00055374,SES00055374
87,5,8,cart,2024-04-09 15:25:00,SES00055374,SES00055374
88,5,164,cart,2024-04-09 15:37:50,SES00055374,SES00055374
89,6,34,view,2024-03-18 23:13:45,SES00064826,SES00064826
90,6,175,view,2024-03-18 23:25:10,SES00064826,SES00064826
91,6,76,view,2024-03-18 23:46:30,SES00064826,SES00064826
92,6,34,cart,2024-03-18 23:56:03,SES00064826,SES00064826
93,6,76,cart,2024-03-19 00:01:52,SES00064826,SES00064826
94,6,129,view,2024-02-21 23:16:34,SES00067108,SES00067108
95,6,169,view,2024-02-21 23:28:27,SES00067108,SES00067108
96,6,7,view,2024-02-21 23:42:54,SES00067108,SES00067108
97,6,106,view,2024-02-21 23:50:59,SES00067108,SES00067108
98,6,49,view,2024-02-21 23:56:47,SES00067108,SES00067108
99,6,68,view,2024-02-22 00:00:59,SES00067108,SES00067108
100,6,20,view,2024-06-01 10:00:10,SES00062882,SES00062882
101,6,144,view,2024-06-01 10:28:29,SES00062882,SES00062882
102,6,91,view,2024-06-01 10:55:17,SES00062882,SES00062882
103,6,124,view,2024-06-01 10:58:47,SES00062882,SES00062882
104,6,141,view,2024-06-01 11:22:33,SES00062882,SES00062882
105,6,20,cart,2024-06-01 11:31:58,SES00062882,SES00062882
106,6,124,cart,2024-06-01 11:46:47,SES00062882,SES00062882
107,6,120,view,2024-11-01 23:08:37,SES00068976,SES00068976
108,6,67,view,2024-11-01 23:36:40,SES00068976,SES00068976
109,6,139,view,2024-11-02 00:01:09,SES00068976,SES00068976
110,6,56,view,2024-11-02 00:14:14,SES00068976,SES00068976
111,6,47,view,2024-11-02 00:39:54,SES00068976,SES00068976
112,6,67,cart,2024-11-02 00:50:44,SES00068976,SES00068976
113,7,92,view,2024-05-04 19:47:24,SES00077809,SES00077809
114,7,193,view,2024-05-04 19:51:57,SES00077809,SES00077809
115,7,1,view,2024-05-04 20:17:30,SES00077809,SES00077809
116,7,199,view,2024-05-04 20:21:52,SES00077809,SES00077809
117,7,161,view,2024-05-04 20:42:28,SES00077809,SES00077809
118,7,186,view,2024-05-04 21:11:50,SES00077809,SES00077809
119,7,65,view,2024-05-04 21:20:20,SES00077809,SES00077809
120,7,172,view,2024-05-04 21:38:14,SES00077809,SES00077809
121,7,188,view,2024-05-04 21:40:00,SES00077809,SES00077809
122,7,92,cart,2024-05-04 22:07:03,SES00077809,SES00077809
123,7,199,cart,2024-05-04 22:18:20,SES00077809,SES00077809
124,7,172,cart,2024-05-04 22:24:38,SES00077809,SES00077809
125,7,50,view,2023-11-09 09:01:39,SES00075523,SES00075523
126,7,166,view,2023-11-09 09:28:56,SES00075523,SES00075523
127,7,78,view,2023-11-09 09:42:18,SES00075523,SES00075523
128,7,104,view,2023-11-09 09:51:56,SES00075523,SES00075523
129,7,177,view,2023-11-09 10:18:04,SES00075523,SES00075523
130,7,50,cart,2023-11-09 10:29:45,SES00075523,SES00075523
131,7,78,cart,2023-11-09 10:31:30,SES00075523,SES00075523
132,8,112,view,2024-12-12 18:48:10,SES00087248,SES00087248
133,8,97,view,2024-12-12 19:06:38,SES00087248,SES00087248
134,8,177,view,2024-12-12 19:08:00,SES00087248,SES00087248
135,8,63,view,2024-12-12 19:35:52,SES00087248,SES00087248
136,8,22,view,2024-12-12 20:04:57,SES00087248,SES00087248
137,8,97,cart,2024-12-12 20:32:34,SES00087248,SES00087248
138,8,177,cart,2024-12-12 20:45:51,SES00087248,SES00087248
139,8,119,view,2024-11-18 12:30:09,SES00085441,SES00085441
140,8,120,view,2024-11-18 12:58:52,SES00085441,SES00085441
141,8,126,view,2024-11-18 13:01:25,SES00085441,SES00085441
142,8,70,view,2024-11-18 13:29:13,SES00085441,SES00085441
143,8,163,view,2024-11-18 13:37:56,SES00085441,SES00085441
144,8,163,cart,2024-11-18 14:00:01,SES00085441,SES00085441
145,8,51,view,2024-04-17 16:29:37,SES00082875,SES00082875
146,8,34,view,2024-04-17 16:42:42,SES00082875,SES00082875
147,8,150,view,2024-04-17 16:58:24,SES00082875,SES00082875
148,8,68,view,2024-04-17 17:00:32,SES00082875,SES00082875
149,8,129,view,2024-04-17 17:16:40,SES00082875,SES00082875
150,8,67,view,2024-04-17 17:28:15,SES00082875,SES00082875
151,8,98,view,2024-04-17 17:30:22,SES00082875,SES00082875
152,8,141,view,2024-04-17 17:33:55,SES00082875,SES00082875
153,8,34,cart,2024-04-17 17:55:00,SES00082875,SES00082875
154,8,98,cart,2024-04-17 18:04:54,SES00082875,SES00082875
155,9,138,view,2023-07-18 14:06:02,SES00091242,SES00091242
156,9,74,view,2023-07-18 14:32:01,SES00091242,SES00091242
157,9,70,view,2023-07-18 14:56:47,SES00091242,SES00091242
158,9,75,view,2023-07-18 15:16:41,SES00091242,SES00091242
159,9,102,view,2023-07-18 15:24:28,SES00091242,SES00091242
160,9,17,view,2023-07-18 15:48:51,SES00091242,SES00091242
161,9,141,view,2023-07-18 15:51:34,SES00091242,SES00091242
162,9,141,view,2023-07-18 16:19:52,SES00091242,SES00091242
163,9,1,view,2023-07-18 16:25:44,SES00091242,SES00091242
164,9,138,cart,2023-07-18 16:48:11,SES00091242,SES00091242
165,9,74,cart,2023-07-18 17:04:37,SES00091242,SES00091242
166,9,70,cart,2023-07-18 17:05:32,SES00091242,SES00091242
167,9,75,cart,2023-07-18 17:11:49,SES00091242,SES00091242
168,10,110,view,2023-11-10 04:01:25,SES00105723,SES00105723
169,10,24,view,2023-11-10 04:09:21,SES00105723,SES00105723
170,10,20,view,2023-11-10 04:34:55,SES00105723,SES00105723
171,10,74,view,2023-11-10 04:50:47,SES00105723,SES00105723
172,10,131,view,2023-11-10 04:55:10,SES00105723,SES00105723
173,10,34,view,2023-11-10 05:20:50,SES00105723,SES00105723
174,10,23,view,2023-11-10 05:29:36,SES00105723,SES00105723
175,10,178,view,2023-11-10 05:31:08,SES00105723,SES00105723
176,10,95,view,2023-11-10 05:41:08,SES00105723,SES00105723
177,10,24,cart,2023-11-10 06:07:17,SES00105723,SES00105723
178,10,20,cart,2023-11-10 06:22:40,SES00105723,SES00105723
179,10,131,cart,2023-11-10 06:25:15,SES00105723,SES00105723
180,10,34,cart,2023-11-10 06:29:28,SES00105723,SES00105723
181,10,44,view,2023-03-07 07:41:11,SES00104425,SES00104425
182,10,87,view,2023-03-07 07:53:53,SES00104425,SES00104425
183,10,196,view,2023-03-07 08:02:49,SES00104425,SES00104425
184,10,169,view,2023-03-07 08:07:07,SES00104425,SES00104425
185,10,38,view,2023-03-07 08:16:40,SES00104425,SES00104425
186,10,158,view,2023-03-07 08:31:59,SES00104425,SES00104425
187,10,59,view,2023-03-07 08:41:21,SES00104425,SES00104425
188,10,175,view,2023-03-07 09:05:36,SES00104425,SES00104425
189,10,87,cart,2023-03-07 09:24:07,SES00104425,SES00104425
190,10,196,cart,2023-03-07 09:34:52,SES00104425,SES00104425
191,10,158,cart,2023-03-07 09:41:40,SES00104425,SES00104425
192,11,42,view,2023-08-09 21:36:35,SES00118758,SES00118758
193,11,108,view,2023-08-09 22:05:24,SES00118758,SES00118758
194,11,53,view,2023-08-09 22:16:54,SES00118758,SES00118758
195,11,91,view,2023-08-09 22:27:16,SES00118758,SES00118758
196,11,166,view,2023-08-09 22:52:47,SES00118758,SES00118758
197,11,76,view,2023-08-09 23:01:15,SES00118758,SES00118758
198,11,42,view,2023-08-09 23:24:18,SES00118758,SES00118758
199,11,87,view,2023-08-09 23:36:22,SES00118758,SES00118758
200,11,42,cart,2023-08-09 23:41:37,SES00118758,SES00118758
201,11,188,view,2024-05-06 09:56:28,SES00115083,SES00115083
202,11,89,view,2024-05-06 10:17:38,SES00115083,SES00115083
203,11,156,view,2024-05-06 10:30:13,SES00115083,SES00115083
204,11,145,view,2024-05-06 10:53:13,SES00115083,SES00115083
205,11,77,view,2024-05-06 11:19:43,SES00115083,SES00115083
206,11,125,view,2024-05-06 11:37:16,SES00115083,SES00115083
207,11,151,view,2024-05-06 12:03:58,SES00115083,SES00115083
208,11,188,cart,2024-05-06 12:26:34,SES00115083,SES00115083
209,11,89,cart,2024-05-06 12:28:58,SES00115083,SES00115083
210,11,151,cart,2024-05-06 12:37:49,SES00115083,SES00115083
211,11,74,view,2024-11-07 23:40:35,SES00118498,SES00118498
212,11,51,view,2024-11-07 23:48:25,SES00118498,SES00118498
213,11,143,view,2024-11-08 00:06:00,SES00118498,SES00118498
214,11,91,view,2024-11-08 00:18:45,SES00118498,SES00118498
215,11,75,view,2024-11-08 00:22:19,SES00118498,SES00118498
216,11,162,view,2024-11-08 00:44:24,SES00118498,SES00118498
217,11,143,cart,2024-11-08 00:49:20,SES00118498,SES00118498
218,11,183,view,2023-03-22 16:05:06,SES00117803,SES00117803
219,11,116,view,2023-03-22 16:19:33,SES00117803,SES00117803
220,11,45,view,2023-03-22 16:25:02,SES00117803,SES00117803
221,11,106,view,2023-03-22 16:50:02,SES00117803,SES00117803
222,11,9,view,2023-03-22 16:50:46,SES00117803,SES00117803
223,11,7,view,2023-03-22 16:54:10,SES00117803,SES00117803
224,11,171,view,2023-03-22 17:10:32,SES00117803,SES00117803
225,11,108,view,2023-03-22 17:23:35,SES00117803,SES00117803
226,11,87,view,2023-03-22 17:38:21,SES00117803,SES00117803
227,11,45,cart,2023-03-22 17:55:15,SES00117803,SES00117803
228,11,7,cart,2023-03-22 17:59:16,SES00117803,SES00117803
229,12,87,view,2024-03-27 04:47:37,SES00127502,SES00127502
230,12,152,view,2024-03-27 04:53:50,SES00127502,SES00127502
231,12,77,view,2024-03-27 04:57:38,SES00127502,SES00127502
232,12,91,view,2024-03-27 05:02:19,SES00127502,SES00127502
233,12,186,view,2024-03-27 05:30:16,SES00127502,SES00127502
234,12,77,cart,2024-03-27 05:56:10,SES00127502,SES00127502
235,12,156,view,2023-12-06 20:26:44,SES00122309,SES00122309
236,12,126,view,2023-12-06 20:33:49,SES00122309,SES00122309
237,12,21,view,2023-12-06 20:37:40,SES00122309,SES00122309
238,12,91,view,2023-12-06 20:41:21,SES00122309,SES00122309
239,12,197,view,2023-12-06 20:53:25,SES00122309,SES00122309
240,12,8,view,2023-12-06 20:59:00,SES00122309,SES00122309
241,12,149,view,2023-12-06 21:22:42,SES00122309,SES00122309
242,12,124,view,2023-12-06 21:40:05,SES00122309,SES00122309
243,12,51,view,2023-12-06 21:44:02,SES00122309,SES00122309
244,12,156,cart,2023-12-06 22:07:27,SES00122309,SES00122309
245,12,91,cart,2023-12-06 22:24:01,SES00122309,SES00122309
246,12,8,cart,2023-12-06 22:31:54,SES00122309,SES00122309
247,12,149,cart,2023-12-06 22:40:53,SES00122309,SES00122309
248,12,51,cart,2023-12-06 22:55:25,SES00122309,SES00122309
249,12,21,view,2023-07-10 01:52:36,SES00125483,SES00125483
250,12,18,view,2023-07-10 02:19:54,SES00125483,SES00125483
251,12,19,view,2023-07-10 02:23:11,SES00125483,SES00125483
252,12,96,view,2023-07-10 02:35:34,SES00125483,SES00125483
253,12,132,view,2023-07-10 03:04:50,SES00125483,SES00125483
254,12,12,view,2023-07-10 03:22:26,SES00125483,SES00125483
255,12,199,view,2023-07-10 03:43:55,SES00125483,SES00125483
256,12,21,cart,2023-07-10 04:04:01,SES00125483,SES00125483
257,12,18,cart,2023-07-10 04:13:50,SES00125483,SES00125483
258,12,199,cart,2023-07-10 04:28:53,SES00125483,SES00125483
259,12,57,view,2024-12-18 01:47:04,SES00127832,SES00127832
260,12,35,view,2024-12-18 02:10:17,SES00127832,SES00127832
261,12,193,view,2024-12-18 02:18:28,SES00127832,SES00127832
262,12,193,cart,2024-12-18 02:45:23,SES00127832,SES00127832
263,13,112,view,2023-04-14 01:44:30,SES00134432,SES00134432
264,13,190,view,2023-04-14 02:01:04,SES00134432,SES00134432
265,13,131,view,2023-04-14 02:03:24,SES00134432,SES00134432
266,13,49,view,2023-04-14 02:13:31,SES00134432,SES00134432
267,13,49,cart,2023-04-14 02:28:15,SES00134432,SES00134432
268,14,39,view,2023-12-05 09:57:29,SES00146069,SES00146069
269,14,189,view,2023-12-05 10:17:20,SES00146069,SES00146069
270,14,124,view,2023-12-05 10:26:27,SES00146069,SES00146069
271,15,176,view,2023-12-25 19:13:27,SES00153239,SES00153239
272,15,84,view,2023-12-25 19:22:55,SES00153239,SES00153239
273,15,87,view,2023-12-25 19:52:03,SES00153239,SES00153239
274,15,178,view,2023-12-25 20:11:59,SES00153239,SES00153239
275,15,45,view,2023-12-25 20:23:43,SES00153239,SES00153239
276,15,19,view,2023-12-25 20:47:20,SES00153239,SES00153239
277,15,124,view,2023-12-25 21:17:17,SES00153239,SES00153239
278,15,194,view,2023-12-25 21:22:52,SES00153239,SES00153239
279,15,12,view,2023-12-25 21:42:20,SES00153239,SES00153239
280,15,140,view,2023-12-25 21:46:25,SES00153239,SES00153239
281,15,176,cart,2023-12-25 21:55:22,SES00153239,SES00153239
282,15,87,cart,2023-12-25 22:05:30,SES00153239,SES00153239
283,15,12,cart,2023-12-25 22:20:16,SES00153239,SES00153239
284,15,140,cart,2023-12-25 22:26:44,SES00153239,SES00153239
285,15,34,view,2024-11-24 09:57:04,SES00153875,SES00153875
286,15,83,view,2024-11-24 10:21:26,SES00153875,SES00153875
287,15,112,view,2024-11-24 10:49:30,SES00153875,SES00153875
288,15,112,cart,2024-11-24 11:03:49,SES00153875,SES00153875
289,15,10,view,2024-06-17 18:38:14,SES00156880,SES00156880
290,15,25,view,2024-06-17 18:59:26,SES00156880,SES00156880
291,15,198,view,2024-06-17 19:10:03,SES00156880,SES00156880
292,15,198,cart,2024-06-17 19:23:55,SES00156880,SES00156880
293,16,38,view,2023-11-15 20:46:05,SES00163386,SES00163386
294,16,91,view,2023-11-15 21:11:56,SES00163386,SES00163386
295,16,164,view,2023-11-15 21:31:45,SES00163386,SES00163386
296,16,82,view,2023-11-15 21:40:25,SES00163386,SES00163386
297,16,83,view,2023-11-15 22:05:41,SES00163386,SES00163386
298,16,61,view,2023-11-15 22:06:26,SES00163386,SES00163386
299,16,180,view,2023-11-15 22:31:06,SES00163386,SES00163386
300,16,109,view,2023-11-15 22:46:40,SES00163386,SES00163386
301,16,144,view,2023-11-15 23:15:22,SES00163386,SES00163386
302,16,21,view,2023-11-15 23:28:21,SES00163386,SES00163386
303,16,38,cart,2023-11-15 23:34:14,SES00163386,SES00163386
304,16,61,cart,2023-11-15 23:46:32,SES00163386,SES00163386
305,16,114,view,2023-07-01 15:26:10,SES00162643,SES00162643
306,16,28,view,2023-07-01 15:43:00,SES00162643,SES00162643
307,16,79,view,2023-07-01 15:48:55,SES00162643,SES00162643
308,16,168,view,2023-07-01 16:05:52,SES00162643,SES00162643
309,16,39,view,2023-07-01 16:14:49,SES00162643,SES00162643
310,16,53,view,2023-07-01 16:31:10,SES00162643,SES00162643
311,16,53,cart,2023-07-01 16:45:37,SES00162643,SES00162643
312,16,86,view,2024-10-15 19:51:07,SES00161639,SES00161639
313,16,167,view,2024-10-15 20:16:47,SES00161639,SES00161639
314,16,152,view,2024-10-15 20:40:09,SES00161639,SES00161639
315,16,189,view,2024-10-15 20:46:28,SES00161639,SES00161639
316,16,77,view,2024-10-15 21:15:30,SES00161639,SES00161639
317,16,10,view,2024-10-15 21:43:50,SES00161639,SES00161639
318,16,86,cart,2024-10-15 22:11:43,SES00161639,SES00161639
319,16,77,cart,2024-10-15 22:17:21,SES00161639,SES00161639
320,17,33,view,2023-08-20 14:33:15,SES00179017,SES00179017
321,17,121,view,2023-08-20 14:34:32,SES00179017,SES00179017
322,17,177,view,2023-08-20 14:43:58,SES00179017,SES00179017
323,17,189,view,2024-02-28 04:50:48,SES00175936,SES00175936
324,17,63,view,2024-02-28 05:04:45,SES00175936,SES00175936
325,17,108,view,2024-02-28 05:26:53,SES00175936,SES00175936
326,17,91,view,2024-02-28 05:45:58,SES00175936,SES00175936
327,17,189,cart,2024-02-28 06:02:46,SES00175936,SES00175936
328,17,146,view,2024-03-16 17:41:45,SES00177316,SES00177316
329,17,53,view,2024-03-16 18:05:04,SES00177316,SES00177316
330,17,125,view,2024-03-16 18:25:18,SES00177316,SES00177316
331,18,74,view,2023-12-27 23:25:38,SES00185105,SES00185105
332,18,76,view,2023-12-27 23:36:21,SES00185105,SES00185105
333,18,74,view,2023-12-27 23:51:27,SES00185105,SES00185105
334,18,74,cart,2023-12-28 00:02:59,SES00185105,SES00185105
335,18,150,view,2023-08-27 13:38:27,SES00184056,SES00184056
336,18,81,view,2023-08-27 13:56:55,SES00184056,SES00184056
337,18,37,view,2023-08-27 14:13:29,SES00184056,SES00184056
338,18,150,cart,2023-08-27 14:14:31,SES00184056,SES00184056
339,18,81,cart,2023-08-27 14:23:07,SES00184056,SES00184056
340,18,92,view,2023-05-03 12:20:09,SES00185478,SES00185478
341,18,189,view,2023-05-03 12:26:28,SES00185478,SES00185478
342,18,93,view,2023-05-03 12:48:19,SES00185478,SES00185478
343,18,125,view,2023-05-03 13:07:01,SES00185478,SES00185478
344,18,70,view,2023-05-03 13:12:21,SES00185478,SES00185478
345,18,184,view,2023-05-03 13:30:58,SES00185478,SES00185478
346,18,18,view,2023-05-03 13:43:16,SES00185478,SES00185478
347,18,81,view,2023-05-03 13:51:47,SES00185478,SES00185478
348,18,139,view,2023-05-03 14:05:54,SES00185478,SES00185478
349,18,116,view,2023-05-03 14:31:07,SES00185478,SES00185478
350,18,92,cart,2023-05-03 14:56:59,SES00185478,SES00185478
351,18,184,cart,2023-05-03 15:10:56,SES00185478,SES00185478
352,18,18,cart,2023-05-03 15:16:18,SES00185478,SES00185478
353,18,81,cart,2023-05-03 15:24:48,SES00185478,SES00185478
354,18,139,cart,2023-05-03 15:27:36,SES00185478,SES00185478
355,18,74,view,2024-04-20 03:20:34,SES00186423,SES00186423
356,18,66,view,2024-04-20 03:25:56,SES00186423,SES00186423
357,18,193,view,2024-04-20 03:31:22,SES00186423,SES00186423
358,18,189,view,2024-04-20 03:45:15,SES00186423,SES00186423
359,18,87,view,2024-04-20 03:52:53,SES00186423,SES00186423
360,18,175,view,2024-04-20 04:15:55,SES00186423,SES00186423
361,18,126,view,2024-04-20 04:23:02,SES00186423,SES00186423
362,18,87,view,2024-04-20 04:27:53,SES00186423,SES00186423
363,18,66,cart,2024-04-20 04:51:51,SES00186423,SES00186423
364,18,193,cart,2024-04-20 04:59:11,SES00186423,SES00186423
365,18,189,cart,2024-04-20 05:00:35,SES00186423,SES00186423
366,18,87,cart,2024-04-20 05:01:32,SES00186423,SES00186423
367,18,87,cart,2024-04-20 05:16:33,SES00186423,SES00186423
368,19,193,view,2023-12-15 05:06:31,SES00194011,SES00194011
369,19,132,view,2023-12-15 05:12:18,SES00194011,SES00194011
370,19,175,view,2023-12-15 05:16:25,SES00194011,SES00194011
371,19,8,view,2023-12-15 05:37:08,SES00194011,SES00194011
372,19,21,view,2023-12-15 05:55:06,SES00194011,SES00194011
373,19,106,view,2023-12-15 06:22:09,SES00194011,SES00194011
374,19,189,view,2023-12-15 06:34:00,SES00194011,SES00194011
375,19,4,view,2023-11-17 01:19:34,SES00192984,SES00192984
376,19,37,view,2023-11-17 01:38:21,SES00192984,SES00192984
377,19,93,view,2023-11-17 01:53:21,SES00192984,SES00192984
378,19,145,view,2023-11-17 02:08:16,SES00192984,SES00192984
379,19,15,view,2023-11-17 02:26:37,SES00192984,SES00192984
380,19,127,view,2023-11-17 02:27:17,SES00192984,SES00192984
381,19,141,view,2023-11-17 02:46:53,SES00192984,SES00192984
382,19,50,view,2023-11-17 02:52:53,SES00192984,SES00192984
383,19,37,cart,2023-11-17 03:10:35,SES00192984,SES00192984
384,19,93,cart,2023-11-17 03:20:08,SES00192984,SES00192984
385,19,141,cart,2023-11-17 03:27:08,SES00192984,SES00192984
386,19,7,purchase,2023-11-17 02:35:55,SES00192984,SES00192984
387,19,158,view,2023-08-08 00:18:50,SES00198364,SES00198364
388,19,196,view,2023-08-08 00:35:08,SES00198364,SES00198364
389,19,34,view,2023-08-08 00:37:57,SES00198364,SES00198364
390,19,54,view,2023-08-08 00:48:18,SES00198364,SES00198364
391,19,193,view,2023-08-08 00:57:25,SES00198364,SES00198364
392,19,141,view,2023-08-08 01:19:36,SES00198364,SES00198364
393,19,107,view,2023-08-08 01:44:50,SES00198364,SES00198364
394,19,186,view,2023-08-08 01:58:29,SES00198364,SES00198364
395,19,158,cart,2023-08-08 02:22:05,SES00198364,SES00198364
396,19,196,cart,2023-08-08 02:39:38,SES00198364,SES00198364
397,19,54,cart,2023-08-08 02:47:41,SES00198364,SES00198364
398,19,18,view,2024-04-06 21:30:41,SES00198012,SES00198012
399,19,8,view,2024-04-06 21:54:43,SES00198012,SES00198012
400,19,127,view,2024-04-06 22:13:41,SES00198012,SES00198012
401,19,124,view,2024-04-06 22:18:52,SES00198012,SES00198012
402,19,173,view,2024-04-06 22:26:42,SES00198012,SES00198012
403,19,141,view,2024-04-06 22:47:09,SES00198012,SES00198012
404,19,110,view,2024-04-06 22:59:14,SES00198012,SES00198012
405,19,17,view,2024-04-06 23:18:15,SES00198012,SES00198012
406,19,144,view,2024-04-06 23:38:50,SES00198012,SES00198012
407,19,124,cart,2024-04-06 23:52:25,SES00198012,SES00198012
408,19,173,cart,2024-04-06 23:55:43,SES00198012,SES00198012
409,19,141,cart,2024-04-07 00:11:26,SES00198012,SES00198012
410,19,17,cart,2024-04-07 00:18:38,SES00198012,SES00198012
411,20,134,view,2023-05-16 02:05:18,SES00209398,SES00209398
412,20,45,view,2023-05-16 02:30:18,SES00209398,SES00209398
413,20,13,view,2023-05-16 02:53:37,SES00209398,SES00209398
414,20,190,view,2023-05-16 03:01:27,SES00209398,SES00209398
415,20,57,view,2023-05-16 03:24:10,SES00209398,SES00209398
416,20,190,cart,2023-05-16 03:41:22,SES00209398,SES00209398
417,20,57,cart,2023-05-16 03:49:34,SES00209398,SES00209398
418,20,24,view,2024-11-20 06:08:30,SES00209228,SES00209228
419,20,143,view,2024-11-20 06:19:07,SES00209228,SES00209228
