product_id,name,category,brand,price,rating,description,image_count,created_at,subcategory,image_url,review_count,display_name,has_image
41,حذاء جري احترافي,الرياضه واللياقه,هيد,708.68,4.8,حسن اداءك مع حذاء جري احترافي المدعوم باحدث تقنيات اللياقه البدنيه.,7,2023-05-02 06:28:56,unknown_subcategory,,0,حذاء جري احترافي,False
42,لباس رياضي ضاغط,الرياضه واللياقه,ريبوك,162.27,3.1,لباس رياضي ضاغط مصنوع من مواد خفيفه وعاليه التحمل يناسب جميع الانشطه.,7,2023-02-28 19:14:43,unknown_subcategory,,0,لباس رياضي ضاغط,False
43,دراجه هواييه جبليه,الرياضه واللياقه,نايكي,1574.27,3.1,دراجه هواييه جبليه مصنوع من مواد خفيفه وعاليه التحمل يناسب جميع الانشطه.,5,2023-01-08 07:15:44,unknown_subcategory,,0,دراجه هواييه جبليه,False
44,جهاز مشي كهربايي,الرياضه واللياقه,نيو بالانس,1768.56,4.7,جهاز مشي كهربايي مصمم للرياضيين المحترفين والهواه لاداء افضل وتحمل اطول.,6,2023-04-26 08:36:45,unknown_subcategory,,0,جهاز مشي كهربايي,False
45,كره قدم رسميه فيفا,الرياضه واللياقه,هيد,207.67,4.9,حسن اداءك مع كره قدم رسميه فيفا المدعوم باحدث تقنيات اللياقه البدنيه.,2,2023-03-29 07:54:39,unknown_subcategory,,0,كره قدم رسميه فيفا,False
46,حصيره يوغا مضاده للانزلاق,الرياضه واللياقه,اندر ارمور,121.09,4.0,حصيره يوغا مضاده للانزلاق مصمم للرياضيين المحترفين والهواه لاداء افضل وتحمل اطول.,2,2023-03-29 11:35:23,unknown_subcategory,,0,حصيره يوغا مضاده للانزلاق,False
47,اوزان حديد طقم 20 كيلو,الرياضه واللياقه,ريبوك,691.19,3.2,حسن اداءك مع اوزان حديد طقم 20 كيلو المدعوم باحدث تقنيات اللياقه البدنيه.,3,2023-01-08 14:24:55,unknown_subcategory,,0,اوزان حديد طقم 20 كيلو,False
48,حقيبه رياضيه جيم,الرياضه واللياقه,هيد,377.48,4.0,حسن اداءك مع حقيبه رياضيه جيم المدعوم باحدث تقنيات اللياقه البدنيه.,3,2023-03-12 15:53:14,unknown_subcategory,,0,حقيبه رياضيه جيم,False
49,جهاز قياس ضغط الدم,الرياضه واللياقه,نيو بالانس,247.85,4.5,حسن اداءك مع جهاز قياس ضغط الدم المدعوم باحدث تقنيات اللياقه البدنيه.,6,2023-01-11 04:02:27,unknown_subcategory,,0,جهاز قياس ضغط الدم,False
50,عداد خطوات ذكي,الرياضه واللياقه,ريبوك,103.84,3.2,حسن اداءك مع عداد خطوات ذكي المدعوم باحدث تقنيات اللياقه البدنيه.,5,2023-02-25 04:13:15,unknown_subcategory,,0,عداد خطوات ذكي,False
51,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,دار قرطبه,66.67,4.2,كتاب تعلم البرمجه بالعربيه مرجع شامل ومنقح مناسب للطلاب والباحثين.,4,2023-03-02 05:47:04,unknown_subcategory,,0,كتاب تعلم البرمجه بالعربيه,False
52,موسوعه التاريخ الاسلامي,الكتب والتعليم,نشر المعرفه,108.37,4.4,موسوعه التاريخ الاسلامي مرجع شامل ومنقح مناسب للطلاب والباحثين.,4,2023-04-19 12:45:56,unknown_subcategory,,0,موسوعه التاريخ الاسلامي,False
53,كتاب رياده الاعمال والنجاح,الكتب والتعليم,بنغوين,95.99,4.3,استثمر في كتاب رياده الاعمال والنجاح وطور مهاراتك ومعلوماتك باللغه العربيه.,7,2023-06-27 04:18:56,unknown_subcategory,,0,كتاب رياده الاعمال والنجاح,False
54,قاموس عربي انجليزي شامل,الكتب والتعليم,نشر المعرفه,131.19,3.0,قاموس عربي انجليزي شامل يقدم محتوي ثريا باسلوب سهل ومبسط للقاري العربي.,3,2023-02-11 14:12:36,unknown_subcategory,,0,قاموس عربي انجليزي شامل,False
55,روايه عربيه بيست سيلر,الكتب والتعليم,اكاديميا,41.52,5.0,روايه عربيه بيست سيلر مرجع شامل ومنقح مناسب للطلاب والباحثين.,2,2023-02-27 10:29:27,unknown_subcategory,,0,روايه عربيه بيست سيلر,False
56,دوره برمجه اكاديميه USB,الكتب والتعليم,مكتبه جرير,327.69,4.1,استثمر في دوره برمجه اكاديميه USB وطور مهاراتك ومعلوماتك باللغه العربيه.,6,2023-01-08 07:54:57,unknown_subcategory,,0,دوره برمجه اكاديميه USB,False
57,مجموعه كتب الطفل التعليميه,الكتب والتعليم,دار قرطبه,215.42,3.3,مجموعه كتب الطفل التعليميه مرجع شامل ومنقح مناسب للطلاب والباحثين.,8,2023-05-15 12:53:40,unknown_subcategory,,0,مجموعه كتب الطفل التعليميه,False
58,كتاب الطبخ العربي التقليدي,الكتب والتعليم,دار قرطبه,143.75,3.1,كتاب الطبخ العربي التقليدي يقدم محتوي ثريا باسلوب سهل ومبسط للقاري العربي.,7,2023-05-20 17:30:44,unknown_subcategory,,0,كتاب الطبخ العربي التقليدي,False
59,كتاب تطوير الذات والتحفيز,الكتب والتعليم,اكاديميا,88.07,4.5,كتاب تطوير الذات والتحفيز يقدم محتوي ثريا باسلوب سهل ومبسط للقاري العربي.,3,2023-04-14 16:40:20,unknown_subcategory,,0,كتاب تطوير الذات والتحفيز,False
60,اطلس العالم المصور,الكتب والتعليم,اكاديميا,325.99,3.4,استثمر في اطلس العالم المصور وطور مهاراتك ومعلوماتك باللغه العربيه.,6,2023-03-27 13:19:57,unknown_subcategory,,0,اطلس العالم المصور,False
61,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,هايسنس,1462.89,4.5,احصل علي فرن كهربايي 60 لتر - اصدار خاص الان واستمتع بجوده لا مثيل لها في منزلك.,2,2023-06-19 12:29:01,unknown_subcategory,,0,فرن كهربايي 60 لتر - اصدار خاص,False
62,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,بنغوين,122.09,2.8,استثمر في كتاب الطبخ العربي التقليدي - اصدار خاص وطور مهاراتك ومعلوماتك باللغه العربيه.,1,2023-02-25 08:29:23,unknown_subcategory,,0,كتاب الطبخ العربي التقليدي - اصدار خاص,False
63,حذاء رياضي مريح - اصدار خاص,الازياء والملابس,بوما,557.39,2.9,حذاء رياضي مريح - اصدار خاص يجمع بين الراحه والاناقه ليناسب مختلف المناسبات.,1,2023-06-26 19:15:38,unknown_subcategory,,0,حذاء رياضي مريح - اصدار خاص,False
64,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,لوريال,578.73,3.5,عطر رجالي عودي - اصدار خاص يغذي البشره ويرطبها طوال اليوم بعطر منعش.,2,2023-03-16 23:39:52,unknown_subcategory,,0,عطر رجالي عودي - اصدار خاص,False
65,مكنسه كهرباييه لاسلكيه - اصدار خاص,المنزل والمطبخ,فيليبس,586.82,2.7,احصل علي مكنسه كهرباييه لاسلكيه - اصدار خاص الان واستمتع بجوده لا مثيل لها في منزلك.,6,2023-03-07 02:33:58,unknown_subcategory,,0,مكنسه كهرباييه لاسلكيه - اصدار خاص,False
66,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,ليفايز,234.31,3.7,قميص قطني كلاسيكي - اصدار خاص مصنوع من اجود الخامات لاطلاله عصريه واناقه لافته.,6,2023-04-02 02:12:41,unknown_subcategory,,0,قميص قطني كلاسيكي - اصدار خاص,False
67,لابتوب الترا سليم - اصدار خاص,الالكترونيات,سامسونج,3651.66,4.6,لابتوب الترا سليم - اصدار خاص بمعالج سريع وذاكره واسعه لتجربه استخدام سلسه ومريحه.,6,2023-04-29 05:35:12,unknown_subcategory,,0,لابتوب الترا سليم - اصدار خاص,False
68,تابلت 10 انش - اصدار خاص,الالكترونيات,شاومي,1081.84,2.6,يتميز تابلت 10 انش - اصدار خاص بتصميم انيق وبطاريه تدوم طويلا مع شاشه عاليه الدقه.,6,2023-06-04 03:50:16,unknown_subcategory,,0,تابلت 10 انش - اصدار خاص,False
69,لابتوب الترا سليم - اصدار خاص,الالكترونيات,اوبو,5185.33,2.5,لابتوب الترا سليم - اصدار خاص بمعالج سريع وذاكره واسعه لتجربه استخدام سلسه ومريحه.,5,2023-02-16 23:30:48,unknown_subcategory,,0,لابتوب الترا سليم - اصدار خاص,False
70,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,فيليبس,1076.29,3.1,فرن كهربايي 60 لتر - اصدار خاص مناسب للاستخدام المنزلي اليومي بضمان سنتين.,2,2023-05-10 00:11:40,unknown_subcategory,,0,فرن كهربايي 60 لتر - اصدار خاص,False
71,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,اديداس,241.15,3.9,حسن اداءك مع حصيره يوغا مضاده للانزلاق - اصدار خاص المدعوم باحدث تقنيات اللياقه البدنيه.,5,2023-01-04 22:45:53,unknown_subcategory,,0,حصيره يوغا مضاده للانزلاق - اصدار خاص,False
72,كريم مرطب SPF 50 - اصدار خاص,الجمال والعنايه,دوف,295.83,3.1,كريم مرطب SPF 50 - اصدار خاص مكون من مكونات طبيعيه خاليه من المواد الضاره لبشره اكثر اشراقا.,3,2023-06-03 02:46:10,unknown_subcategory,,0,كريم مرطب SPF 50 - اصدار خاص,False
73,فستان سهره انيق - اصدار خاص,الازياء والملابس,نايكي,249.37,3.4,فستان سهره انيق - اصدار خاص يجمع بين الراحه والاناقه ليناسب مختلف المناسبات.,6,2023-02-03 23:58:28,unknown_subcategory,,0,فستان سهره انيق - اصدار خاص,False
74,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,اكاديميا,132.13,4.5,كتاب الطبخ العربي التقليدي - اصدار خاص مرجع شامل ومنقح مناسب للطلاب والباحثين.,6,2023-05-31 17:18:33,unknown_subcategory,,0,كتاب الطبخ العربي التقليدي - اصدار خاص,False
75,تابلت 10 انش - اصدار خاص,الالكترونيات,شاومي,670.09,3.0,جهاز تابلت 10 انش - اصدار خاص بتقنيه متطوره واداء عال يناسب الاستخدام اليومي والمهني.,3,2023-03-02 05:03:30,unknown_subcategory,,0,تابلت 10 انش - اصدار خاص,False
76,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,نيو بالانس,110.25,4.1,حقيبه رياضيه جيم - اصدار خاص مصنوع من مواد خفيفه وعاليه التحمل يناسب جميع الانشطه.,3,2023-06-17 09:51:24,unknown_subcategory,,0,حقيبه رياضيه جيم - اصدار خاص,False
77,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,الوراق,193.57,3.4,دوره برمجه اكاديميه USB - اصدار خاص يقدم محتوي ثريا باسلوب سهل ومبسط للقاري العربي.,6,2023-03-27 09:19:16,unknown_subcategory,,0,دوره برمجه اكاديميه USB - اصدار خاص,False
78,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,نارس,637.27,3.7,استخدم عطر رجالي عودي - اصدار خاص يوميا للحصول علي نتايج ملموسه خلال اسبوعين.,3,2023-06-05 13:37:14,unknown_subcategory,,0,عطر رجالي عودي - اصدار خاص,False
79,سيروم فيتامين سي - اصدار خاص,الجمال والعنايه,دوف,421.1,4.6,استخدم سيروم فيتامين سي - اصدار خاص يوميا للحصول علي نتايج ملموسه خلال اسبوعين.,3,2023-03-04 08:57:13,unknown_subcategory,,0,سيروم فيتامين سي - اصدار خاص,False
80,ماكينه قهوه اسبريسو - اصدار خاص,المنزل والمطبخ,اريتي,996.58,4.3,ماكينه قهوه اسبريسو - اصدار خاص يوفر اداء استثناييا مع توفير للطاقه وسهوله في التشغيل.,6,2023-03-28 04:45:46,unknown_subcategory,,0,ماكينه قهوه اسبريسو - اصدار خاص,False
81,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,لينوفو,1613.84,5.0,جهاز شاشه 4K 27 انش - اصدار خاص بتقنيه متطوره واداء عال يناسب الاستخدام اليومي والمهني.,1,2023-05-11 07:56:37,unknown_subcategory,,0,شاشه 4K 27 انش - اصدار خاص,False
82,مجموعه سكاكين مطبخ - اصدار خاص,المنزل والمطبخ,ديلونجي,482.06,2.9,احصل علي مجموعه سكاكين مطبخ - اصدار خاص الان واستمتع بجوده لا مثيل لها في منزلك.,6,2023-06-01 17:10:39,unknown_subcategory,,0,مجموعه سكاكين مطبخ - اصدار خاص,False
83,فستان سهره انيق - اصدار خاص,الازياء والملابس,ماكس فاشون,584.83,3.4,فستان سهره انيق - اصدار خاص يجمع بين الراحه والاناقه ليناسب مختلف المناسبات.,5,2023-01-07 06:55:35,unknown_subcategory,,0,فستان سهره انيق - اصدار خاص,False
84,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,بنغوين,98.36,4.4,استثمر في كتاب الطبخ العربي التقليدي - اصدار خاص وطور مهاراتك ومعلوماتك باللغه العربيه.,2,2023-04-13 19:27:42,unknown_subcategory,,0,كتاب الطبخ العربي التقليدي - اصدار خاص,False
85,ماكينه قهوه اسبريسو - اصدار خاص,المنزل والمطبخ,تيفال,1742.75,2.6,ماكينه قهوه اسبريسو - اصدار خاص يوفر اداء استثناييا مع توفير للطاقه وسهوله في التشغيل.,4,2023-04-11 12:52:04,unknown_subcategory,,0,ماكينه قهوه اسبريسو - اصدار خاص,False
86,لباس رياضي ضاغط - اصدار خاص,الرياضه واللياقه,نيو بالانس,336.99,4.3,لباس رياضي ضاغط - اصدار خاص مصمم للرياضيين المحترفين والهواه لاداء افضل وتحمل اطول.,5,2023-02-25 10:53:04,unknown_subcategory,,0,لباس رياضي ضاغط - اصدار خاص,False
87,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,نيفيا,281.44,2.7,طقم مكياج احترافي - اصدار خاص مكون من مكونات طبيعيه خاليه من المواد الضاره لبشره اكثر اشراقا.,6,2023-03-28 10:22:06,unknown_subcategory,,0,طقم مكياج احترافي - اصدار خاص,False
88,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,بنغوين,398.34,3.9,دوره برمجه اكاديميه USB - اصدار خاص يقدم محتوي ثريا باسلوب سهل ومبسط للقاري العربي.,3,2023-06-15 07:38:05,unknown_subcategory,,0,دوره برمجه اكاديميه USB - اصدار خاص,False
89,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,بنغوين,73.16,2.8,كتاب رياده الاعمال والنجاح - اصدار خاص مرجع شامل ومنقح مناسب للطلاب والباحثين.,2,2023-02-15 23:16:14,unknown_subcategory,,0,كتاب رياده الاعمال والنجاح - اصدار خاص,False
90,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,ال جي,2115.26,5.0,جهاز شاشه 4K 27 انش - اصدار خاص بتقنيه متطوره واداء عال يناسب الاستخدام اليومي والمهني.,5,2023-06-21 16:53:13,unknown_subcategory,,0,شاشه 4K 27 انش - اصدار خاص,False
91,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,توشيبا,978.27,4.4,احصل علي فرن كهربايي 60 لتر - اصدار خاص الان واستمتع بجوده لا مثيل لها في منزلك.,1,2023-01-25 08:03:54,unknown_subcategory,,0,فرن كهربايي 60 لتر - اصدار خاص,False
92,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,اكاديميا,182.48,3.8,موسوعه التاريخ الاسلامي - اصدار خاص مرجع شامل ومنقح مناسب للطلاب والباحثين.,5,2023-05-05 05:39:20,unknown_subcategory,,0,موسوعه التاريخ الاسلامي - اصدار خاص,False
93,شال كشمير ناعم - اصدار خاص,الازياء والملابس,زارا,304.48,3.8,شال كشمير ناعم - اصدار خاص يجمع بين الراحه والاناقه ليناسب مختلف المناسبات.,2,2023-02-01 10:49:14,unknown_subcategory,,0,شال كشمير ناعم - اصدار خاص,False
94,قاموس عربي انجليزي شامل - اصدار خاص,الكتب والتعليم,بنغوين,192.65,3.8,قاموس عربي انجليزي شامل - اصدار خاص يقدم محتوي ثريا باسلوب سهل ومبسط للقاري العربي.,1,2023-02-18 15:54:19,unknown_subcategory,,0,قاموس عربي انجليزي شامل - اصدار خاص,False
95,كره قدم رسميه فيفا - اصدار خاص,الرياضه واللياقه,بوما,217.5,4.0,كره قدم رسميه فيفا - اصدار خاص مصمم للرياضيين المحترفين والهواه لاداء افضل وتحمل اطول.,5,2023-05-05 11:13:04,unknown_subcategory,,0,كره قدم رسميه فيفا - اصدار خاص,False
96,دراجه هواييه جبليه - اصدار خاص,الرياضه واللياقه,بوما,2249.21,4.3,حسن اداءك مع دراجه هواييه جبليه - اصدار خاص المدعوم باحدث تقنيات اللياقه البدنيه.,3,2023-06-13 14:28:27,unknown_subcategory,,0,دراجه هواييه جبليه - اصدار خاص,False
97,هاتف ذكي برو ماكس - اصدار خاص,الالكترونيات,ابل,1968.21,4.1,هاتف ذكي برو ماكس - اصدار خاص بمعالج سريع وذاكره واسعه لتجربه استخدام سلسه ومريحه.,3,2023-05-07 10:29:08,unknown_subcategory,,0,هاتف ذكي برو ماكس - اصدار خاص,False
98,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,نايكي,449.02,4.1,اوزان حديد طقم 20 كيلو - اصدار خاص مصنوع من مواد خفيفه وعاليه التحمل يناسب جميع الانشطه.,6,2023-02-28 15:51:38,unknown_subcategory,,0,اوزان حديد طقم 20 كيلو - اصدار خاص,False
99,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,الوراق,185.24,4.2,مجموعه كتب الطفل التعليميه - اصدار خاص مرجع شامل ومنقح مناسب للطلاب والباحثين.,4,2023-03-22 16:56:15,unknown_subcategory,,0,مجموعه كتب الطفل التعليميه - اصدار خاص,False
