order_item_id,user_id,order_id,product_id,quantity,unit_price,price
121,391,42,12,1,378.07,0.0
122,391,42,25,1,958.76,0.0
123,391,42,26,1,547.5,0.0
124,391,42,28,1,207.71,0.0
125,391,42,29,1,137.26,0.0
126,308,43,25,1,958.76,0.0
127,308,43,26,1,547.5,0.0
128,308,43,29,1,137.26,0.0
129,449,44,32,1,182.43,0.0
130,449,44,39,1,51.31,0.0
131,449,44,37,1,113.29,0.0
132,449,44,31,1,118.65,0.0
133,127,45,53,1,95.99,0.0
134,16,46,193,1,256.05,0.0
135,167,47,161,1,280.14,0.0
136,167,47,85,1,1742.75,0.0
137,178,48,32,1,182.43,0.0
138,178,48,39,1,51.31,0.0
139,178,48,37,2,113.29,0.0
140,178,48,31,1,118.65,0.0
141,86,49,167,1,104.4,0.0
142,86,49,41,1,708.68,0.0
143,86,49,42,1,162.27,0.0
144,86,49,47,2,691.19,0.0
145,86,49,48,1,377.48,0.0
146,86,49,157,1,278.2,0.0
147,462,50,2,2,6856.93,0.0
148,462,50,6,1,2618.75,0.0
149,462,50,9,1,864.52,0.0
150,462,50,76,1,110.25,0.0
151,462,50,173,1,426.85,0.0
152,329,51,96,1,2249.21,0.0
153,393,52,2,1,6856.93,0.0
154,393,52,3,1,182.88,0.0
155,393,52,6,1,2618.75,0.0
156,393,52,9,1,864.52,0.0
157,393,52,76,1,110.25,0.0
158,122,53,1,1,5429.43,0.0
159,122,53,10,1,96.42,0.0
160,122,53,3,1,182.88,0.0
161,122,53,4,1,1045.02,0.0
162,110,54,74,1,132.13,0.0
163,110,54,111,1,453.66,0.0
164,15,55,33,1,404.5,0.0
165,15,55,34,1,269.1,0.0
166,15,55,35,1,790.82,0.0
167,15,55,169,1,452.68,0.0
168,15,55,63,1,557.39,0.0
169,355,56,2,1,6856.93,0.0
170,355,56,3,1,182.88,0.0
171,28,57,37,1,113.29,0.0
172,28,57,42,1,162.27,0.0
173,28,57,47,1,691.19,0.0
174,28,57,48,1,377.48,0.0
175,28,57,26,1,547.5,0.0
176,306,58,70,1,1076.29,0.0
177,306,58,2,1,6856.93,0.0
178,306,58,3,1,182.88,0.0
179,306,58,6,1,2618.75,0.0
180,443,59,32,1,182.43,0.0
181,443,59,37,2,113.29,0.0
182,443,59,39,1,51.31,0.0
183,443,59,155,1,298.62,0.0
184,443,59,31,2,118.65,0.0
185,271,60,63,1,557.39,0.0
186,111,61,41,1,708.68,0.0
187,111,61,42,1,162.27,0.0
188,111,61,76,1,110.25,0.0
189,111,61,47,1,691.19,0.0
190,111,61,48,1,377.48,0.0
191,111,61,63,1,557.39,0.0
192,208,62,98,1,449.02,0.0
193,208,62,101,1,241.26,0.0
194,208,62,42,1,162.27,0.0
195,208,62,46,1,121.09,0.0
196,208,62,48,1,377.48,0.0
197,136,63,12,1,378.07,0.0
198,136,63,125,1,208.91,0.0
199,147,64,152,1,92.66,0.0
200,147,64,139,1,351.69,0.0
201,427,65,87,1,281.44,0.0
202,452,66,200,1,284.58,0.0
203,452,66,25,1,958.76,0.0
204,452,66,28,1,207.71,0.0
205,452,66,29,1,137.26,0.0
206,181,67,9,1,864.52,0.0
207,181,67,2,2,6856.93,0.0
208,181,67,161,1,280.14,0.0
209,181,67,60,2,325.99,0.0
210,263,68,9,1,864.52,0.0
211,263,68,2,1,6856.93,0.0
212,263,68,3,1,182.88,0.0
213,263,68,6,1,2618.75,0.0
214,207,69,139,1,351.69,0.0
215,301,70,41,1,708.68,0.0
216,301,70,95,1,217.5,0.0
217,481,71,144,1,91.59,0.0
218,481,71,11,1,73.96,0.0
219,341,72,25,1,958.76,0.0
220,341,72,28,1,207.71,0.0
221,450,73,56,2,327.69,0.0
222,450,73,161,1,280.14,0.0
223,450,73,51,1,66.67,0.0
224,450,73,53,1,95.99,0.0
225,181,74,52,1,108.37,0.0
226,373,75,56,1,327.69,0.0
227,373,75,187,1,521.01,0.0
228,322,76,16,1,680.77,0.0
229,322,76,51,1,66.67,0.0
230,322,76,53,1,95.99,0.0
231,322,76,54,1,131.19,0.0
232,322,76,56,2,327.69,0.0
233,355,77,40,1,36.51,0.0
234,355,77,10,1,96.42,0.0
235,355,77,51,1,66.67,0.0
236,355,77,53,1,95.99,0.0
237,355,77,56,1,327.69,0.0
238,77,78,161,1,280.14,0.0
239,77,78,170,1,810.36,0.0
240,77,78,51,1,66.67,0.0
241,77,78,53,2,95.99,0.0
242,77,78,56,1,327.69,0.0
243,21,79,50,1,103.84,0.0
244,36,80,149,1,652.63,0.0
245,36,80,181,1,353.61,0.0
246,235,81,2,1,6856.93,0.0
247,235,81,3,1,182.88,0.0
248,235,81,6,1,2618.75,0.0
249,278,82,48,1,377.48,0.0
250,278,82,42,1,162.27,0.0
251,278,82,45,1,207.67,0.0
252,278,82,46,1,121.09,0.0
253,385,83,34,2,269.1,0.0
254,385,83,115,1,131.51,0.0
255,385,83,25,1,958.76,0.0
256,385,83,28,1,207.71,0.0
257,385,83,29,1,137.26,0.0
258,372,84,42,1,162.27,0.0
259,372,84,155,1,298.62,0.0
260,372,84,46,1,121.09,0.0
261,486,85,123,1,140.92,0.0
262,117,86,128,1,664.23,0.0
263,117,86,80,1,996.58,0.0
264,68,87,34,1,269.1,0.0
265,316,88,197,1,1440.46,0.0
266,20,89,148,1,658.67,0.0
267,202,90,133,1,165.39,0.0
268,202,90,182,1,190.33,0.0
269,494,91,1,1,5429.43,0.0
270,494,91,10,1,96.42,0.0
271,494,91,153,1,564.14,0.0
272,494,91,4,2,1045.02,0.0
273,463,92,1,1,5429.43,0.0
274,463,92,10,1,96.42,0.0
275,463,92,3,1,182.88,0.0
276,463,92,4,1,1045.02,0.0
277,153,93,33,1,404.5,0.0
278,153,93,34,1,269.1,0.0
279,153,93,35,1,790.82,0.0
280,153,93,133,1,165.39,0.0
281,153,93,38,1,325.54,0.0
282,153,93,62,1,122.09,0.0
283,322,94,42,1,162.27,0.0
284,322,94,46,1,121.09,0.0
285,322,94,50,1,103.84,0.0
286,322,94,19,1,195.42,0.0
287,322,94,155,1,298.62,0.0
288,151,95,9,1,864.52,0.0
289,151,95,2,1,6856.93,0.0
290,151,95,115,1,131.51,0.0
291,338,96,11,1,73.96,0.0
292,338,96,190,1,615.39,0.0
293,365,97,104,1,146.34,0.0
294,365,97,47,1,691.19,0.0
295,354,98,33,1,404.5,0.0
296,354,98,34,1,269.1,0.0
297,354,98,35,1,790.82,0.0
298,354,98,166,1,184.75,0.0
299,354,98,38,2,325.54,0.0
300,354,98,28,1,207.71,0.0
301,18,99,185,1,329.38,0.0
302,446,100,32,1,182.43,0.0
303,446,100,85,1,1742.75,0.0
304,446,100,37,1,113.29,0.0
305,446,100,39,1,51.31,0.0
306,494,101,33,1,404.5,0.0
307,494,101,34,1,269.1,0.0
308,494,101,35,1,790.82,0.0
309,494,101,166,2,184.75,0.0
310,494,101,38,1,325.54,0.0
311,14,102,51,1,66.67,0.0
312,14,102,53,1,95.99,0.0
313,14,102,38,1,325.54,0.0
314,55,103,1,1,5429.43,0.0
315,356,104,1,1,5429.43,0.0
316,356,104,10,2,96.42,0.0
317,356,104,4,1,1045.02,0.0
318,356,104,138,1,2075.88,0.0
319,450,105,33,1,404.5,0.0
320,450,105,34,1,269.1,0.0
321,450,105,35,1,790.82,0.0
322,450,105,38,1,325.54,0.0
323,489,106,32,1,182.43,0.0
324,489,106,37,1,113.29,0.0
325,489,106,39,1,51.31,0.0
326,489,106,184,1,617.48,0.0
327,489,106,31,1,118.65,0.0
328,200,107,48,2,377.48,0.0
329,200,107,41,1,708.68,0.0
330,200,107,47,1,691.19,0.0
331,441,108,56,2,327.69,0.0
332,441,108,51,2,66.67,0.0
333,441,108,53,1,95.99,0.0
334,441,108,54,1,131.19,0.0
335,205,109,200,1,284.58,0.0
336,205,109,46,1,121.09,0.0
337,205,109,31,1,118.65,0.0
338,49,110,197,1,1440.46,0.0
339,433,111,73,1,249.37,0.0
340,433,111,148,1,658.67,0.0
341,433,111,25,1,958.76,0.0
342,433,111,28,1,207.71,0.0
343,433,111,29,1,137.26,0.0
344,165,112,9,1,864.52,0.0
345,165,112,2,1,6856.93,0.0
346,286,113,1,1,5429.43,0.0
347,286,113,194,1,582.97,0.0
348,286,113,3,1,182.88,0.0
349,286,113,4,1,1045.02,0.0
350,286,113,10,2,96.42,0.0
351,286,113,159,1,132.33,0.0
352,208,114,2,1,6856.93,0.0
353,208,114,3,1,182.88,0.0
354,208,114,6,1,2618.75,0.0
355,208,114,9,1,864.52,0.0
356,208,114,76,1,110.25,0.0
357,79,115,66,1,234.31,0.0
358,79,115,188,1,2599.64,0.0
359,396,116,1,1,5429.43,0.0
360,396,116,194,1,582.97,0.0
361,396,116,3,1,182.88,0.0
362,396,116,4,1,1045.02,0.0
363,158,117,32,1,182.43,0.0
364,158,117,37,1,113.29,0.0
365,158,117,39,1,51.31,0.0
366,158,117,15,1,478.33,0.0
367,158,117,31,1,118.65,0.0
368,350,118,129,1,94.56,0.0
369,12,119,42,1,162.27,0.0
370,12,119,46,1,121.09,0.0
371,134,120,131,1,457.64,0.0
372,134,120,17,1,281.04,0.0
373,134,120,25,1,958.76,0.0
374,134,120,26,1,547.5,0.0
375,134,120,28,1,207.71,0.0
376,134,120,29,1,137.26,0.0
377,436,121,42,1,162.27,0.0
378,436,121,46,1,121.09,0.0
379,436,121,48,1,377.48,0.0
380,436,121,113,1,61.24,0.0
381,436,121,50,1,103.84,0.0
382,436,121,60,1,325.99,0.0
383,193,122,2,1,6856.93,0.0
384,193,122,3,1,182.88,0.0
385,70,123,100,1,418.81,0.0
386,78,124,48,2,377.48,0.0
387,78,124,41,1,708.68,0.0
388,78,124,42,1,162.27,0.0
389,78,124,47,1,691.19,0.0
390,111,125,180,1,279.71,0.0
391,111,125,70,1,1076.29,0.0
392,278,126,160,1,298.73,0.0
393,82,127,84,1,98.36,0.0
394,106,128,33,1,404.5,0.0
395,106,128,34,1,269.1,0.0
396,106,128,38,1,325.54,0.0
397,180,129,2,1,6856.93,0.0
398,28,130,164,1,297.97,0.0
399,28,130,37,1,113.29,0.0
400,28,130,41,1,708.68,0.0
401,28,130,42,1,162.27,0.0
402,28,130,47,1,691.19,0.0
403,300,131,32,2,182.43,0.0
404,300,131,37,1,113.29,0.0
405,300,131,77,1,193.57,0.0
406,300,131,85,1,1742.75,0.0
407,300,131,31,1,118.65,0.0
408,387,132,50,1,103.84,0.0
409,387,132,4,1,1045.02,0.0
410,361,133,25,1,958.76,0.0
411,361,133,26,1,547.5,0.0
412,361,133,28,1,207.71,0.0
413,361,133,29,1,137.26,0.0
414,173,134,32,1,182.43,0.0
415,173,134,37,1,113.29,0.0
416,173,134,39,1,51.31,0.0
417,173,134,135,1,248.61,0.0
418,173,134,183,1,171.04,0.0
419,173,134,31,1,118.65,0.0
420,348,135,140,1,61.32,0.0
421,405,136,56,1,327.69,0.0
422,405,136,35,2,790.82,0.0
423,474,137,112,1,2651.9,0.0
424,474,137,2,1,6856.93,0.0
425,47,138,33,2,404.5,0.0
426,47,138,34,1,269.1,0.0
427,47,138,46,1,121.09,0.0
428,86,139,30,1,583.67,0.0
429,239,140,87,1,281.44,0.0
430,344,141,1,1,5429.43,0.0
431,344,141,10,1,96.42,0.0
432,344,141,4,1,1045.02,0.0
433,481,142,136,2,1233.09,0.0
434,310,143,1,1,5429.43,0.0
435,310,143,3,2,182.88,0.0
436,310,143,4,1,1045.02,0.0
437,468,144,32,1,182.43,0.0
438,468,144,39,1,51.31,0.0
439,468,144,31,1,118.65,0.0
440,456,145,41,1,708.68,0.0
441,456,145,177,1,3544.65,0.0
442,456,145,25,1,958.76,0.0
443,456,145,26,1,547.5,0.0
444,456,145,28,1,207.71,0.0
445,456,145,29,1,137.26,0.0
446,267,146,33,1,404.5,0.0
447,267,146,34,2,269.1,0.0
448,267,146,35,1,790.82,0.0
449,267,146,38,1,325.54,0.0
450,19,147,82,1,482.06,0.0
451,66,148,37,1,113.29,0.0
452,66,148,41,1,708.68,0.0
453,66,148,47,2,691.19,0.0
454,66,148,48,1,377.48,0.0
455,66,148,93,2,304.48,0.0
456,253,149,197,1,1440.46,0.0
457,253,149,25,1,958.76,0.0
458,253,149,26,1,547.5,0.0
459,253,149,28,1,207.71,0.0
460,253,149,29,1,137.26,0.0
461,211,150,189,1,46.18,0.0
462,211,150,182,1,190.33,0.0
463,226,151,32,1,182.43,0.0
464,226,151,39,1,51.31,0.0
465,226,151,37,1,113.29,0.0
466,226,151,31,1,118.65,0.0
467,412,152,32,1,182.43,0.0
468,412,152,4,1,1045.02,0.0
469,412,152,37,1,113.29,0.0
470,412,152,39,1,51.31,0.0
471,412,152,31,1,118.65,0.0
472,371,153,1,1,5429.43,0.0
473,371,153,3,1,182.88,0.0
474,371,153,4,1,1045.02,0.0
475,371,153,10,1,96.42,0.0
476,371,153,78,1,637.27,0.0
477,371,153,143,1,602.95,0.0
478,131,154,198,1,440.15,0.0
479,389,155,32,1,182.43,0.0
480,389,155,64,1,578.73,0.0
481,389,155,37,1,113.29,0.0
482,389,155,39,1,51.31,0.0
483,389,155,31,1,118.65,0.0
484,309,156,1,1,5429.43,0.0
485,309,156,3,1,182.88,0.0
486,309,156,135,1,248.61,0.0
487,309,156,10,1,96.42,0.0
488,309,156,89,2,73.16,0.0
489,282,157,36,1,703.99,0.0
490,304,158,182,1,190.33,0.0
491,499,159,1,1,5429.43,0.0
492,499,159,10,1,96.42,0.0
493,499,159,3,1,182.88,0.0
494,499,159,174,1,886.97,0.0
495,45,160,25,1,958.76,0.0
496,45,160,26,1,547.5,0.0
497,45,160,29,1,137.26,0.0
498,356,161,32,1,182.43,0.0
499,356,161,37,1,113.29,0.0
500,499,162,48,1,377.48,0.0
501,499,162,42,1,162.27,0.0
502,499,162,50,1,103.84,0.0
503,499,162,46,1,121.09,0.0
504,296,163,161,1,280.14,0.0
505,296,163,151,1,71.91,0.0
506,286,164,33,1,404.5,0.0
507,168,165,25,1,958.76,0.0
508,168,165,28,1,207.71,0.0
509,168,165,29,1,137.26,0.0
510,49,166,160,1,298.73,0.0
511,49,166,174,1,886.97,0.0
512,283,167,32,1,182.43,0.0
513,283,167,37,1,113.29,0.0
514,283,167,39,2,51.31,0.0
515,283,167,89,1,73.16,0.0
516,283,167,31,1,118.65,0.0
517,207,168,10,1,96.42,0.0
518,243,169,2,1,6856.93,0.0
519,243,169,3,1,182.88,0.0
520,243,169,6,1,2618.75,0.0
521,335,170,25,1,958.76,0.0
522,335,170,26,1,547.5,0.0
523,335,170,129,1,94.56,0.0
524,335,170,29,1,137.26,0.0
525,176,171,25,1,958.76,0.0
526,176,171,26,1,547.5,0.0
527,176,171,28,1,207.71,0.0
528,176,171,29,1,137.26,0.0
529,148,172,17,2,281.04,0.0
530,148,172,2,1,6856.93,0.0
531,148,172,3,1,182.88,0.0
532,148,172,165,1,867.11,0.0
533,114,173,33,1,404.5,0.0
534,114,173,34,1,269.1,0.0
535,114,173,35,1,790.82,0.0
536,114,173,38,1,325.54,0.0
537,378,174,148,1,658.67,0.0
538,378,174,5,1,1043.64,0.0
539,269,175,68,1,1081.84,0.0
540,30,176,33,1,404.5,0.0
541,30,176,34,1,269.1,0.0
542,30,176,35,1,790.82,0.0
543,30,176,38,2,325.54,0.0
544,195,177,191,1,2178.66,0.0
545,176,178,186,1,109.52,0.0
546,176,178,6,1,2618.75,0.0
547,159,179,178,1,3002.16,0.0
548,159,179,124,1,4869.43,0.0
549,452,180,25,1,958.76,0.0
550,452,180,26,1,547.5,0.0
551,452,180,59,1,88.07,0.0
552,452,180,28,1,207.71,0.0
553,452,180,29,1,137.26,0.0
554,52,181,35,2,790.82,0.0
555,52,181,51,1,66.67,0.0
556,52,181,20,1,600.91,0.0
557,52,181,54,1,131.19,0.0
558,52,181,56,1,327.69,0.0
559,216,182,106,1,449.77,0.0
560,216,182,51,1,66.67,0.0
561,216,182,53,1,95.99,0.0
562,216,182,54,1,131.19,0.0
563,216,182,26,2,547.5,0.0
564,88,183,96,1,2249.21,0.0
565,88,183,51,2,66.67,0.0
566,88,183,118,2,175.91,0.0
567,88,183,54,1,131.19,0.0
568,88,183,56,1,327.69,0.0
569,218,184,42,1,162.27,0.0
570,218,184,46,1,121.09,0.0
571,218,184,48,1,377.48,0.0
572,218,184,50,1,103.84,0.0
573,218,184,119,1,1350.85,0.0
574,102,185,160,1,298.73,0.0
575,176,186,33,1,404.5,0.0
576,176,186,34,1,269.1,0.0
577,176,186,35,1,790.82,0.0
578,176,186,191,1,2178.66,0.0
579,42,187,9,1,864.52,0.0
580,42,187,2,1,6856.93,0.0
581,42,187,6,1,2618.75,0.0
582,47,188,112,1,2651.9,0.0
583,47,188,85,1,1742.75,0.0
584,375,189,33,1,404.5,0.0
585,375,189,34,1,269.1,0.0
586,375,189,102,1,1982.66,0.0
587,193,190,160,1,298.73,0.0
588,193,190,22,1,2057.09,0.0
589,193,190,25,1,958.76,0.0
590,193,190,26,1,547.5,0.0
591,193,190,28,1,207.71,0.0
592,193,190,29,2,137.26,0.0
593,401,191,25,2,958.76,0.0
594,401,191,26,1,547.5,0.0
595,401,191,29,1,137.26,0.0
596,234,192,2,1,6856.93,0.0
597,234,192,3,1,182.88,0.0
598,234,192,6,1,2618.75,0.0
599,234,192,9,1,864.52,0.0
600,234,192,76,1,110.25,0.0
601,234,192,23,1,3803.84,0.0
602,164,193,48,1,377.48,0.0
603,164,193,41,1,708.68,0.0
604,164,193,42,1,162.27,0.0
605,164,193,47,1,691.19,0.0
606,255,194,41,1,708.68,0.0
607,255,194,42,1,162.27,0.0
608,255,194,47,1,691.19,0.0
609,331,195,2,1,6856.93,0.0
610,331,195,3,1,182.88,0.0
611,331,195,6,1,2618.75,0.0
612,331,195,143,1,602.95,0.0
613,155,196,32,2,182.43,0.0
614,155,196,37,1,113.29,0.0
615,155,196,144,1,91.59,0.0
616,155,196,26,1,547.5,0.0
617,155,196,31,1,118.65,0.0
618,46,197,41,1,708.68,0.0
619,46,197,42,1,162.27,0.0
620,46,197,47,1,691.19,0.0
621,46,197,48,2,377.48,0.0
622,46,197,53,1,95.99,0.0
623,50,198,178,1,3002.16,0.0
624,50,198,46,1,121.09,0.0
625,50,198,159,1,132.33,0.0
626,22,199,17,1,281.04,0.0
627,22,199,85,1,1742.75,0.0
628,43,200,184,1,617.48,0.0
629,43,200,163,1,417.18,0.0
630,77,201,56,1,327.69,0.0
631,77,201,51,1,66.67,0.0
632,77,201,54,1,131.19,0.0
633,17,202,39,1,51.31,0.0
634,17,202,42,1,162.27,0.0
635,17,202,46,1,121.09,0.0
636,17,202,48,2,377.48,0.0
637,17,202,28,2,207.71,0.0
638,129,203,84,1,98.36,0.0
639,129,203,199,1,107.47,0.0
640,353,204,32,1,182.43,0.0
641,353,204,178,1,3002.16,0.0
642,353,204,39,1,51.31,0.0
643,147,205,48,1,377.48,0.0
644,147,205,50,1,103.84,0.0
645,147,205,46,1,121.09,0.0
646,93,206,164,1,297.97,0.0
647,93,206,51,2,66.67,0.0
648,93,206,53,1,95.99,0.0
649,93,206,54,2,131.19,0.0
650,93,206,56,1,327.69,0.0
651,81,207,32,1,182.43,0.0
652,81,207,37,1,113.29,0.0
653,81,207,198,1,440.15,0.0
654,81,207,103,2,398.87,0.0
655,81,207,39,1,51.31,0.0
656,411,208,48,1,377.48,0.0
657,411,208,50,1,103.84,0.0
658,411,208,46,1,121.09,0.0
659,290,209,32,2,182.43,0.0
660,290,209,39,1,51.31,0.0
661,290,209,37,1,113.29,0.0
662,290,209,31,1,118.65,0.0
663,202,210,2,1,6856.93,0.0
664,202,210,3,1,182.88,0.0
665,202,210,6,1,2618.75,0.0
666,419,211,48,1,377.48,0.0
667,419,211,42,1,162.27,0.0
668,419,211,67,1,3651.66,0.0
669,419,211,46,1,121.09,0.0
670,120,212,25,1,958.76,0.0
671,120,212,28,1,207.71,0.0
672,120,212,29,1,137.26,0.0
673,101,213,2,1,6856.93,0.0
674,101,213,3,1,182.88,0.0
675,101,213,6,1,2618.75,0.0
676,363,214,68,1,1081.84,0.0
677,58,215,116,1,136.01,0.0
678,109,216,34,1,269.1,0.0
679,109,216,35,1,790.82,0.0
680,109,216,38,1,325.54,0.0
681,462,217,26,1,547.5,0.0
682,438,218,32,1,182.43,0.0
683,438,218,37,1,113.29,0.0
684,438,218,39,1,51.31,0.0
685,438,218,182,1,190.33,0.0
686,438,218,31,1,118.65,0.0
687,445,219,169,1,452.68,0.0
688,445,219,25,1,958.76,0.0
689,445,219,26,1,547.5,0.0
690,445,219,28,1,207.71,0.0
691,445,219,29,1,137.26,0.0
692,445,219,191,1,2178.66,0.0
693,393,220,48,1,377.48,0.0
694,393,220,47,1,691.19,0.0
695,270,221,2,1,6856.93,0.0
696,270,221,3,1,182.88,0.0
697,272,222,24,1,362.63,0.0
698,272,222,110,1,228.23,0.0
699,174,223,48,1,377.48,0.0
700,174,223,41,1,708.68,0.0
701,174,223,47,1,691.19,0.0
702,382,224,25,1,958.76,0.0
703,382,224,140,1,61.32,0.0
704,382,224,29,1,137.26,0.0
705,382,224,84,2,98.36,0.0
706,131,225,28,1,207.71,0.0
707,364,226,45,1,207.67,0.0
708,342,227,102,1,1982.66,0.0
709,342,227,53,1,95.99,0.0
710,342,227,25,1,958.76,0.0
711,342,227,26,1,547.5,0.0
712,342,227,28,1,207.71,0.0
713,342,227,29,1,137.26,0.0
714,267,228,48,1,377.48,0.0
715,267,228,2,1,6856.93,0.0
716,267,228,3,1,182.88,0.0
717,267,228,195,1,411.6,0.0
718,331,229,172,1,72.49,0.0
719,327,230,134,2,3215.18,0.0
720,327,230,151,1,71.91,0.0
721,417,231,1,1,5429.43,0.0
722,417,231,10,1,96.42,0.0
723,417,231,3,1,182.88,0.0
724,417,231,182,1,190.33,0.0
725,262,232,33,1,404.5,0.0
726,262,232,37,1,113.29,0.0
727,262,232,41,1,708.68,0.0
728,262,232,42,1,162.27,0.0
729,262,232,47,1,691.19,0.0
730,154,233,32,1,182.43,0.0
731,154,233,39,1,51.31,0.0
732,154,233,37,1,113.29,0.0
733,154,233,31,1,118.65,0.0
734,45,234,1,1,5429.43,0.0
735,45,234,3,1,182.88,0.0
736,45,234,179,1,148.28,0.0
737,293,235,24,1,362.63,0.0
738,293,235,2,1,6856.93,0.0
739,293,235,3,2,182.88,0.0
740,293,235,180,1,279.71,0.0
741,377,236,80,1,996.58,0.0
742,377,236,180,1,279.71,0.0
743,455,237,1,1,5429.43,0.0
744,455,237,10,1,96.42,0.0
745,455,237,3,1,182.88,0.0
746,359,238,1,1,5429.43,0.0
747,359,238,3,1,182.88,0.0
748,359,238,4,2,1045.02,0.0
749,409,239,156,1,131.66,0.0
750,409,239,141,1,449.82,0.0
751,166,240,48,1,377.48,0.0
752,166,240,41,1,708.68,0.0
753,166,240,156,1,131.66,0.0
754,166,240,47,1,691.19,0.0
755,268,241,170,1,810.36,0.0
756,417,242,48,1,377.48,0.0
757,417,242,41,1,708.68,0.0
758,417,242,42,1,162.27,0.0
759,417,242,47,1,691.19,0.0
760,94,243,58,1,143.75,0.0
761,257,244,2,2,6856.93,0.0
762,257,244,3,1,182.88,0.0
763,257,244,6,1,2618.75,0.0
764,257,244,7,1,2063.12,0.0
765,257,244,9,1,864.52,0.0
766,257,244,88,1,398.34,0.0
767,480,245,32,1,182.43,0.0
768,480,245,39,1,51.31,0.0
