product_id,name,display_name,category,subcategory,brand,price,description_length,description_length_words,description_length_chars,image_count,number_of_images,image_url,has_image,category_code,rating,review_count,product_age_days,created_at,name_diag,display_name_diag,category_diag,subcategory_diag,brand_diag,price_diag,image_url_diag,has_image_diag,view,cart,purchase,purchase_signal,views,cart_adds,total_orders,carts,purchases,unique_viewers,unique_cart_users,event_unique_buyers,order_unique_buyers,unique_buyers_raw,unique_cart_users_bounded,unique_buyers,sales_without_view_signal_flag,revenue,ordered_quantity,purchase_orders,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate,cart_abandon_rate,cart_rate,purchase_conversion_rate,cart_abandonment_rate,product_class,z_score,z_composite_score,priority_rank,rank_within_class_best,action_priority,conversion_rate,category_avg_conversion,category_median_conversion,category_avg_views,relative_conversion_vs_category,insufficient_views_flag,insufficient_purchases_flag,insufficient_cart_data_flag,confidence_level,insufficient_data_flag,low_visibility_flag,high_abandonment_flag,low_conversion_flag,low_engagement_flag,diagnostic_status_label,diagnostic_status_sub_label,diagnostic_reason_short,diagnostic_reason,rating_diag,review_count_diag,product_age_days_diag,description_length_diag,description_length_words_diag,description_length_chars_diag,number_of_images_diag,total_sales_value,unique_order_count,avg_review_rating,total_views,total_cart_adds,total_event_purchases,analysis_start_date,analysis_end_date,description_content,desc_quality_score,brand_strength,similarity_cluster,cluster_size,cluster_avg_price,cluster_median_price,cluster_avg_rating,cluster_avg_images,cluster_median_images,cluster_avg_desc_words,cluster_median_desc_words,cluster_avg_review_count,cluster_median_review_count,cluster_avg_product_age,cluster_median_product_age,cluster_avg_brand_strength,cluster_dominant_category,price_high_flag,weak_brand_flag,category_mismatch_flag,low_rating_flag,low_visual_support_flag,short_description_flag,low_review_trust_flag,too_new_product_flag,weakness_reason_codes,weakness_reason_text_ar,context_priority_score,peer_product_ids,peer_names,peer_avg_price,peer_avg_rating,peer_avg_conversion,top_similarity_score,top_peer_product_id,top_peer_name,price_gap_flag,rating_gap_flag,review_gap_flag,image_gap_flag,content_gap_flag,new_product_flag,category_context_flag,contextual_risk_score,contextual_weakness_reason,context_primary_gap,context_secondary_gap
40,مزيل عرق رول اون,مزيل عرق رول اون,الجمال والعنايه,unknown_subcategory,نيفيا,36.51,58,11,58,5,5,,False,الجمال والعنايه,4.5,0,1104.0,2023-05-27 11:58:20,مزيل عرق رول اون,مزيل عرق رول اون,الجمال والعنايه,unknown_subcategory,نيفيا,36.51,,False,23,10,0,18,23,10,0,10,18,22,9.0,0.0,18,18.0,9.0,18.0,False,693.6899999999999,19,18,0.4347826086956521,0.0,0.0,1.0,0.4347826086956521,0.8181818181818182,1.0,Moderate,-0.1029520053748656,-0.1029520053748656,44.0,44.0,44.0,0.0,6.768778422340422,2.8,19.580645161290324,0.1208758459992427,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1104.0,58,11,58,5,693.6899999999999,18,4.5,23,10,0,2024-01-01,2024-12-30,مزيل عرق رول اون,0.0,0.33580942862807195,5,31,312.03483870967744,281.44,3.770967741935484,4.451612903225806,5.0,13.64516129032258,14.0,0.0,0.0,1173.7096774193549,1186.0,0.37324573544941014,الجمال والعنايه,0,0,0,0,0,0,1,0,['low_review_trust'],عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,2.8,183|182|160|36|187,كريم مرطب SPF 50 - اصدار خاص|سيروم فيتامين سي - اصدار خاص|زيت ارغان طبيعي - اصدار خاص|عطر رجالي عودي|عطر رجالي عودي - اصدار خاص,377.02000000000004,4.220000000000001,1.9966951566951567,0.9351781881655972,183,كريم مرطب SPF 50 - اصدار خاص,False,False,True,False,False,False,True,2.8,عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
41,حذاء جري احترافي,حذاء جري احترافي,الرياضه واللياقه,unknown_subcategory,هيد,708.68,67,11,67,7,7,,False,الرياضه واللياقه,4.8,0,1129.0,2023-05-02 06:28:56,حذاء جري احترافي,حذاء جري احترافي,الرياضه واللياقه,unknown_subcategory,هيد,708.68,,False,6,1,0,256,6,1,0,1,6,6,1.0,0.0,199,199.0,1.0,6.0,False,196304.36,277,256,0.1666666666666666,0.0,0.0,1.0,0.1666666666666666,42.66666666666666,1.0,Strong,0.6843582887314025,0.6843582887314025,15.0,15.0,15.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,5.013880554598928,True,False,False,High,False,True,False,False,True,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,4.8,0,1129.0,67,11,67,7,196304.36,256,4.8,6,1,0,2024-01-01,2024-12-30,حذاء جري احترافي,0.0,0.6863435088021723,2,16,1155.68625,462.49,3.76875,4.4375,4.0,12.0625,12.0,0.0,0.0,1164.1875,1152.0,0.6120550016558437,الالكترونيات,1,0,1,0,0,0,1,0,"['price_high', 'category_mismatch', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.8999999999999995,48|42|50|46|47,حقيبه رياضيه جيم|لباس رياضي ضاغط|عداد خطوات ذكي|حصيره يوغا مضاده للانزلاق|اوزان حديد طقم 20 كيلو,291.17400000000004,3.5,36.76703296703297,0.9512259622607075,48,حقيبه رياضيه جيم,True,False,True,False,False,False,False,3.9,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
42,لباس رياضي ضاغط,لباس رياضي ضاغط,الرياضه واللياقه,unknown_subcategory,ريبوك,162.27,69,12,69,7,7,,False,الرياضه واللياقه,3.1,0,1192.0,2023-02-28 19:14:43,لباس رياضي ضاغط,لباس رياضي ضاغط,الرياضه واللياقه,unknown_subcategory,ريبوك,162.27,,False,14,8,0,527,14,8,0,8,14,14,8.0,0.0,333,333.0,8.0,14.0,False,92331.63,569,527,0.5714285714285714,0.0,0.0,1.0,0.5714285714285714,37.642857142857146,1.0,Strong,1.3340161523930298,1.3340161523930298,4.0,4.0,4.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,4.4235185026902375,False,False,False,High,False,False,False,False,False,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,3.1,0,1192.0,69,12,69,7,92331.63,527,3.1,14,8,0,2024-01-01,2024-12-30,لباس رياضي ضاغط,0.0,0.8588588111329012,2,16,1155.68625,462.49,3.76875,4.4375,4.0,12.0625,12.0,0.0,0.0,1164.1875,1152.0,0.6120550016558437,الالكترونيات,0,0,1,1,0,0,1,0,"['category_mismatch', 'low_rating', 'low_review_trust']",المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4.2,50|47|48|41|46,عداد خطوات ذكي|اوزان حديد طقم 20 كيلو|حقيبه رياضيه جيم|حذاء جري احترافي|حصيره يوغا مضاده للانزلاق,400.456,3.84,37.771794871794874,0.9918917724868221,50,عداد خطوات ذكي,False,True,True,False,False,False,False,4.2,المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
43,دراجه هواييه جبليه,دراجه هواييه جبليه,الرياضه واللياقه,unknown_subcategory,نايكي,1574.27,72,12,72,5,5,,False,الرياضه واللياقه,3.1,0,1243.0,2023-01-08 07:15:44,دراجه هواييه جبليه,دراجه هواييه جبليه,الرياضه واللياقه,unknown_subcategory,نايكي,1574.27,,False,7,2,0,17,7,2,0,2,7,7,2.0,0.0,17,17.0,2.0,7.0,False,29911.13,19,17,0.2857142857142857,0.0,0.0,1.0,0.2857142857142857,2.4285714285714284,1.0,Moderate,-0.4614094528603355,-0.4614094528603355,167.0,167.0,167.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.2853882904961443,True,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.1,0,1243.0,72,12,72,5,29911.13,17,3.1,7,2,0,2024-01-01,2024-12-30,دراجه هواييه جبليه,0.0,0.18749253941550104,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,1,1,0,1,0,0,1,0,"['price_high', 'weak_brand', 'low_rating', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,6.5,139|165|71|86|49,حقيبه رياضيه جيم - اصدار خاص|حذاء جري احترافي - اصدار خاص|حصيره يوغا مضاده للانزلاق - اصدار خاص|لباس رياضي ضاغط - اصدار خاص|جهاز قياس ضغط الدم,408.95799999999997,4.1,1.6628342245989305,0.8802770889646236,139,حقيبه رياضيه جيم - اصدار خاص,True,True,True,False,False,False,True,6.5,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
44,جهاز مشي كهربايي,جهاز مشي كهربايي,الرياضه واللياقه,unknown_subcategory,نيو بالانس,1768.56,72,11,72,6,6,,False,الرياضه واللياقه,4.7,0,1135.0,2023-04-26 08:36:45,جهاز مشي كهربايي,جهاز مشي كهربايي,الرياضه واللياقه,unknown_subcategory,نيو بالانس,1768.56,,False,16,4,0,25,16,4,0,4,16,15,4.0,0.0,25,25.0,4.0,15.0,False,45982.56,26,25,0.25,0.0,0.0,1.0,0.25,1.6666666666666667,1.0,Moderate,-0.3073553015655566,-0.3073553015655566,94.0,94.0,94.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.1958547091640206,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.7,0,1135.0,72,11,72,6,45982.56,25,4.7,16,4,0,2024-01-01,2024-12-30,جهاز مشي كهربايي,0.0,0.25522466079003814,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,1,1,0,0,0,0,1,0,"['price_high', 'weak_brand', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,5.0,96|86|165|49|95,دراجه هواييه جبليه - اصدار خاص|لباس رياضي ضاغط - اصدار خاص|حذاء جري احترافي - اصدار خاص|جهاز قياس ضغط الدم|كره قدم رسميه فيفا - اصدار خاص,783.732,4.26,1.4932284541723666,0.8682114687379772,96,دراجه هواييه جبليه - اصدار خاص,True,False,True,False,False,False,True,5.0,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
45,كره قدم رسميه فيفا,كره قدم رسميه فيفا,الرياضه واللياقه,unknown_subcategory,هيد,207.67,69,12,69,2,2,,False,الرياضه واللياقه,4.9,0,1163.0,2023-03-29 07:54:39,كره قدم رسميه فيفا,كره قدم رسميه فيفا,الرياضه واللياقه,unknown_subcategory,هيد,207.67,,False,61,15,0,27,61,15,0,15,27,55,15.0,0.0,26,26.0,15.0,26.0,False,6437.77,31,27,0.2459016393442623,0.0,0.0,1.0,0.2459016393442623,0.4909090909090909,1.0,Moderate,0.4225056588604748,0.4225056588604748,15.0,15.0,15.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.0576881143355842,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.9,0,1163.0,69,12,69,2,6437.77,27,4.9,61,15,0,2024-01-01,2024-12-30,كره قدم رسميه فيفا,0.0,0.6863435088021723,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,0,0,0,0,1,0,1,0,"['low_visual_support', 'low_review_trust']",الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.9000000000000004,148|167|123|173|157,حذاء جري احترافي - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|عداد خطوات ذكي - اصدار خاص|حذاء جري احترافي - اصدار خاص|جهاز قياس ضغط الدم - اصدار خاص,321.808,4.34,2.3872222222222224,0.9489385820151935,148,حذاء جري احترافي - اصدار خاص,False,False,True,True,False,False,True,3.9,الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
46,حصيره يوغا مضاده للانزلاق,حصيره يوغا مضاده للانزلاق,الرياضه واللياقه,unknown_subcategory,اندر ارمور,121.09,81,12,81,2,2,,False,الرياضه واللياقه,4.0,0,1163.0,2023-03-29 11:35:23,حصيره يوغا مضاده للانزلاق,حصيره يوغا مضاده للانزلاق,الرياضه واللياقه,unknown_subcategory,اندر ارمور,121.09,,False,11,1,0,413,11,1,0,1,11,11,1.0,0.0,289,289.0,1.0,11.0,False,54127.23,447,413,0.0909090909090909,0.0,0.0,1.0,0.0909090909090909,37.54545454545455,1.0,Strong,0.8698127681110167,0.8698127681110167,11.0,11.0,11.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,4.412072448258574,False,False,False,High,False,True,False,False,True,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,4.0,0,1163.0,81,12,81,2,54127.23,413,4.0,11,1,0,2024-01-01,2024-12-30,حصيره يوغا مضاده للانزلاق,0.0,0.46456181702518706,2,16,1155.68625,462.49,3.76875,4.4375,4.0,12.0625,12.0,0.0,0.0,1164.1875,1152.0,0.6120550016558437,الالكترونيات,0,1,1,0,1,0,1,0,"['weak_brand', 'category_mismatch', 'low_visual_support', 'low_review_trust']",قوة العلامة التجارية أقل من منافسيه داخل المجموعة | المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4.8,48|41|50|42|47,حقيبه رياضيه جيم|حذاء جري احترافي|عداد خطوات ذكي|لباس رياضي ضاغط|اوزان حديد طقم 20 كيلو,408.69199999999995,3.66,37.79127539127539,0.9615792433233159,48,حقيبه رياضيه جيم,False,False,True,True,False,False,False,4.8,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
47,اوزان حديد طقم 20 كيلو,اوزان حديد طقم 20 كيلو,الرياضه واللياقه,unknown_subcategory,ريبوك,691.19,73,13,73,3,3,,False,الرياضه واللياقه,3.2,0,1243.0,2023-01-08 14:24:55,اوزان حديد طقم 20 كيلو,اوزان حديد طقم 20 كيلو,الرياضه واللياقه,unknown_subcategory,ريبوك,691.19,,False,12,5,0,335,12,5,0,5,12,11,4.0,0.0,249,249.0,4.0,11.0,False,255049.11,369,335,0.4166666666666667,0.0,0.0,1.0,0.4166666666666667,30.454545454545453,1.0,Strong,0.8195909974003842,0.8195909974003842,12.0,12.0,12.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,3.5787996856334674,False,False,False,High,False,False,False,False,False,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,3.2,0,1243.0,73,13,73,3,255049.11,335,3.2,12,5,0,2024-01-01,2024-12-30,اوزان حديد طقم 20 كيلو,0.0,0.8588588111329012,2,16,1155.68625,462.49,3.76875,4.4375,4.0,12.0625,12.0,0.0,0.0,1164.1875,1152.0,0.6120550016558437,الالكترونيات,1,0,1,1,0,0,1,0,"['price_high', 'category_mismatch', 'low_rating', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,5.3999999999999995,50|42|48|41|46,عداد خطوات ذكي|لباس رياضي ضاغط|حقيبه رياضيه جيم|حذاء جري احترافي|حصيره يوغا مضاده للانزلاق,294.67199999999997,3.8200000000000003,39.209457209457206,0.970124321448867,50,عداد خطوات ذكي,True,True,True,False,False,False,False,5.4,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
48,حقيبه رياضيه جيم,حقيبه رياضيه جيم,الرياضه واللياقه,unknown_subcategory,هيد,377.48,67,11,67,3,3,,False,الرياضه واللياقه,4.0,0,1180.0,2023-03-12 15:53:14,حقيبه رياضيه جيم,حقيبه رياضيه جيم,الرياضه واللياقه,unknown_subcategory,هيد,377.48,,False,13,5,0,529,13,5,0,5,13,13,5.0,0.0,330,330.0,5.0,13.0,False,220825.8,585,529,0.3846153846153846,0.0,0.0,1.0,0.3846153846153846,40.69230769230769,1.0,Strong,1.3399112478133008,1.3399112478133008,3.0,3.0,3.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,4.7818680529738575,False,False,False,High,False,False,False,False,False,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,4.0,0,1180.0,67,11,67,3,220825.8,529,4.0,13,5,0,2024-01-01,2024-12-30,حقيبه رياضيه جيم,0.0,0.6863435088021723,2,16,1155.68625,462.49,3.76875,4.4375,4.0,12.0625,12.0,0.0,0.0,1164.1875,1152.0,0.6120550016558437,الالكترونيات,0,0,1,0,0,0,1,0,"['category_mismatch', 'low_review_trust']",المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,2.7,46|50|41|42|47,حصيره يوغا مضاده للانزلاق|عداد خطوات ذكي|حذاء جري احترافي|لباس رياضي ضاغط|اوزان حديد طقم 20 كيلو,357.414,3.66,37.16190476190476,0.9615792433233159,46,حصيره يوغا مضاده للانزلاق,False,False,True,False,False,False,False,2.7,المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
49,جهاز قياس ضغط الدم,جهاز قياس ضغط الدم,الرياضه واللياقه,unknown_subcategory,نيو بالانس,247.85,69,12,69,6,6,,False,الرياضه واللياقه,4.5,0,1240.0,2023-01-11 04:02:27,جهاز قياس ضغط الدم,جهاز قياس ضغط الدم,الرياضه واللياقه,unknown_subcategory,نيو بالانس,247.85,,False,22,4,0,22,22,4,0,4,22,22,4.0,0.0,22,22.0,4.0,22.0,False,6196.25,25,22,0.1818181818181818,0.0,0.0,1.0,0.1818181818181818,1.0,1.0,Moderate,-0.2831937812171622,-0.2831937812171622,87.0,87.0,87.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.1175128254984123,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1240.0,69,12,69,6,6196.25,22,4.5,22,4,0,2024-01-01,2024-12-30,جهاز قياس ضغط الدم,0.0,0.25522466079003814,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,0,1,0,0,0,0,1,0,"['weak_brand', 'low_review_trust']",قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.8,86|71|165|139|98,لباس رياضي ضاغط - اصدار خاص|حصيره يوغا مضاده للانزلاق - اصدار خاص|حذاء جري احترافي - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|اوزان حديد طقم 20 كيلو - اصدار خاص,449.192,4.02,1.9355614973262036,0.961174109194713,86,لباس رياضي ضاغط - اصدار خاص,False,False,True,False,False,False,True,3.8,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
50,عداد خطوات ذكي,عداد خطوات ذكي,الرياضه واللياقه,unknown_subcategory,ريبوك,103.84,65,11,65,5,5,,False,الرياضه واللياقه,3.2,0,1195.0,2023-02-25 04:13:15,عداد خطوات ذكي,عداد خطوات ذكي,الرياضه واللياقه,unknown_subcategory,ريبوك,103.84,,False,8,1,0,300,8,1,0,1,8,8,1.0,0.0,238,238.0,1.0,8.0,False,33540.32,323,300,0.125,0.0,0.0,1.0,0.125,37.5,1.0,Strong,0.6291310459621049,0.6291310459621049,16.0,16.0,16.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,4.406730956190464,True,False,False,High,False,True,False,False,True,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,3.2,0,1195.0,65,11,65,5,33540.32,300,3.2,8,1,0,2024-01-01,2024-12-30,عداد خطوات ذكي,0.0,0.8588588111329012,2,16,1155.68625,462.49,3.76875,4.4375,4.0,12.0625,12.0,0.0,0.0,1164.1875,1152.0,0.6120550016558437,الالكترونيات,0,0,1,1,0,0,1,0,"['category_mismatch', 'low_rating', 'low_review_trust']",المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4.2,42|47|48|41|46,لباس رياضي ضاغط|اوزان حديد طقم 20 كيلو|حقيبه رياضيه جيم|حذاء جري احترافي|حصيره يوغا مضاده للانزلاق,412.142,3.8200000000000003,37.800366300366306,0.9918917724868221,42,لباس رياضي ضاغط,False,True,True,False,False,False,False,4.2,المنتج لا ينسجم جيدًا مع الفئة الغالبة داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
51,كتاب تعلم البرمجه بالعربيه,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,unknown_subcategory,دار قرطبه,66.67,66,10,66,4,4,,False,الكتب والتعليم,4.2,0,1190.0,2023-03-02 05:47:04,كتاب تعلم البرمجه بالعربيه,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,unknown_subcategory,دار قرطبه,66.67,,False,55,18,0,398,55,18,0,18,55,52,18.0,0.0,274,274.0,18.0,52.0,False,28868.11,433,398,0.3272727272727272,0.0,0.0,1.0,0.3272727272727272,7.653846153846154,1.0,Strong,1.2564703826443555,1.2564703826443555,6.0,6.0,6.0,0.0,3.3634956997365264,2.083333333333333,23.17142857142857,2.275562937227987,False,False,False,High,False,False,False,False,False,قوي,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يحقق أداء جيدًا مقارنة ببقية المنتجات.,4.2,0,1190.0,66,10,66,4,28868.11,398,4.2,55,18,0,2024-01-01,2024-12-30,كتاب تعلم البرمجه بالعربيه,0.1111111111111111,0.34274971874761795,3,35,162.01628571428571,132.13,3.834285714285714,4.228571428571429,4.0,12.914285714285715,13.0,0.0,0.0,1150.1714285714286,1147.0,0.27160789955165,الكتب والتعليم,0,0,0,0,0,0,1,0,['low_review_trust'],عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,1.4,113|52|84|59|55,كتاب تعلم البرمجه بالعربيه - اصدار خاص|موسوعه التاريخ الاسلامي|كتاب الطبخ العربي التقليدي - اصدار خاص|كتاب تطوير الذات والتحفيز|روايه عربيه بيست سيلر,79.512,4.4799999999999995,3.5087179487179485,0.9000177130615843,113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,False,False,True,False,False,False,True,1.4,عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
52,موسوعه التاريخ الاسلامي,موسوعه التاريخ الاسلامي,الكتب والتعليم,unknown_subcategory,نشر المعرفه,108.37,63,9,63,4,4,,False,الكتب والتعليم,4.4,0,1142.0,2023-04-19 12:45:56,موسوعه التاريخ الاسلامي,موسوعه التاريخ الاسلامي,الكتب والتعليم,unknown_subcategory,نشر المعرفه,108.37,,False,5,3,0,26,5,3,0,3,5,5,3.0,0.0,25,25.0,3.0,5.0,False,2925.99,27,26,0.6,0.0,0.0,1.0,0.6,5.2,1.0,Moderate,-0.3968582788149816,-0.3968582788149816,144.0,144.0,144.0,0.0,3.3634956997365264,2.083333333333333,23.17142857142857,1.546010598558914,True,False,False,High,False,True,False,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج لا يحصل على عدد كافٍ من الزيارات خلال الفترة المختارة.,4.4,0,1142.0,63,9,63,4,2925.99,26,4.4,5,3,0,2024-01-01,2024-12-30,موسوعه التاريخ الاسلامي,0.037037037037037035,0.3843441121516434,3,35,162.01628571428571,132.13,3.834285714285714,4.228571428571429,4.0,12.914285714285715,13.0,0.0,0.0,1150.1714285714286,1147.0,0.27160789955165,الكتب والتعليم,0,0,0,0,0,1,1,0,"['short_description', 'low_review_trust']",الوصف أقصر من المعتاد ولا يقدم معلومات كافية | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.9000000000000004,59|200|51|55|92,كتاب تطوير الذات والتحفيز|موسوعه التاريخ الاسلامي - اصدار خاص|كتاب تعلم البرمجه بالعربيه|روايه عربيه بيست سيلر|موسوعه التاريخ الاسلامي - اصدار خاص,132.664,4.380000000000001,3.6844200244200236,0.9177996274983184,59,كتاب تطوير الذات والتحفيز,False,False,True,False,True,False,True,3.9,الوصف أقصر من المعتاد ولا يقدم معلومات كافية | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
