selected_product_id,plot_product_id,plot_product_name,is_selected_product,price,purchase_conversion_rate,rating,category,peer_group
17,15,حذاء رياضي مريح,False,478.33,5.2,3.6,الازياء والملابس,peer
18,18,جاكيت شتوي دافي,True,685.51,0.7446808510638298,3.8,الازياء والملابس,selected
18,15,حذاء رياضي مريح,False,478.33,5.2,3.6,الازياء والملابس,peer
18,16,حقيبه يد جلديه,False,680.77,2.9,3.9,الازياء والملابس,peer
18,66,قميص قطني كلاسيكي - اصدار خاص,False,234.31,3.333333333333333,3.7,الازياء والملابس,peer
18,73,فستان سهره انيق - اصدار خاص,False,249.37,1.85,3.4,الازياء والملابس,peer
18,12,فستان سهره انيق,False,378.07,2.5,4.2,الازياء والملابس,peer
19,19,تيشيرت بولو قطن,True,195.42,2.1875,4.2,الازياء والملابس,selected
19,129,تيشيرت بولو قطن - اصدار خاص,False,94.56,2.5,4.5,الازياء والملابس,peer
19,166,فستان سهره انيق - اصدار خاص,False,184.75,1.6842105263157894,3.8,الازياء والملابس,peer
19,121,حذاء رياضي مريح - اصدار خاص,False,279.43,4.0,4.3,الازياء والملابس,peer
19,100,حقيبه يد جلديه - اصدار خاص,False,418.81,1.9230769230769231,4.3,الازياء والملابس,peer
19,12,فستان سهره انيق,False,378.07,2.5,4.2,الازياء والملابس,peer
20,20,حذاء رسمي جلد,True,600.91,2.909090909090909,3.4,الازياء والملابس,selected
20,190,حذاء رسمي جلد - اصدار خاص,False,615.39,4.25,3.9,الازياء والملابس,peer
20,13,بنطلون جينز سليم فيت,False,342.07,0.85,3.2,الازياء والملابس,peer
20,121,حذاء رياضي مريح - اصدار خاص,False,279.43,4.0,4.3,الازياء والملابس,peer
20,63,حذاء رياضي مريح - اصدار خاص,False,557.39,1.8,2.9,الازياء والملابس,peer
20,127,قميص قطني كلاسيكي - اصدار خاص,False,209.71,2.5454545454545454,3.0,الازياء والملابس,peer
21,21,مكيف هواء انفيرتر 18000,True,2953.99,0.6136363636363636,4.1,المنزل والمطبخ,selected
21,23,ثلاجه نوفروست 350 لتر,False,3803.84,0.8846153846153846,3.7,المنزل والمطبخ,peer
21,154,ثلاجه نوفروست 350 لتر - اصدار خاص,False,3786.85,4.333333333333333,3.9,المنزل والمطبخ,peer
21,178,مكيف هواء انفيرتر 18000 - اصدار خاص,False,3002.16,0.5714285714285714,3.6,المنزل والمطبخ,peer
21,134,ثلاجه نوفروست 350 لتر - اصدار خاص,False,3215.18,2.333333333333333,4.8,المنزل والمطبخ,peer
21,130,ثلاجه نوفروست 350 لتر - اصدار خاص,False,3341.54,2.4545454545454546,4.5,المنزل والمطبخ,peer
22,22,غساله اوتوماتيك 8 كيلو,True,2057.09,2.5,4.3,المنزل والمطبخ,selected
22,27,فرن كهربايي 60 لتر,False,1128.13,2.6153846153846154,4.0,المنزل والمطبخ,peer
22,162,ثلاجه نوفروست 350 لتر - اصدار خاص,False,2324.66,1.3333333333333333,3.4,المنزل والمطبخ,peer
22,91,فرن كهربايي 60 لتر - اصدار خاص,False,978.27,0.6585365853658537,4.4,المنزل والمطبخ,peer
22,119,ماكينه قهوه اسبريسو - اصدار خاص,False,1350.85,0.7714285714285715,3.7,المنزل والمطبخ,peer
22,30,مكواه بخاريه احترافيه,False,583.67,3.6666666666666665,4.5,المنزل والمطبخ,peer
23,23,ثلاجه نوفروست 350 لتر,True,3803.84,0.8846153846153846,3.7,المنزل والمطبخ,selected
23,21,مكيف هواء انفيرتر 18000,False,2953.99,0.6136363636363636,4.1,المنزل والمطبخ,peer
23,154,ثلاجه نوفروست 350 لتر - اصدار خاص,False,3786.85,4.333333333333333,3.9,المنزل والمطبخ,peer
23,178,مكيف هواء انفيرتر 18000 - اصدار خاص,False,3002.16,0.5714285714285714,3.6,المنزل والمطبخ,peer
23,130,ثلاجه نوفروست 350 لتر - اصدار خاص,False,3341.54,2.4545454545454546,4.5,المنزل والمطبخ,peer
23,22,غساله اوتوماتيك 8 كيلو,False,2057.09,2.5,4.3,المنزل والمطبخ,peer
24,24,مكنسه كهرباييه لاسلكيه,True,362.63,1.0769230769230769,4.5,المنزل والمطبخ,selected
24,168,مجموعه سكاكين مطبخ - اصدار خاص,False,126.51,0.6875,4.5,المنزل والمطبخ,peer
24,61,فرن كهربايي 60 لتر - اصدار خاص,False,1462.89,2.090909090909091,4.5,المنزل والمطبخ,peer
24,170,فرن كهربايي 60 لتر - اصدار خاص,False,810.36,3.0,3.5,المنزل والمطبخ,peer
24,136,فرن كهربايي 60 لتر - اصدار خاص,False,1233.09,1.0,4.5,المنزل والمطبخ,peer
24,101,مجموعه سكاكين مطبخ - اصدار خاص,False,241.26,3.0,3.7,المنزل والمطبخ,peer
25,25,ماكينه قهوه اسبريسو,True,958.76,30.46153846153846,3.7,المنزل والمطبخ,selected
25,26,طقم اواني طهي غرانيت,False,547.5,25.90909090909091,3.3,المنزل والمطبخ,peer
25,28,خلاط كهربايي متعدد الوظايف,False,207.71,20.846153846153847,3.2,المنزل والمطبخ,peer
25,29,مجموعه سكاكين مطبخ,False,137.26,22.33333333333333,3.8,المنزل والمطبخ,peer
25,3,سماعات لاسلكيه,False,182.88,45.27272727272727,3.7,الالكترونيات,peer
25,41,حذاء جري احترافي,False,708.68,42.66666666666666,4.8,الرياضه واللياقه,peer
26,26,طقم اواني طهي غرانيت,True,547.5,25.90909090909091,3.3,المنزل والمطبخ,selected
26,25,ماكينه قهوه اسبريسو,False,958.76,30.46153846153846,3.7,المنزل والمطبخ,peer
26,29,مجموعه سكاكين مطبخ,False,137.26,22.33333333333333,3.8,المنزل والمطبخ,peer
26,28,خلاط كهربايي متعدد الوظايف,False,207.71,20.846153846153847,3.2,المنزل والمطبخ,peer
26,46,حصيره يوغا مضاده للانزلاق,False,121.09,37.54545454545455,4.0,الرياضه واللياقه,peer
26,48,حقيبه رياضيه جيم,False,377.48,40.69230769230769,4.0,الرياضه واللياقه,peer
27,27,فرن كهربايي 60 لتر,True,1128.13,2.6153846153846154,4.0,المنزل والمطبخ,selected
27,30,مكواه بخاريه احترافيه,False,583.67,3.6666666666666665,4.5,المنزل والمطبخ,peer
27,119,ماكينه قهوه اسبريسو - اصدار خاص,False,1350.85,0.7714285714285715,3.7,المنزل والمطبخ,peer
27,111,مكواه بخاريه احترافيه - اصدار خاص,False,453.66,3.125,3.8,المنزل والمطبخ,peer
27,22,غساله اوتوماتيك 8 كيلو,False,2057.09,2.5,4.3,المنزل والمطبخ,peer
27,80,ماكينه قهوه اسبريسو - اصدار خاص,False,996.58,3.0,4.3,المنزل والمطبخ,peer
28,28,خلاط كهربايي متعدد الوظايف,True,207.71,20.846153846153847,3.2,المنزل والمطبخ,selected
28,26,طقم اواني طهي غرانيت,False,547.5,25.90909090909091,3.3,المنزل والمطبخ,peer
28,25,ماكينه قهوه اسبريسو,False,958.76,30.46153846153846,3.7,المنزل والمطبخ,peer
28,29,مجموعه سكاكين مطبخ,False,137.26,22.33333333333333,3.8,المنزل والمطبخ,peer
28,3,سماعات لاسلكيه,False,182.88,45.27272727272727,3.7,الالكترونيات,peer
28,42,لباس رياضي ضاغط,False,162.27,37.642857142857146,3.1,الرياضه واللياقه,peer
29,29,مجموعه سكاكين مطبخ,True,137.26,22.33333333333333,3.8,المنزل والمطبخ,selected
29,26,طقم اواني طهي غرانيت,False,547.5,25.90909090909091,3.3,المنزل والمطبخ,peer
29,25,ماكينه قهوه اسبريسو,False,958.76,30.46153846153846,3.7,المنزل والمطبخ,peer
29,28,خلاط كهربايي متعدد الوظايف,False,207.71,20.846153846153847,3.2,المنزل والمطبخ,peer
29,46,حصيره يوغا مضاده للانزلاق,False,121.09,37.54545454545455,4.0,الرياضه واللياقه,peer
29,48,حقيبه رياضيه جيم,False,377.48,40.69230769230769,4.0,الرياضه واللياقه,peer
30,30,مكواه بخاريه احترافيه,True,583.67,3.6666666666666665,4.5,المنزل والمطبخ,selected
30,27,فرن كهربايي 60 لتر,False,1128.13,2.6153846153846154,4.0,المنزل والمطبخ,peer
30,111,مكواه بخاريه احترافيه - اصدار خاص,False,453.66,3.125,3.8,المنزل والمطبخ,peer
30,119,ماكينه قهوه اسبريسو - اصدار خاص,False,1350.85,0.7714285714285715,3.7,المنزل والمطبخ,peer
30,22,غساله اوتوماتيك 8 كيلو,False,2057.09,2.5,4.3,المنزل والمطبخ,peer
30,91,فرن كهربايي 60 لتر - اصدار خاص,False,978.27,0.6585365853658537,4.4,المنزل والمطبخ,peer
31,31,كريم مرطب SPF 50,True,118.65,15.0,3.8,الجمال والعنايه,selected
31,33,مجموعه عنايه بالشعر,False,404.5,17.41176470588235,4.2,الجمال والعنايه,peer
31,79,سيروم فيتامين سي - اصدار خاص,False,421.1,27.0,4.6,الجمال والعنايه,peer
31,34,طقم مكياج احترافي,False,269.1,10.45945945945946,3.0,الجمال والعنايه,peer
31,39,قناع وجه كولاجين,False,51.31,13.95,3.5,الجمال والعنايه,peer
31,35,عطر نسايي زهري,False,790.82,21.916666666666668,4.8,الجمال والعنايه,peer
32,32,سيروم فيتامين سي,True,182.43,26.928571428571427,4.7,الجمال والعنايه,selected
32,79,سيروم فيتامين سي - اصدار خاص,False,421.1,27.0,4.6,الجمال والعنايه,peer
32,35,عطر نسايي زهري,False,790.82,21.916666666666668,4.8,الجمال والعنايه,peer
32,31,كريم مرطب SPF 50,False,118.65,15.0,3.8,الجمال والعنايه,peer
32,39,قناع وجه كولاجين,False,51.31,13.95,3.5,الجمال والعنايه,peer
32,33,مجموعه عنايه بالشعر,False,404.5,17.41176470588235,4.2,الجمال والعنايه,peer
33,33,مجموعه عنايه بالشعر,True,404.5,17.41176470588235,4.2,الجمال والعنايه,selected
33,35,عطر نسايي زهري,False,790.82,21.916666666666668,4.8,الجمال والعنايه,peer
33,31,كريم مرطب SPF 50,False,118.65,15.0,3.8,الجمال والعنايه,peer
33,79,سيروم فيتامين سي - اصدار خاص,False,421.1,27.0,4.6,الجمال والعنايه,peer
33,38,زيت ارغان طبيعي,False,325.54,15.61111111111111,3.7,الجمال والعنايه,peer
33,34,طقم مكياج احترافي,False,269.1,10.45945945945946,3.0,الجمال والعنايه,peer
34,34,طقم مكياج احترافي,True,269.1,10.45945945945946,3.0,الجمال والعنايه,selected
34,181,عطر رجالي عودي - اصدار خاص,False,353.61,2.2,2.7,الجمال والعنايه,peer
34,109,قناع وجه كولاجين - اصدار خاص,False,44.98,4.428571428571429,2.8,الجمال والعنايه,peer
34,31,كريم مرطب SPF 50,False,118.65,15.0,3.8,الجمال والعنايه,peer
34,33,مجموعه عنايه بالشعر,False,404.5,17.41176470588235,4.2,الجمال والعنايه,peer
34,78,عطر رجالي عودي - اصدار خاص,False,637.27,2.4166666666666665,3.7,الجمال والعنايه,peer
35,35,عطر نسايي زهري,True,790.82,21.916666666666668,4.8,الجمال والعنايه,selected
35,33,مجموعه عنايه بالشعر,False,404.5,17.41176470588235,4.2,الجمال والعنايه,peer
35,79,سيروم فيتامين سي - اصدار خاص,False,421.1,27.0,4.6,الجمال والعنايه,peer
35,31,كريم مرطب SPF 50,False,118.65,15.0,3.8,الجمال والعنايه,peer
35,32,سيروم فيتامين سي,False,182.43,26.928571428571427,4.7,الجمال والعنايه,peer
35,38,زيت ارغان طبيعي,False,325.54,15.61111111111111,3.7,الجمال والعنايه,peer
36,36,عطر رجالي عودي,True,703.99,1.7222222222222223,4.0,الجمال والعنايه,selected
36,187,عطر رجالي عودي - اصدار خاص,False,521.01,2.2,4.5,الجمال والعنايه,peer
36,122,طقم مكياج احترافي - اصدار خاص,False,696.77,2.083333333333333,3.2,الجمال والعنايه,peer
36,40,مزيل عرق رول اون,False,36.51,0.8181818181818182,4.5,الجمال والعنايه,peer
36,37,غسول وجه للبشره الحساسه,False,113.29,13.045454545454543,3.3,الجمال والعنايه,peer
36,143,عطر رجالي عودي - اصدار خاص,False,602.95,1.4782608695652173,4.8,الجمال والعنايه,peer
37,37,غسول وجه للبشره الحساسه,True,113.29,13.045454545454543,3.3,الجمال والعنايه,selected
37,39,قناع وجه كولاجين,False,51.31,13.95,3.5,الجمال والعنايه,peer
37,38,زيت ارغان طبيعي,False,325.54,15.61111111111111,3.7,الجمال والعنايه,peer
37,122,طقم مكياج احترافي - اصدار خاص,False,696.77,2.083333333333333,3.2,الجمال والعنايه,peer
37,179,مجموعه عنايه بالشعر - اصدار خاص,False,148.28,5.166666666666667,4.0,الجمال والعنايه,peer
37,132,عطر رجالي عودي - اصدار خاص,False,284.92,3.875,3.5,الجمال والعنايه,peer
38,38,زيت ارغان طبيعي,True,325.54,15.61111111111111,3.7,الجمال والعنايه,selected
38,37,غسول وجه للبشره الحساسه,False,113.29,13.045454545454543,3.3,الجمال والعنايه,peer
38,39,قناع وجه كولاجين,False,51.31,13.95,3.5,الجمال والعنايه,peer
38,33,مجموعه عنايه بالشعر,False,404.5,17.41176470588235,4.2,الجمال والعنايه,peer
38,31,كريم مرطب SPF 50,False,118.65,15.0,3.8,الجمال والعنايه,peer
38,36,عطر رجالي عودي,False,703.99,1.7222222222222223,4.0,الجمال والعنايه,peer
39,39,قناع وجه كولاجين,True,51.31,13.95,3.5,الجمال والعنايه,selected
39,37,غسول وجه للبشره الحساسه,False,113.29,13.045454545454543,3.3,الجمال والعنايه,peer
39,38,زيت ارغان طبيعي,False,325.54,15.61111111111111,3.7,الجمال والعنايه,peer
39,179,مجموعه عنايه بالشعر - اصدار خاص,False,148.28,5.166666666666667,4.0,الجمال والعنايه,peer
39,122,طقم مكياج احترافي - اصدار خاص,False,696.77,2.083333333333333,3.2,الجمال والعنايه,peer
39,31,كريم مرطب SPF 50,False,118.65,15.0,3.8,الجمال والعنايه,peer
40,40,مزيل عرق رول اون,True,36.51,0.8181818181818182,4.5,الجمال والعنايه,selected
40,183,كريم مرطب SPF 50 - اصدار خاص,False,171.04,0.4074074074074074,4.4,الجمال والعنايه,peer
40,182,سيروم فيتامين سي - اصدار خاص,False,190.33,2.1538461538461537,3.9,الجمال والعنايه,peer
40,160,زيت ارغان طبيعي - اصدار خاص,False,298.73,3.5,4.3,الجمال والعنايه,peer
40,36,عطر رجالي عودي,False,703.99,1.7222222222222223,4.0,الجمال والعنايه,peer
40,187,عطر رجالي عودي - اصدار خاص,False,521.01,2.2,4.5,الجمال والعنايه,peer
41,41,حذاء جري احترافي,True,708.68,42.66666666666666,4.8,الرياضه واللياقه,selected
41,48,حقيبه رياضيه جيم,False,377.48,40.69230769230769,4.0,الرياضه واللياقه,peer
41,42,لباس رياضي ضاغط,False,162.27,37.642857142857146,3.1,الرياضه واللياقه,peer
41,50,عداد خطوات ذكي,False,103.84,37.5,3.2,الرياضه واللياقه,peer
41,46,حصيره يوغا مضاده للانزلاق,False,121.09,37.54545454545455,4.0,الرياضه واللياقه,peer
41,47,اوزان حديد طقم 20 كيلو,False,691.19,30.454545454545453,3.2,الرياضه واللياقه,peer
42,42,لباس رياضي ضاغط,True,162.27,37.642857142857146,3.1,الرياضه واللياقه,selected
42,50,عداد خطوات ذكي,False,103.84,37.5,3.2,الرياضه واللياقه,peer
42,47,اوزان حديد طقم 20 كيلو,False,691.19,30.454545454545453,3.2,الرياضه واللياقه,peer
42,48,حقيبه رياضيه جيم,False,377.48,40.69230769230769,4.0,الرياضه واللياقه,peer
42,41,حذاء جري احترافي,False,708.68,42.66666666666666,4.8,الرياضه واللياقه,peer
42,46,حصيره يوغا مضاده للانزلاق,False,121.09,37.54545454545455,4.0,الرياضه واللياقه,peer
43,43,دراجه هواييه جبليه,True,1574.27,2.4285714285714284,3.1,الرياضه واللياقه,selected
43,139,حقيبه رياضيه جيم - اصدار خاص,False,351.69,1.411764705882353,3.6,الرياضه واللياقه,peer
43,165,حذاء جري احترافي - اصدار خاص,False,867.11,2.25,4.2,الرياضه واللياقه,peer
43,71,حصيره يوغا مضاده للانزلاق - اصدار خاص,False,241.15,2.1818181818181817,3.9,الرياضه واللياقه,peer
43,86,لباس رياضي ضاغط - اصدار خاص,False,336.99,1.4705882352941178,4.3,الرياضه واللياقه,peer
43,49,جهاز قياس ضغط الدم,False,247.85,1.0,4.5,الرياضه واللياقه,peer
44,44,جهاز مشي كهربايي,True,1768.56,1.6666666666666667,4.7,الرياضه واللياقه,selected
44,96,دراجه هواييه جبليه - اصدار خاص,False,2249.21,0.627906976744186,4.3,الرياضه واللياقه,peer
44,86,لباس رياضي ضاغط - اصدار خاص,False,336.99,1.4705882352941178,4.3,الرياضه واللياقه,peer
44,165,حذاء جري احترافي - اصدار خاص,False,867.11,2.25,4.2,الرياضه واللياقه,peer
44,49,جهاز قياس ضغط الدم,False,247.85,1.0,4.5,الرياضه واللياقه,peer
44,95,كره قدم رسميه فيفا - اصدار خاص,False,217.5,2.117647058823529,4.0,الرياضه واللياقه,peer
45,45,كره قدم رسميه فيفا,True,207.67,0.4909090909090909,4.9,الرياضه واللياقه,selected
45,148,حذاء جري احترافي - اصدار خاص,False,658.67,3.2,4.3,الرياضه واللياقه,peer
45,167,حقيبه رياضيه جيم - اصدار خاص,False,104.4,1.4444444444444444,3.8,الرياضه واللياقه,peer
45,123,عداد خطوات ذكي - اصدار خاص,False,140.92,2.0,4.2,الرياضه واللياقه,peer
45,173,حذاء جري احترافي - اصدار خاص,False,426.85,3.375,4.7,الرياضه واللياقه,peer
45,157,جهاز قياس ضغط الدم - اصدار خاص,False,278.2,1.9166666666666667,4.7,الرياضه واللياقه,peer
46,46,حصيره يوغا مضاده للانزلاق,True,121.09,37.54545454545455,4.0,الرياضه واللياقه,selected
46,48,حقيبه رياضيه جيم,False,377.48,40.69230769230769,4.0,الرياضه واللياقه,peer
46,41,حذاء جري احترافي,False,708.68,42.66666666666666,4.8,الرياضه واللياقه,peer
46,50,عداد خطوات ذكي,False,103.84,37.5,3.2,الرياضه واللياقه,peer
46,42,لباس رياضي ضاغط,False,162.27,37.642857142857146,3.1,الرياضه واللياقه,peer
46,47,اوزان حديد طقم 20 كيلو,False,691.19,30.454545454545453,3.2,الرياضه واللياقه,peer
