product_id,peer_rank,peer_product_id,peer_name,peer_similarity_score
24,2,61,فرن كهربايي 60 لتر - اصدار خاص,0.857553121129075
24,3,170,فرن كهربايي 60 لتر - اصدار خاص,0.8406628045017795
24,4,136,فرن كهربايي 60 لتر - اصدار خاص,0.8232452131998659
24,5,101,مجموعه سكاكين مطبخ - اصدار خاص,0.8200626775964712
25,1,26,طقم اواني طهي غرانيت,0.9256281504863981
25,2,28,خلاط كهربايي متعدد الوظايف,0.8491664688559264
25,3,29,مجموعه سكاكين مطبخ,0.7956216181531498
25,4,3,سماعات لاسلكيه,0.6664961087403865
25,5,41,حذاء جري احترافي,0.6587379351335023
26,1,25,ماكينه قهوه اسبريسو,0.9256281504863981
26,2,29,مجموعه سكاكين مطبخ,0.8593064120671453
26,3,28,خلاط كهربايي متعدد الوظايف,0.8542125632762929
26,4,46,حصيره يوغا مضاده للانزلاق,0.623135797148411
26,5,48,حقيبه رياضيه جيم,0.6155146340622967
27,1,30,مكواه بخاريه احترافيه,0.9363436240816909
27,2,119,ماكينه قهوه اسبريسو - اصدار خاص,0.8903010062904533
27,3,111,مكواه بخاريه احترافيه - اصدار خاص,0.8720236790538364
27,4,22,غساله اوتوماتيك 8 كيلو,0.8717170265327483
27,5,80,ماكينه قهوه اسبريسو - اصدار خاص,0.8415670224314858
28,1,26,طقم اواني طهي غرانيت,0.8542125632762929
28,2,25,ماكينه قهوه اسبريسو,0.8491664688559264
28,3,29,مجموعه سكاكين مطبخ,0.7467495202361738
28,4,3,سماعات لاسلكيه,0.6027425350405009
28,5,42,لباس رياضي ضاغط,0.5684169036107767
29,1,26,طقم اواني طهي غرانيت,0.8593064120671453
29,2,25,ماكينه قهوه اسبريسو,0.7956216181531498
29,3,28,خلاط كهربايي متعدد الوظايف,0.7467495202361738
29,4,46,حصيره يوغا مضاده للانزلاق,0.5550995597764754
29,5,48,حقيبه رياضيه جيم,0.5254498243449535
30,1,27,فرن كهربايي 60 لتر,0.9363436240816909
30,2,111,مكواه بخاريه احترافيه - اصدار خاص,0.8510970345135895
30,3,119,ماكينه قهوه اسبريسو - اصدار خاص,0.829591656437409
30,4,22,غساله اوتوماتيك 8 كيلو,0.825777638419056
30,5,91,فرن كهربايي 60 لتر - اصدار خاص,0.7417854408361325
31,1,33,مجموعه عنايه بالشعر,0.9188210075114076
31,2,79,سيروم فيتامين سي - اصدار خاص,0.8833700362816077
31,3,34,طقم مكياج احترافي,0.8528487935079072
31,4,39,قناع وجه كولاجين,0.8491598335122493
31,5,35,عطر نسايي زهري,0.8316669412381237
32,1,79,سيروم فيتامين سي - اصدار خاص,0.962224931350931
32,2,35,عطر نسايي زهري,0.8265547081780431
32,3,31,كريم مرطب SPF 50,0.8234253743904396
32,4,39,قناع وجه كولاجين,0.8180174313600765
32,5,33,مجموعه عنايه بالشعر,0.8154858805308698
33,1,35,عطر نسايي زهري,0.9404253636847785
33,2,31,كريم مرطب SPF 50,0.9188210075114076
33,3,79,سيروم فيتامين سي - اصدار خاص,0.8620871443886303
33,4,38,زيت ارغان طبيعي,0.8492550272638786
33,5,34,طقم مكياج احترافي,0.8314794598063526
34,1,181,عطر رجالي عودي - اصدار خاص,0.8745657856170626
34,2,109,قناع وجه كولاجين - اصدار خاص,0.865470424909145
34,3,31,كريم مرطب SPF 50,0.8528487935079072
34,4,33,مجموعه عنايه بالشعر,0.8314794598063526
34,5,78,عطر رجالي عودي - اصدار خاص,0.8069408858994844
35,1,33,مجموعه عنايه بالشعر,0.9404253636847785
35,2,79,سيروم فيتامين سي - اصدار خاص,0.895578983789656
35,3,31,كريم مرطب SPF 50,0.8316669412381237
35,4,32,سيروم فيتامين سي,0.8265547081780431
35,5,38,زيت ارغان طبيعي,0.7856774556617043
36,1,187,عطر رجالي عودي - اصدار خاص,0.8536946616322942
36,2,122,طقم مكياج احترافي - اصدار خاص,0.8505649656955048
36,3,40,مزيل عرق رول اون,0.8059375498455276
36,4,37,غسول وجه للبشره الحساسه,0.8053181696594429
36,5,143,عطر رجالي عودي - اصدار خاص,0.8001240784543135
37,1,39,قناع وجه كولاجين,0.9826846022786141
37,2,38,زيت ارغان طبيعي,0.9054433121695238
37,3,122,طقم مكياج احترافي - اصدار خاص,0.8765284172758114
37,4,179,مجموعه عنايه بالشعر - اصدار خاص,0.8293429263895415
37,5,132,عطر رجالي عودي - اصدار خاص,0.8195917793043981
38,1,37,غسول وجه للبشره الحساسه,0.9054433121695238
38,2,39,قناع وجه كولاجين,0.8860560943425806
38,3,33,مجموعه عنايه بالشعر,0.8492550272638786
38,4,31,كريم مرطب SPF 50,0.8078829860975214
38,5,36,عطر رجالي عودي,0.7895916131585748
39,1,37,غسول وجه للبشره الحساسه,0.9826846022786141
39,2,38,زيت ارغان طبيعي,0.8860560943425806
39,3,179,مجموعه عنايه بالشعر - اصدار خاص,0.8664466632722118
39,4,122,طقم مكياج احترافي - اصدار خاص,0.8644985818085773
39,5,31,كريم مرطب SPF 50,0.8491598335122493
40,1,183,كريم مرطب SPF 50 - اصدار خاص,0.9351781881655972
40,2,182,سيروم فيتامين سي - اصدار خاص,0.8687719891709162
40,3,160,زيت ارغان طبيعي - اصدار خاص,0.8380659564659642
40,4,36,عطر رجالي عودي,0.8059375498455276
40,5,187,عطر رجالي عودي - اصدار خاص,0.8011415621793017
41,1,48,حقيبه رياضيه جيم,0.9512259622607075
41,2,42,لباس رياضي ضاغط,0.9197882067187587
41,3,50,عداد خطوات ذكي,0.9146814586005224
41,4,46,حصيره يوغا مضاده للانزلاق,0.8974802903993573
41,5,47,اوزان حديد طقم 20 كيلو,0.837463915822791
42,1,50,عداد خطوات ذكي,0.9918917724868221
42,2,47,اوزان حديد طقم 20 كيلو,0.9498454395634631
42,3,48,حقيبه رياضيه جيم,0.9357926168680125
42,4,41,حذاء جري احترافي,0.9197882067187587
42,5,46,حصيره يوغا مضاده للانزلاق,0.8334689454851804
43,1,139,حقيبه رياضيه جيم - اصدار خاص,0.8802770889646236
43,2,165,حذاء جري احترافي - اصدار خاص,0.8781093788509655
43,3,71,حصيره يوغا مضاده للانزلاق - اصدار خاص,0.842554718707113
43,4,86,لباس رياضي ضاغط - اصدار خاص,0.776179119583536
43,5,49,جهاز قياس ضغط الدم,0.7731016408886509
44,1,96,دراجه هواييه جبليه - اصدار خاص,0.8682114687379772
44,2,86,لباس رياضي ضاغط - اصدار خاص,0.7983246471350481
44,3,165,حذاء جري احترافي - اصدار خاص,0.7890097095334122
44,4,49,جهاز قياس ضغط الدم,0.7668888417209033
44,5,95,كره قدم رسميه فيفا - اصدار خاص,0.7637295143507005
45,1,148,حذاء جري احترافي - اصدار خاص,0.9489385820151935
45,2,167,حقيبه رياضيه جيم - اصدار خاص,0.894860981997032
45,3,123,عداد خطوات ذكي - اصدار خاص,0.8919891133804257
45,4,173,حذاء جري احترافي - اصدار خاص,0.8857108239133362
45,5,157,جهاز قياس ضغط الدم - اصدار خاص,0.826561498196501
46,1,48,حقيبه رياضيه جيم,0.9615792433233159
46,2,41,حذاء جري احترافي,0.8974802903993573
46,3,50,عداد خطوات ذكي,0.8659560136196864
46,4,42,لباس رياضي ضاغط,0.8334689454851804
46,5,47,اوزان حديد طقم 20 كيلو,0.8187261639041032
47,1,50,عداد خطوات ذكي,0.970124321448867
47,2,42,لباس رياضي ضاغط,0.9498454395634631
47,3,48,حقيبه رياضيه جيم,0.925346270953239
47,4,41,حذاء جري احترافي,0.837463915822791
47,5,46,حصيره يوغا مضاده للانزلاق,0.8187261639041032
48,1,46,حصيره يوغا مضاده للانزلاق,0.9615792433233159
48,2,50,عداد خطوات ذكي,0.9601507111723016
48,3,41,حذاء جري احترافي,0.9512259622607075
48,4,42,لباس رياضي ضاغط,0.9357926168680125
48,5,47,اوزان حديد طقم 20 كيلو,0.925346270953239
49,1,86,لباس رياضي ضاغط - اصدار خاص,0.961174109194713
49,2,71,حصيره يوغا مضاده للانزلاق - اصدار خاص,0.9299761465532659
49,3,165,حذاء جري احترافي - اصدار خاص,0.9118025890592665
49,4,139,حقيبه رياضيه جيم - اصدار خاص,0.8905169908253892
49,5,98,اوزان حديد طقم 20 كيلو - اصدار خاص,0.8809527731465863
50,1,42,لباس رياضي ضاغط,0.9918917724868221
50,2,47,اوزان حديد طقم 20 كيلو,0.970124321448867
50,3,48,حقيبه رياضيه جيم,0.9601507111723016
50,4,41,حذاء جري احترافي,0.9146814586005224
50,5,46,حصيره يوغا مضاده للانزلاق,0.8659560136196864
51,1,113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,0.9000177130615843
51,2,52,موسوعه التاريخ الاسلامي,0.8903606603969316
51,3,84,كتاب الطبخ العربي التقليدي - اصدار خاص,0.8867174566362739
51,4,59,كتاب تطوير الذات والتحفيز,0.8512484940075907
51,5,55,روايه عربيه بيست سيلر,0.8315642626531724
52,1,59,كتاب تطوير الذات والتحفيز,0.9177996274983184
52,2,200,موسوعه التاريخ الاسلامي - اصدار خاص,0.9051645467136378
52,3,51,كتاب تعلم البرمجه بالعربيه,0.8903606603969316
52,4,55,روايه عربيه بيست سيلر,0.883396395618181
52,5,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.8798337923992595
53,1,74,كتاب الطبخ العربي التقليدي - اصدار خاص,0.8630215392962151
53,2,57,مجموعه كتب الطفل التعليميه,0.853011761405913
53,3,52,موسوعه التاريخ الاسلامي,0.8507693823906161
53,4,58,كتاب الطبخ العربي التقليدي,0.8483189971466584
53,5,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.8463551465424491
54,1,56,دوره برمجه اكاديميه USB,0.795891526729744
54,2,89,كتاب رياده الاعمال والنجاح - اصدار خاص,0.7485387502680723
54,3,51,كتاب تعلم البرمجه بالعربيه,0.7458466524306695
54,4,94,قاموس عربي انجليزي شامل - اصدار خاص,0.7383293676535
54,5,62,كتاب الطبخ العربي التقليدي - اصدار خاص,0.7242520377003661
55,1,59,كتاب تطوير الذات والتحفيز,0.9523466965845379
55,2,200,موسوعه التاريخ الاسلامي - اصدار خاص,0.9157353272706666
55,3,150,اطلس العالم المصور - اصدار خاص,0.9021489871016645
55,4,99,مجموعه كتب الطفل التعليميه - اصدار خاص,0.8932355282706184
55,5,52,موسوعه التاريخ الاسلامي,0.883396395618181
56,1,60,اطلس العالم المصور,0.8402846811584114
56,2,54,قاموس عربي انجليزي شامل,0.795891526729744
56,3,171,موسوعه التاريخ الاسلامي - اصدار خاص,0.7737107840102302
56,4,52,موسوعه التاريخ الاسلامي,0.7733029053705162
56,5,144,كتاب تطوير الذات والتحفيز - اصدار خاص,0.7636710630309137
57,1,58,كتاب الطبخ العربي التقليدي,0.9583012267939864
57,2,60,اطلس العالم المصور,0.9128697329260502
57,3,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.8970758052027353
57,4,144,كتاب تطوير الذات والتحفيز - اصدار خاص,0.8801027135354473
57,5,53,كتاب رياده الاعمال والنجاح,0.853011761405913
58,1,57,مجموعه كتب الطفل التعليميه,0.9583012267939864
58,2,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.9008186909980256
58,3,144,كتاب تطوير الذات والتحفيز - اصدار خاص,0.9006444597101517
58,4,172,كتاب رياده الاعمال والنجاح - اصدار خاص,0.8928214879121311
58,5,193,مجموعه كتب الطفل التعليميه - اصدار خاص,0.8615351855630036
59,1,200,موسوعه التاريخ الاسلامي - اصدار خاص,0.9661651743855494
59,2,99,مجموعه كتب الطفل التعليميه - اصدار خاص,0.9594973620415383
59,3,55,روايه عربيه بيست سيلر,0.9523466965845379
59,4,84,كتاب الطبخ العربي التقليدي - اصدار خاص,0.9369405450224942
59,5,175,مجموعه كتب الطفل التعليميه - اصدار خاص,0.9298466933414256
60,1,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.920255933787291
60,2,57,مجموعه كتب الطفل التعليميه,0.9128697329260502
60,3,144,كتاب تطوير الذات والتحفيز - اصدار خاص,0.908801326350174
60,4,77,دوره برمجه اكاديميه USB - اصدار خاص,0.8972898330422359
60,5,163,دوره برمجه اكاديميه USB - اصدار خاص,0.891479530688271
61,1,170,فرن كهربايي 60 لتر - اصدار خاص,0.9050868710730353
61,2,136,فرن كهربايي 60 لتر - اصدار خاص,0.9038609974145912
61,3,134,ثلاجه نوفروست 350 لتر - اصدار خاص,0.8710006739701407
61,4,197,مكيف هواء انفيرتر 18000 - اصدار خاص,0.8587693209225336
61,5,168,مجموعه سكاكين مطبخ - اصدار خاص,0.8583514432715712
62,1,89,كتاب رياده الاعمال والنجاح - اصدار خاص,0.9726691588040928
62,2,94,قاموس عربي انجليزي شامل - اصدار خاص,0.9174166214381594
62,3,144,كتاب تطوير الذات والتحفيز - اصدار خاص,0.8365997394529653
62,4,171,موسوعه التاريخ الاسلامي - اصدار خاص,0.8267727074359111
62,5,186,كتاب الطبخ العربي التقليدي - اصدار خاص,0.8093377884759749
63,1,127,قميص قطني كلاسيكي - اصدار خاص,0.9210336500192103
63,2,166,فستان سهره انيق - اصدار خاص,0.8941094853449656
63,3,20,حذاء رسمي جلد,0.8898877698267393
63,4,190,حذاء رسمي جلد - اصدار خاص,0.8353160240625398
63,5,129,تيشيرت بولو قطن - اصدار خاص,0.8288751516348716
64,1,78,عطر رجالي عودي - اصدار خاص,0.9179544172785882
64,2,109,قناع وجه كولاجين - اصدار خاص,0.905146415855999
64,3,181,عطر رجالي عودي - اصدار خاص,0.8683953784061444
64,4,160,زيت ارغان طبيعي - اصدار خاص,0.8609127116450714
64,5,182,سيروم فيتامين سي - اصدار خاص,0.8447018540348283
65,1,82,مجموعه سكاكين مطبخ - اصدار خاص,0.9317387670585471
65,2,135,طقم اواني طهي غرانيت - اصدار خاص,0.9108122888229413
65,3,85,ماكينه قهوه اسبريسو - اصدار خاص,0.8927831652848413
65,4,106,فرن كهربايي 60 لتر - اصدار خاص,0.8892307762367098
65,5,111,مكواه بخاريه احترافيه - اصدار خاص,0.8582954243099675
66,1,164,حقيبه يد جلديه - اصدار خاص,0.9683034210680158
66,2,73,فستان سهره انيق - اصدار خاص,0.9536479931146973
66,3,152,شال كشمير ناعم - اصدار خاص,0.9477297866204534
66,4,169,فستان سهره انيق - اصدار خاص,0.9187422685001827
66,5,12,فستان سهره انيق,0.9181625278579617
67,1,97,هاتف ذكي برو ماكس - اصدار خاص,0.8872206583577151
67,2,6,شاشه 4K 27 انش,0.815056350771942
67,3,5,تابلت 10 انش,0.7787214300873949
67,4,174,تابلت 10 انش - اصدار خاص,0.7195144681222508
67,5,112,شاشه 4K 27 انش - اصدار خاص,0.6890227423746723
68,1,142,مكبر صوت بلوتوث - اصدار خاص,0.9336280069458057
68,2,161,شاحن لاسلكي سريع - اصدار خاص,0.9181459868365378
68,3,75,تابلت 10 انش - اصدار خاص,0.8807434715735221
68,4,97,هاتف ذكي برو ماكس - اصدار خاص,0.7893422701335513
68,5,141,ساعه ذكيه سبورت - اصدار خاص,0.7822877804893699
69,1,107,كاميرا ميرورليس - اصدار خاص,0.9693689167641977
69,2,177,لابتوب الترا سليم - اصدار خاص,0.9574035066688116
69,3,108,كاميرا ميرورليس - اصدار خاص,0.9466954399017311
69,4,124,كاميرا ميرورليس - اصدار خاص,0.9292704465894162
69,5,147,هاتف ذكي برو ماكس - اصدار خاص,0.8391800005468975
70,1,119,ماكينه قهوه اسبريسو - اصدار خاص,0.9580481726083085
70,2,197,مكيف هواء انفيرتر 18000 - اصدار خاص,0.931079290716344
70,3,85,ماكينه قهوه اسبريسو - اصدار خاص,0.9186256671834024
70,4,135,طقم اواني طهي غرانيت - اصدار خاص,0.9049522508575505
70,5,106,فرن كهربايي 60 لتر - اصدار خاص,0.8959450113411063
71,1,139,حقيبه رياضيه جيم - اصدار خاص,0.9787264936604676
71,2,165,حذاء جري احترافي - اصدار خاص,0.9568656444115489
71,3,98,اوزان حديد طقم 20 كيلو - اصدار خاص,0.9469688188384159
71,4,86,لباس رياضي ضاغط - اصدار خاص,0.9465251917172249
71,5,49,جهاز قياس ضغط الدم,0.9299761465532659
72,1,87,طقم مكياج احترافي - اصدار خاص,0.8596232741158129
72,2,181,عطر رجالي عودي - اصدار خاص,0.8418566849912533
72,3,132,عطر رجالي عودي - اصدار خاص,0.7988045958043348
72,4,183,كريم مرطب SPF 50 - اصدار خاص,0.7877579975619371
72,5,189,مزيل عرق رول اون - اصدار خاص,0.7621204736332969
73,1,83,فستان سهره انيق - اصدار خاص,0.9771908936575023
73,2,169,فستان سهره انيق - اصدار خاص,0.9636625973145305
73,3,17,شال كشمير ناعم,0.9538677437804897
73,4,66,قميص قطني كلاسيكي - اصدار خاص,0.9536479931146973
73,5,15,حذاء رياضي مريح,0.9368340433859811
74,1,145,قاموس عربي انجليزي شامل - اصدار خاص,0.9453503654941406
74,2,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.9365850255266903
74,3,175,مجموعه كتب الطفل التعليميه - اصدار خاص,0.9207648256077874
74,4,120,روايه عربيه بيست سيلر - اصدار خاص,0.9170877407359027
74,5,172,كتاب رياده الاعمال والنجاح - اصدار خاص,0.9066653377726165
75,1,141,ساعه ذكيه سبورت - اصدار خاص,0.920651102812445
75,2,161,شاحن لاسلكي سريع - اصدار خاص,0.9063752652157542
75,3,115,شاحن لاسلكي سريع - اصدار خاص,0.8893104645960479
75,4,68,تابلت 10 انش - اصدار خاص,0.8807434715735221
75,5,126,شاحن لاسلكي سريع - اصدار خاص,0.8687250023886368
76,1,114,حقيبه رياضيه جيم - اصدار خاص,0.9844905021601634
76,2,105,حقيبه رياضيه جيم - اصدار خاص,0.9760637491954836
76,3,110,جهاز قياس ضغط الدم - اصدار خاص,0.9645061360246943
76,4,95,كره قدم رسميه فيفا - اصدار خاص,0.9429586620390868
76,5,118,حصيره يوغا مضاده للانزلاق - اصدار خاص,0.8708160807637086
77,1,193,مجموعه كتب الطفل التعليميه - اصدار خاص,0.9526697868513704
77,2,163,دوره برمجه اكاديميه USB - اصدار خاص,0.9481422953787277
77,3,196,اطلس العالم المصور - اصدار خاص,0.9301698295387816
77,4,92,موسوعه التاريخ الاسلامي - اصدار خاص,0.8997833297244453
77,5,60,اطلس العالم المصور,0.8972898330422359
78,1,182,سيروم فيتامين سي - اصدار خاص,0.9533755762664731
78,2,64,عطر رجالي عودي - اصدار خاص,0.9179544172785882
78,3,109,قناع وجه كولاجين - اصدار خاص,0.8858485415894204
78,4,183,كريم مرطب SPF 50 - اصدار خاص,0.8636958175181061
78,5,181,عطر رجالي عودي - اصدار خاص,0.841670186251106
79,1,32,سيروم فيتامين سي,0.962224931350931
79,2,35,عطر نسايي زهري,0.895578983789656
79,3,31,كريم مرطب SPF 50,0.8833700362816077
79,4,33,مجموعه عنايه بالشعر,0.8620871443886303
79,5,39,قناع وجه كولاجين,0.7641386885331549
80,1,128,مكواه بخاريه احترافيه - اصدار خاص,0.8608889176485219
80,2,168,مجموعه سكاكين مطبخ - اصدار خاص,0.8543890677154748
80,3,153,فرن كهربايي 60 لتر - اصدار خاص,0.8472996375166849
80,4,195,فرن كهربايي 60 لتر - اصدار خاص,0.8441249104670498
80,5,27,فرن كهربايي 60 لتر,0.8415670224314858
81,1,112,شاشه 4K 27 انش - اصدار خاص,0.9246407834848365
81,2,90,شاشه 4K 27 انش - اصدار خاص,0.8803119275779588
81,3,102,تابلت 10 انش - اصدار خاص,0.8428247200391098
81,4,147,هاتف ذكي برو ماكس - اصدار خاص,0.7869098551446084
81,5,194,ساعه ذكيه سبورت - اصدار خاص,0.7048218625731754
82,1,135,طقم اواني طهي غرانيت - اصدار خاص,0.9673587669921193
82,2,65,مكنسه كهرباييه لاسلكيه - اصدار خاص,0.9317387670585471
82,3,111,مكواه بخاريه احترافيه - اصدار خاص,0.8976562501655649
82,4,85,ماكينه قهوه اسبريسو - اصدار خاص,0.8669834359179291
82,5,176,فرن كهربايي 60 لتر - اصدار خاص,0.8656001628116969
83,1,73,فستان سهره انيق - اصدار خاص,0.9771908936575023
83,2,169,فستان سهره انيق - اصدار خاص,0.9644161212378916
83,3,17,شال كشمير ناعم,0.9528734655089963
83,4,155,حذاء رياضي مريح - اصدار خاص,0.9285981479695022
83,5,15,حذاء رياضي مريح,0.9067900954226955
84,1,200,موسوعه التاريخ الاسلامي - اصدار خاص,0.9694749424652034
84,2,59,كتاب تطوير الذات والتحفيز,0.9369405450224942
