product_id,name,display_name,category,subcategory,brand,price,image_url,has_image,view,cart,purchase,purchase_signal,views,cart_adds,total_orders,carts,purchases,unique_viewers,unique_cart_users,event_unique_buyers,order_unique_buyers,unique_buyers_raw,unique_cart_users_bounded,unique_buyers,sales_without_view_signal_flag,revenue,ordered_quantity,purchase_orders,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate,cart_abandon_rate,cart_rate,purchase_conversion_rate,cart_abandonment_rate,product_class,z_score,z_composite_score,priority_rank,rank_within_class_best,action_priority,conversion_rate,category_avg_conversion,category_median_conversion,category_avg_views,relative_conversion_vs_category,insufficient_views_flag,insufficient_purchases_flag,insufficient_cart_data_flag,confidence_level,insufficient_data_flag,low_visibility_flag,high_abandonment_flag,low_conversion_flag,low_engagement_flag,diagnostic_status_label,diagnostic_status_sub_label,diagnostic_reason_short,diagnostic_reason,rating,review_count,product_age_days,description_length,description_length_words,description_length_chars,number_of_images,total_sales_value,unique_order_count,avg_review_rating,total_views,total_cart_adds,total_event_purchases,analysis_start_date,analysis_end_date,peer_product_ids,peer_names,peer_avg_price,peer_avg_rating,peer_avg_conversion,top_similarity_score,top_peer_product_id,top_peer_name,price_gap_flag,rating_gap_flag,review_gap_flag,image_gap_flag,content_gap_flag,new_product_flag,category_context_flag,context_primary_gap,context_secondary_gap,contextual_risk_score,contextual_weakness_reason,similarity_cluster,bundle_partner_product_id,bundle_partner_name,bundle_partner_image_url,bundle_strategy,bundle_score,bundle_reason,bundle_business_explanation,has_bundle_opportunity,root_cause,root_cause_details,performance_status,performance_substatus,all_issues,issues_count,recommended_action_primary,recommended_action_primary_ar,recommended_action_secondary,recommended_action_secondary_ar,action_type,recommended_action,recommended_action_ar,evidence_line_1,evidence_line_2,evidence_line_3,priority_score,priority_tier,urgency_level
7,كاميرا ميرورليس,كاميرا ميرورليس,الالكترونيات,unknown_subcategory,ال جي,2063.12,,False,23,3,0,33,23,3,0,3,23,21,3.0,0.0,32,32.0,3.0,21.0,False,78398.56,38,33,0.1304347826086956,0.0,0.0,1.0,0.1304347826086956,1.5714285714285714,1.0,Moderate,-0.2459477654956256,-0.2459477654956256,74.0,74.0,74.0,0.0,7.961233440029987,1.9,20.12121212121212,0.197385063918268,False,False,False,High,False,False,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.5,0,1169.0,76,11,76,7,78398.56,33,3.5,23,3,0,2024-01-01,2024-12-30,177|102|107|194|69,لابتوب الترا سليم - اصدار خاص|تابلت 10 انش - اصدار خاص|كاميرا ميرورليس - اصدار خاص|ساعه ذكيه سبورت - اصدار خاص|لابتوب الترا سليم - اصدار خاص,3270.646,3.18,2.0751608187134503,0.854697716387129,177,لابتوب الترا سليم - اصدار خاص,True,False,True,False,False,False,True,pricing,trust,5.0,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,0,3,سماعات لاسلكيه,,Substitute,0.9,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",Moderate Performance,High Abandonment + High Price vs Peers,conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with سماعات لاسلكيه where relevant.,فعّل باقة او ربطا مع المنتج سماعات لاسلكيه عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 157.14% vs category avg 796.12%.,Price is above peer average (2063.12 vs 3270.65).,Cart abandonment is high at 100.00%.,52.62,Medium,Medium
77,دوره برمجه اكاديميه USB - اصدار خاص,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,unknown_subcategory,الوراق,193.57,,False,40,9,0,27,40,9,0,9,27,39,9.0,0.0,27,27.0,9.0,27.0,False,5807.099999999999,30,27,0.225,0.0,0.0,1.0,0.225,0.6923076923076923,1.0,Moderate,0.0435621137923889,0.0435621137923889,37.0,37.0,37.0,0.0,3.3634956997365264,2.083333333333333,23.17142857142857,0.2058298134176068,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.4,0,1165.0,83,15,83,6,5807.099999999999,27,3.4,40,9,0,2024-01-01,2024-12-30,193|163|196|92|60,مجموعه كتب الطفل التعليميه - اصدار خاص|دوره برمجه اكاديميه USB - اصدار خاص|اطلس العالم المصور - اصدار خاص|موسوعه التاريخ الاسلامي - اصدار خاص|اطلس العالم المصور,278.62800000000004,3.56,2.0405695611577963,0.9526697868513704,193,مجموعه كتب الطفل التعليميه - اصدار خاص,True,True,True,False,False,False,True,pricing,trust,6.5,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3,150,اطلس العالم المصور - اصدار خاص,,Substitute,1.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",Moderate Performance,High Abandonment + High Price vs Peers,conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with اطلس العالم المصور - اصدار خاص where relevant.,فعّل باقة او ربطا مع المنتج اطلس العالم المصور - اصدار خاص عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 69.23% vs category avg 336.35%.,Price is above peer average (193.57 vs 278.63).,Rating trails peers (3.40 vs 3.56).,52.57,Medium,Medium
69,لابتوب الترا سليم - اصدار خاص,لابتوب الترا سليم - اصدار خاص,الالكترونيات,unknown_subcategory,اوبو,5185.33,,False,17,5,0,27,17,5,0,5,17,16,5.0,0.0,26,26.0,5.0,16.0,False,150374.57,29,27,0.2941176470588235,0.0,0.0,1.0,0.2941176470588235,1.6875,1.0,Moderate,-0.2218328630812206,-0.2218328630812206,70.0,70.0,70.0,0.0,7.961233440029987,1.9,20.12121212121212,0.21196464250314,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,2.5,0,1204.0,82,14,82,5,150374.57,27,2.5,17,5,0,2024-01-01,2024-12-30,107|177|108|124|147,كاميرا ميرورليس - اصدار خاص|لابتوب الترا سليم - اصدار خاص|كاميرا ميرورليس - اصدار خاص|كاميرا ميرورليس - اصدار خاص|هاتف ذكي برو ماكس - اصدار خاص,4545.302000000001,3.3600000000000003,2.200327762753392,0.9693689167641976,107,كاميرا ميرورليس - اصدار خاص,True,True,True,False,False,False,True,pricing,trust,6.5,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,0,3,سماعات لاسلكيه,,Substitute,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",Moderate Performance,High Abandonment + High Price vs Peers,conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with سماعات لاسلكيه where relevant.,فعّل باقة او ربطا مع المنتج سماعات لاسلكيه عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 168.75% vs category avg 796.12%.,Price is above peer average (5185.33 vs 4545.30).,Rating trails peers (2.50 vs 3.36).,52.43,Medium,Medium
108,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,5179.59,,False,19,11,0,34,19,11,0,11,19,19,11.0,0.0,32,32.0,11.0,19.0,False,191644.83,37,34,0.5789473684210527,0.0,0.0,1.0,0.5789473684210527,1.7894736842105263,1.0,Moderate,0.0111495636055273,0.0111495636055273,39.0,39.0,39.0,0.0,7.961233440029987,1.9,20.12121212121212,0.2247734220696066,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.3,0,1212.0,85,15,85,2,191644.83,34,3.3,19,11,0,2024-01-01,2024-12-30,124|69|147|107|177,كاميرا ميرورليس - اصدار خاص|لابتوب الترا سليم - اصدار خاص|هاتف ذكي برو ماكس - اصدار خاص|كاميرا ميرورليس - اصدار خاص|لابتوب الترا سليم - اصدار خاص,4546.45,3.2,2.179933025911287,0.9747972668547374,124,كاميرا ميرورليس - اصدار خاص,True,True,True,True,False,False,True,pricing,trust,7.6,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,0,9,راوتر واي فاي 6,,Substitute,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | content): The product appears overpriced relative to its closest peer group. Also: Product content richness or image coverage lags similar products.",Moderate Performance,High Abandonment + High Price vs Peers + Weak Content,conversion_friction|pricing|trust|content,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with راوتر واي فاي 6 where relevant.,فعّل باقة او ربطا مع المنتج راوتر واي فاي 6 عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 178.95% vs category avg 796.12%.,Price is above peer average (5179.59 vs 4546.45).,Rating trails peers (3.30 vs 3.20).,52.25,Medium,Medium
191,غساله اوتوماتيك 8 كيلو - اصدار خاص,غساله اوتوماتيك 8 كيلو - اصدار خاص,المنزل والمطبخ,unknown_subcategory,هايسنس,2178.66,,False,24,10,0,23,24,10,0,10,23,23,10.0,0.0,21,21.0,10.0,21.0,False,54466.5,25,23,0.4166666666666667,0.0,0.0,1.0,0.4166666666666667,1.0,1.0,Moderate,-0.059967278753052,-0.059967278753052,41.0,41.0,41.0,0.0,4.391284662352632,1.9285714285714288,21.80555555555556,0.2277237931244133,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1201.0,78,13,78,2,54466.5,23,2.8,24,10,0,2024-01-01,2024-12-30,178|85|153|170|162,مكيف هواء انفيرتر 18000 - اصدار خاص|ماكينه قهوه اسبريسو - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص|ثلاجه نوفروست 350 لتر - اصدار خاص,1688.814,3.3,1.6649859943977592,0.880163454806798,178,مكيف هواء انفيرتر 18000 - اصدار خاص,True,True,True,True,False,False,True,pricing,trust,6.6,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4,195,فرن كهربايي 60 لتر - اصدار خاص,,Substitute,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | content): The product appears overpriced relative to its closest peer group. Also: Product content richness or image coverage lags similar products.",Moderate Performance,High Abandonment + High Price vs Peers + Weak Content,conversion_friction|pricing|trust|content,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with فرن كهربايي 60 لتر - اصدار خاص where relevant.,فعّل باقة او ربطا مع المنتج فرن كهربايي 60 لتر - اصدار خاص عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 100.00% vs category avg 439.13%.,Price is above peer average (2178.66 vs 1688.81).,Rating trails peers (2.80 vs 3.30).,52.2,Medium,Medium
165,حذاء جري احترافي - اصدار خاص,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اديداس,867.11,,False,12,3,0,27,12,3,0,3,12,12,3.0,0.0,26,26.0,3.0,12.0,False,25146.19,29,27,0.25,0.0,0.0,1.0,0.25,2.25,1.0,Moderate,-0.3704796211681421,-0.3704796211681421,123.0,123.0,123.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.2644038573714278,False,False,False,High,False,False,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.2,0,1224.0,84,14,84,4,25146.19,27,4.2,12,3,0,2024-01-01,2024-12-30,139|71|86|98|49,حقيبه رياضيه جيم - اصدار خاص|حصيره يوغا مضاده للانزلاق - اصدار خاص|لباس رياضي ضاغط - اصدار خاص|اوزان حديد طقم 20 كيلو - اصدار خاص|جهاز قياس ضغط الدم,325.34,4.08,1.6855614973262036,0.9593010037112149,139,حقيبه رياضيه جيم - اصدار خاص,True,False,True,False,False,False,True,pricing,trust,5.0,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,1,48,حقيبه رياضيه جيم,,Substitute,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing): The product appears overpriced relative to its closest peer group.",Moderate Performance,High Abandonment + High Price vs Peers,conversion_friction|pricing|trust,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with حقيبه رياضيه جيم where relevant.,فعّل باقة او ربطا مع المنتج حقيبه رياضيه جيم عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 225.00% vs category avg 850.97%.,Price is above peer average (867.11 vs 325.34).,Cart abandonment is high at 100.00%.,51.75,Medium,Medium
135,طقم اواني طهي غرانيت - اصدار خاص,طقم اواني طهي غرانيت - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,248.61,,False,33,5,0,36,33,5,0,5,33,30,5.0,0.0,34,34.0,5.0,30.0,False,9944.4,40,36,0.1515151515151515,0.0,0.0,1.0,0.1515151515151515,1.2,1.0,Moderate,-0.1183714900853073,-0.1183714900853073,47.0,47.0,47.0,0.0,4.391284662352632,1.9285714285714288,21.80555555555556,0.273268551749296,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1105.0,87,16,87,4,9944.4,36,2.8,33,5,0,2024-01-01,2024-12-30,82|106|65|70|85,مجموعه سكاكين مطبخ - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص|مكنسه كهرباييه لاسلكيه - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص|ماكينه قهوه اسبريسو - اصدار خاص,867.5380000000001,2.78,1.9506493506493503,0.9673587669921192,82,مجموعه سكاكين مطبخ - اصدار خاص,False,True,True,False,False,False,True,trust,none,5.3,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4,176,فرن كهربايي 60 لتر - اصدار خاص,,Substitute,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers.",Moderate Performance,High Abandonment,conversion_friction|trust,2,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with فرن كهربايي 60 لتر - اصدار خاص where relevant.,فعّل باقة او ربطا مع المنتج فرن كهربايي 60 لتر - اصدار خاص عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 120.00% vs category avg 439.13%.,Rating trails peers (2.80 vs 2.78).,Cart abandonment is high at 100.00%.,51.68,Medium,Medium
70,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,فيليبس,1076.29,,False,22,6,0,26,22,6,0,6,22,22,6.0,0.0,24,24.0,6.0,22.0,False,32288.7,30,26,0.2727272727272727,0.0,0.0,1.0,0.2727272727272727,1.181818181818182,1.0,Moderate,-0.2014044324264822,-0.2014044324264822,64.0,64.0,64.0,0.0,4.391284662352632,1.9285714285714288,21.80555555555556,0.2691281191470339,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.1,0,1121.0,74,13,74,2,32288.7,26,3.1,22,6,0,2024-01-01,2024-12-30,119|197|85|135|106,ماكينه قهوه اسبريسو - اصدار خاص|مكيف هواء انفيرتر 18000 - اصدار خاص|ماكينه قهوه اسبريسو - اصدار خاص|طقم اواني طهي غرانيت - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص,1046.4879999999998,3.04,1.3137662337662337,0.9580481726083084,119,ماكينه قهوه اسبريسو - اصدار خاص,False,True,True,True,False,False,True,trust,content,6.4,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4,176,فرن كهربايي 60 لتر - اصدار خاص,,Substitute,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | content): Product content richness or image coverage lags similar products.",Moderate Performance,High Abandonment + Weak Content,conversion_friction|trust|content,3,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with فرن كهربايي 60 لتر - اصدار خاص where relevant.,فعّل باقة او ربطا مع المنتج فرن كهربايي 60 لتر - اصدار خاص عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 118.18% vs category avg 439.13%.,Rating trails peers (3.10 vs 3.04).,Cart abandonment is high at 100.00%.,51.68,Medium,Medium
98,اوزان حديد طقم 20 كيلو - اصدار خاص,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نايكي,449.02,,False,11,3,0,26,11,3,0,3,11,11,3.0,0.0,26,26.0,3.0,11.0,False,13470.6,30,26,0.2727272727272727,0.0,0.0,1.0,0.2727272727272727,2.363636363636364,1.0,Moderate,-0.3844485749777825,-0.3844485749777825,134.0,134.0,134.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.277757587541702,False,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.1,0,1192.0,88,17,88,6,13470.6,26,4.1,11,3,0,2024-01-01,2024-12-30,86|71|165|139|95,لباس رياضي ضاغط - اصدار خاص|حصيره يوغا مضاده للانزلاق - اصدار خاص|حذاء جري احترافي - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|كره قدم رسميه فيفا - اصدار خاص,402.888,4.0,1.886363636363636,0.9481462997960352,86,لباس رياضي ضاغط - اصدار خاص,True,False,True,False,False,False,True,pricing,trust,5.0,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,1,48,حقيبه رياضيه جيم,,Substitute,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",Moderate Performance,High Abandonment + High Price vs Peers + Low Visibility,conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with حقيبه رياضيه جيم where relevant.,فعّل باقة او ربطا مع المنتج حقيبه رياضيه جيم عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 236.36% vs category avg 850.97%.,Price is above peer average (449.02 vs 402.89).,Cart abandonment is high at 100.00%.,51.61,Medium,Medium
43,دراجه هواييه جبليه,دراجه هواييه جبليه,الرياضه واللياقه,unknown_subcategory,نايكي,1574.27,,False,7,2,0,17,7,2,0,2,7,7,2.0,0.0,17,17.0,2.0,7.0,False,29911.13,19,17,0.2857142857142857,0.0,0.0,1.0,0.2857142857142857,2.4285714285714284,1.0,Moderate,-0.4614094528603355,-0.4614094528603355,167.0,167.0,167.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.2853882904961443,True,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.1,0,1243.0,72,12,72,5,29911.13,17,3.1,7,2,0,2024-01-01,2024-12-30,139|165|71|86|49,حقيبه رياضيه جيم - اصدار خاص|حذاء جري احترافي - اصدار خاص|حصيره يوغا مضاده للانزلاق - اصدار خاص|لباس رياضي ضاغط - اصدار خاص|جهاز قياس ضغط الدم,408.958,4.1,1.6628342245989305,0.8802770889646236,139,حقيبه رياضيه جيم - اصدار خاص,True,True,True,False,False,False,True,pricing,trust,6.5,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,1,48,حقيبه رياضيه جيم,,Substitute,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,True,conversion_friction,"Cart activity exists, but too few cart users convert to buyers. Additional issues detected (conversion_friction | pricing | visibility): The product appears overpriced relative to its closest peer group. Also: The product receives limited qualified visibility in the selected period.",Moderate Performance,High Abandonment + High Price vs Peers + Low Visibility,conversion_friction|pricing|trust|visibility,4,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Bundle with حقيبه رياضيه جيم where relevant.,فعّل باقة او ربطا مع المنتج حقيبه رياضيه جيم عندما يكون ذلك مناسبا.,conversion+bundle,Investigate checkout or value-friction and reduce drop-off after add-to-cart.,افحص تعثر ما بعد الاضافة للسلة وخفف اسباب الانسحاب قبل الشراء.,Conversion 242.86% vs category avg 850.97%.,Price is above peer average (1574.27 vs 408.96).,Rating trails peers (3.10 vs 4.10).,51.49,Medium,Medium
