order_item_id,user_id,order_id,product_id,quantity,item_price
368,350,118,129,1,94.56
369,12,119,42,1,162.27
370,12,119,46,1,121.09
371,134,120,131,1,457.64
372,134,120,17,1,281.04
373,134,120,25,1,958.76
374,134,120,26,1,547.5
375,134,120,28,1,207.71
376,134,120,29,1,137.26
377,436,121,42,1,162.27
378,436,121,46,1,121.09
379,436,121,48,1,377.48
380,436,121,113,1,61.24
381,436,121,50,1,103.84
382,436,121,60,1,325.99
383,193,122,2,1,6856.93
384,193,122,3,1,182.88
385,70,123,100,1,418.81
386,78,124,48,2,377.48
387,78,124,41,1,708.68
388,78,124,42,1,162.27
389,78,124,47,1,691.19
390,111,125,180,1,279.71
391,111,125,70,1,1076.29
392,278,126,160,1,298.73
393,82,127,84,1,98.36
394,106,128,33,1,404.5
395,106,128,34,1,269.1
396,106,128,38,1,325.54
397,180,129,2,1,6856.93
398,28,130,164,1,297.97
399,28,130,37,1,113.29
400,28,130,41,1,708.68
401,28,130,42,1,162.27
402,28,130,47,1,691.19
403,300,131,32,2,182.43
404,300,131,37,1,113.29
405,300,131,77,1,193.57
406,300,131,85,1,1742.75
407,300,131,31,1,118.65
408,387,132,50,1,103.84
409,387,132,4,1,1045.02
410,361,133,25,1,958.76
411,361,133,26,1,547.5
412,361,133,28,1,207.71
413,361,133,29,1,137.26
414,173,134,32,1,182.43
415,173,134,37,1,113.29
416,173,134,39,1,51.31
417,173,134,135,1,248.61
418,173,134,183,1,171.04
419,173,134,31,1,118.65
420,348,135,140,1,61.32
421,405,136,56,1,327.69
422,405,136,35,2,790.82
423,474,137,112,1,2651.9
424,474,137,2,1,6856.93
425,47,138,33,2,404.5
426,47,138,34,1,269.1
427,47,138,46,1,121.09
428,86,139,30,1,583.67
429,239,140,87,1,281.44
430,344,141,1,1,5429.43
431,344,141,10,1,96.42
432,344,141,4,1,1045.02
433,481,142,136,2,1233.09
434,310,143,1,1,5429.43
435,310,143,3,2,182.88
436,310,143,4,1,1045.02
437,468,144,32,1,182.43
438,468,144,39,1,51.31
439,468,144,31,1,118.65
440,456,145,41,1,708.68
441,456,145,177,1,3544.65
442,456,145,25,1,958.76
443,456,145,26,1,547.5
444,456,145,28,1,207.71
445,456,145,29,1,137.26
446,267,146,33,1,404.5
447,267,146,34,2,269.1
448,267,146,35,1,790.82
449,267,146,38,1,325.54
450,19,147,82,1,482.06
451,66,148,37,1,113.29
452,66,148,41,1,708.68
453,66,148,47,2,691.19
454,66,148,48,1,377.48
455,66,148,93,2,304.48
456,253,149,197,1,1440.46
457,253,149,25,1,958.76
458,253,149,26,1,547.5
459,253,149,28,1,207.71
460,253,149,29,1,137.26
461,211,150,189,1,46.18
462,211,150,182,1,190.33
463,226,151,32,1,182.43
464,226,151,39,1,51.31
465,226,151,37,1,113.29
466,226,151,31,1,118.65
467,412,152,32,1,182.43
468,412,152,4,1,1045.02
469,412,152,37,1,113.29
470,412,152,39,1,51.31
471,412,152,31,1,118.65
472,371,153,1,1,5429.43
473,371,153,3,1,182.88
474,371,153,4,1,1045.02
475,371,153,10,1,96.42
476,371,153,78,1,637.27
477,371,153,143,1,602.95
478,131,154,198,1,440.15
479,389,155,32,1,182.43
480,389,155,64,1,578.73
481,389,155,37,1,113.29
482,389,155,39,1,51.31
483,389,155,31,1,118.65
484,309,156,1,1,5429.43
485,309,156,3,1,182.88
486,309,156,135,1,248.61
487,309,156,10,1,96.42
488,309,156,89,2,73.16
489,282,157,36,1,703.99
490,304,158,182,1,190.33
491,499,159,1,1,5429.43
492,499,159,10,1,96.42
493,499,159,3,1,182.88
494,499,159,174,1,886.97
495,45,160,25,1,958.76
496,45,160,26,1,547.5
497,45,160,29,1,137.26
498,356,161,32,1,182.43
499,356,161,37,1,113.29
500,499,162,48,1,377.48
501,499,162,42,1,162.27
502,499,162,50,1,103.84
503,499,162,46,1,121.09
504,296,163,161,1,280.14
505,296,163,151,1,71.91
506,286,164,33,1,404.5
507,168,165,25,1,958.76
508,168,165,28,1,207.71
509,168,165,29,1,137.26
510,49,166,160,1,298.73
511,49,166,174,1,886.97
512,283,167,32,1,182.43
513,283,167,37,1,113.29
514,283,167,39,2,51.31
515,283,167,89,1,73.16
516,283,167,31,1,118.65
517,207,168,10,1,96.42
518,243,169,2,1,6856.93
519,243,169,3,1,182.88
520,243,169,6,1,2618.75
521,335,170,25,1,958.76
522,335,170,26,1,547.5
523,335,170,129,1,94.56
524,335,170,29,1,137.26
525,176,171,25,1,958.76
526,176,171,26,1,547.5
527,176,171,28,1,207.71
528,176,171,29,1,137.26
529,148,172,17,2,281.04
530,148,172,2,1,6856.93
531,148,172,3,1,182.88
532,148,172,165,1,867.11
533,114,173,33,1,404.5
534,114,173,34,1,269.1
535,114,173,35,1,790.82
536,114,173,38,1,325.54
537,378,174,148,1,658.67
538,378,174,5,1,1043.64
539,269,175,68,1,1081.84
540,30,176,33,1,404.5
541,30,176,34,1,269.1
542,30,176,35,1,790.82
543,30,176,38,2,325.54
544,195,177,191,1,2178.66
545,176,178,186,1,109.52
546,176,178,6,1,2618.75
547,159,179,178,1,3002.16
548,159,179,124,1,4869.43
549,452,180,25,1,958.76
550,452,180,26,1,547.5
551,452,180,59,1,88.07
552,452,180,28,1,207.71
553,452,180,29,1,137.26
554,52,181,35,2,790.82
555,52,181,51,1,66.67
556,52,181,20,1,600.91
557,52,181,54,1,131.19
558,52,181,56,1,327.69
559,216,182,106,1,449.77
560,216,182,51,1,66.67
561,216,182,53,1,95.99
562,216,182,54,1,131.19
563,216,182,26,2,547.5
564,88,183,96,1,2249.21
565,88,183,51,2,66.67
566,88,183,118,2,175.91
567,88,183,54,1,131.19
568,88,183,56,1,327.69
569,218,184,42,1,162.27
570,218,184,46,1,121.09
571,218,184,48,1,377.48
572,218,184,50,1,103.84
573,218,184,119,1,1350.85
574,102,185,160,1,298.73
575,176,186,33,1,404.5
576,176,186,34,1,269.1
577,176,186,35,1,790.82
578,176,186,191,1,2178.66
579,42,187,9,1,864.52
580,42,187,2,1,6856.93
581,42,187,6,1,2618.75
582,47,188,112,1,2651.9
583,47,188,85,1,1742.75
584,375,189,33,1,404.5
585,375,189,34,1,269.1
586,375,189,102,1,1982.66
587,193,190,160,1,298.73
588,193,190,22,1,2057.09
589,193,190,25,1,958.76
590,193,190,26,1,547.5
591,193,190,28,1,207.71
592,193,190,29,2,137.26
593,401,191,25,2,958.76
594,401,191,26,1,547.5
595,401,191,29,1,137.26
596,234,192,2,1,6856.93
597,234,192,3,1,182.88
598,234,192,6,1,2618.75
599,234,192,9,1,864.52
600,234,192,76,1,110.25
601,234,192,23,1,3803.84
602,164,193,48,1,377.48
603,164,193,41,1,708.68
604,164,193,42,1,162.27
605,164,193,47,1,691.19
606,255,194,41,1,708.68
607,255,194,42,1,162.27
608,255,194,47,1,691.19
609,331,195,2,1,6856.93
610,331,195,3,1,182.88
611,331,195,6,1,2618.75
612,331,195,143,1,602.95
613,155,196,32,2,182.43
614,155,196,37,1,113.29
615,155,196,144,1,91.59
616,155,196,26,1,547.5
617,155,196,31,1,118.65
618,46,197,41,1,708.68
619,46,197,42,1,162.27
620,46,197,47,1,691.19
621,46,197,48,2,377.48
622,46,197,53,1,95.99
623,50,198,178,1,3002.16
624,50,198,46,1,121.09
625,50,198,159,1,132.33
626,22,199,17,1,281.04
627,22,199,85,1,1742.75
628,43,200,184,1,617.48
629,43,200,163,1,417.18
630,77,201,56,1,327.69
631,77,201,51,1,66.67
632,77,201,54,1,131.19
633,17,202,39,1,51.31
634,17,202,42,1,162.27
635,17,202,46,1,121.09
636,17,202,48,2,377.48
637,17,202,28,2,207.71
638,129,203,84,1,98.36
639,129,203,199,1,107.47
640,353,204,32,1,182.43
641,353,204,178,1,3002.16
642,353,204,39,1,51.31
643,147,205,48,1,377.48
644,147,205,50,1,103.84
645,147,205,46,1,121.09
646,93,206,164,1,297.97
647,93,206,51,2,66.67
648,93,206,53,1,95.99
649,93,206,54,2,131.19
650,93,206,56,1,327.69
651,81,207,32,1,182.43
652,81,207,37,1,113.29
653,81,207,198,1,440.15
654,81,207,103,2,398.87
655,81,207,39,1,51.31
656,411,208,48,1,377.48
657,411,208,50,1,103.84
658,411,208,46,1,121.09
659,290,209,32,2,182.43
660,290,209,39,1,51.31
661,290,209,37,1,113.29
662,290,209,31,1,118.65
663,202,210,2,1,6856.93
664,202,210,3,1,182.88
665,202,210,6,1,2618.75
666,419,211,48,1,377.48
667,419,211,42,1,162.27
668,419,211,67,1,3651.66
669,419,211,46,1,121.09
670,120,212,25,1,958.76
671,120,212,28,1,207.71
672,120,212,29,1,137.26
673,101,213,2,1,6856.93
674,101,213,3,1,182.88
675,101,213,6,1,2618.75
676,363,214,68,1,1081.84
677,58,215,116,1,136.01
678,109,216,34,1,269.1
679,109,216,35,1,790.82
680,109,216,38,1,325.54
681,462,217,26,1,547.5
682,438,218,32,1,182.43
683,438,218,37,1,113.29
684,438,218,39,1,51.31
685,438,218,182,1,190.33
686,438,218,31,1,118.65
687,445,219,169,1,452.68
688,445,219,25,1,958.76
689,445,219,26,1,547.5
690,445,219,28,1,207.71
691,445,219,29,1,137.26
692,445,219,191,1,2178.66
693,393,220,48,1,377.48
694,393,220,47,1,691.19
695,270,221,2,1,6856.93
696,270,221,3,1,182.88
697,272,222,24,1,362.63
698,272,222,110,1,228.23
699,174,223,48,1,377.48
700,174,223,41,1,708.68
701,174,223,47,1,691.19
702,382,224,25,1,958.76
703,382,224,140,1,61.32
704,382,224,29,1,137.26
705,382,224,84,2,98.36
706,131,225,28,1,207.71
707,364,226,45,1,207.67
708,342,227,102,1,1982.66
709,342,227,53,1,95.99
710,342,227,25,1,958.76
711,342,227,26,1,547.5
712,342,227,28,1,207.71
713,342,227,29,1,137.26
714,267,228,48,1,377.48
715,267,228,2,1,6856.93
716,267,228,3,1,182.88
717,267,228,195,1,411.6
718,331,229,172,1,72.49
719,327,230,134,2,3215.18
720,327,230,151,1,71.91
721,417,231,1,1,5429.43
722,417,231,10,1,96.42
723,417,231,3,1,182.88
724,417,231,182,1,190.33
725,262,232,33,1,404.5
726,262,232,37,1,113.29
727,262,232,41,1,708.68
728,262,232,42,1,162.27
729,262,232,47,1,691.19
730,154,233,32,1,182.43
731,154,233,39,1,51.31
732,154,233,37,1,113.29
733,154,233,31,1,118.65
734,45,234,1,1,5429.43
735,45,234,3,1,182.88
736,45,234,179,1,148.28
737,293,235,24,1,362.63
738,293,235,2,1,6856.93
739,293,235,3,2,182.88
740,293,235,180,1,279.71
741,377,236,80,1,996.58
742,377,236,180,1,279.71
743,455,237,1,1,5429.43
744,455,237,10,1,96.42
745,455,237,3,1,182.88
746,359,238,1,1,5429.43
747,359,238,3,1,182.88
748,359,238,4,2,1045.02
749,409,239,156,1,131.66
750,409,239,141,1,449.82
751,166,240,48,1,377.48
752,166,240,41,1,708.68
753,166,240,156,1,131.66
754,166,240,47,1,691.19
755,268,241,170,1,810.36
756,417,242,48,1,377.48
757,417,242,41,1,708.68
758,417,242,42,1,162.27
759,417,242,47,1,691.19
760,94,243,58,1,143.75
761,257,244,2,2,6856.93
762,257,244,3,1,182.88
763,257,244,6,1,2618.75
764,257,244,7,1,2063.12
765,257,244,9,1,864.52
766,257,244,88,1,398.34
767,480,245,32,1,182.43
768,480,245,39,1,51.31
769,480,245,37,1,113.29
770,480,245,31,1,118.65
771,63,246,9,1,864.52
772,63,246,2,1,6856.93
773,63,246,3,1,182.88
774,63,246,6,1,2618.75
775,292,247,32,1,182.43
776,292,247,37,1,113.29
777,292,247,39,1,51.31
778,292,247,110,1,228.23
779,292,247,120,1,37.31
780,292,247,31,1,118.65
781,468,248,32,1,182.43
782,468,248,37,1,113.29
783,468,248,39,1,51.31
784,468,248,136,1,1233.09
785,468,248,53,1,95.99
786,229,249,42,1,162.27
787,229,249,50,1,103.84
788,229,249,46,1,121.09
789,313,250,13,1,342.07
790,294,251,25,1,958.76
791,294,251,26,2,547.5
792,294,251,28,1,207.71
793,294,251,29,1,137.26
794,214,252,1,1,5429.43
795,214,252,10,1,96.42
796,214,252,3,2,182.88
797,214,252,195,1,411.6
798,314,253,152,1,92.66
799,201,254,9,2,864.52
800,201,254,2,1,6856.93
801,201,254,6,1,2618.75
802,201,254,130,1,3341.54
803,226,255,138,2,2075.88
804,226,255,47,1,691.19
805,264,256,1,1,5429.43
806,264,256,3,1,182.88
807,264,256,4,1,1045.02
808,264,256,37,1,113.29
809,264,256,10,1,96.42
810,106,257,57,1,215.42
811,106,257,127,1,209.71
812,272,258,1,1,5429.43
813,272,258,10,1,96.42
814,272,258,3,1,182.88
815,456,259,188,2,2599.64
816,456,259,4,1,1045.02
817,24,260,57,2,215.42
818,473,261,1,1,5429.43
819,473,261,4,1,1045.02
820,351,262,22,2,2057.09
821,481,263,200,1,284.58
822,481,263,151,1,71.91
823,473,264,32,1,182.43
824,473,264,37,1,113.29
825,473,264,31,1,118.65
826,168,265,32,1,182.43
827,168,265,37,1,113.29
828,168,265,31,1,118.65
829,321,266,33,1,404.5
830,321,266,34,1,269.1
831,321,266,35,2,790.82
832,321,266,59,1,88.07
833,26,267,161,1,280.14
834,26,267,139,1,351.69
835,465,268,33,1,404.5
836,327,269,70,1,1076.29
837,327,269,95,1,217.5
838,243,270,177,1,3544.65
839,243,270,174,1,886.97
840,107,271,154,1,3786.85
841,78,272,2,2,6856.93
842,78,272,133,1,165.39
843,78,272,6,1,2618.75
844,457,273,18,1,685.51
845,457,273,51,1,66.67
846,457,273,53,1,95.99
847,457,273,54,2,131.19
848,371,274,35,1,790.82
849,391,275,3,2,182.88
850,282,276,40,1,36.51
851,477,277,76,1,110.25
852,289,278,51,1,66.67
853,158,279,9,1,864.52
854,158,279,2,1,6856.93
855,158,279,169,1,452.68
856,410,280,48,1,377.48
857,410,280,42,1,162.27
858,410,280,50,1,103.84
859,410,280,46,1,121.09
860,302,281,14,1,687.06
861,413,282,182,1,190.33
862,389,283,56,1,327.69
863,389,283,51,1,66.67
864,389,283,54,1,131.19
865,274,284,32,1,182.43
866,274,284,33,1,404.5
867,274,284,39,1,51.31
868,274,284,149,1,652.63
869,274,284,31,1,118.65
870,452,285,56,1,327.69
871,452,285,51,1,66.67
872,452,285,150,1,244.37
873,39,286,32,1,182.43
874,39,286,39,1,51.31
875,39,286,37,1,113.29
876,39,286,31,1,118.65
877,244,287,189,1,46.18
878,28,288,38,1,325.54
879,365,289,34,1,269.1
880,365,289,38,1,325.54
881,56,290,190,1,615.39
882,56,290,15,1,478.33
883,309,291,42,1,162.27
884,309,291,47,1,691.19
885,268,292,33,1,404.5
886,268,292,34,2,269.1
887,268,292,35,1,790.82
888,268,292,38,1,325.54
889,268,292,23,1,3803.84
890,268,292,56,1,327.69
891,437,293,32,1,182.43
892,437,293,39,1,51.31
893,437,293,37,1,113.29
894,437,293,31,1,118.65
895,169,294,33,1,404.5
896,169,294,34,1,269.1
897,169,294,35,1,790.82
898,169,294,38,2,325.54
899,169,294,50,1,103.84
900,169,294,125,1,208.91
901,393,295,2,1,6856.93
902,393,295,3,1,182.88
903,393,295,167,1,104.4
904,393,295,9,1,864.52
905,393,295,49,1,247.85
906,248,296,125,2,208.91
907,248,296,54,1,131.19
908,161,297,123,1,140.92
909,332,298,33,1,404.5
910,332,298,34,2,269.1
911,332,298,35,1,790.82
912,116,299,171,1,100.57
913,458,300,41,1,708.68
914,458,300,101,1,241.26
915,458,300,47,1,691.19
916,426,301,168,1,126.51
917,466,302,32,1,182.43
918,466,302,37,1,113.29
919,466,302,31,2,118.65
920,258,303,25,1,958.76
921,258,303,26,1,547.5
922,258,303,28,1,207.71
923,258,303,197,1,1440.46
924,288,304,33,1,404.5
925,288,304,34,1,269.1
926,288,304,35,1,790.82
927,288,304,200,1,284.58
928,288,304,84,1,98.36
929,170,305,64,2,578.73
930,170,305,155,1,298.62
931,366,306,172,1,72.49
932,366,306,109,1,44.98
933,366,306,46,1,121.09
934,366,306,48,1,377.48
935,366,306,50,1,103.84
936,158,307,42,1,162.27
937,158,307,46,1,121.09
938,158,307,50,1,103.84
939,158,307,19,1,195.42
940,158,307,55,1,41.52
941,177,308,48,2,377.48
942,177,308,42,1,162.27
943,177,308,46,1,121.09
944,177,308,151,1,71.91
945,15,309,32,1,182.43
946,15,309,40,1,36.51
947,15,309,37,2,113.29
948,147,310,121,1,279.43
949,147,310,51,1,66.67
950,147,310,53,1,95.99
951,65,311,43,1,1574.27
952,415,312,41,1,708.68
953,415,312,42,1,162.27
954,415,312,141,1,449.82
955,415,312,47,1,691.19
956,415,312,48,1,377.48
957,62,313,9,2,864.52
958,62,313,2,1,6856.93
959,62,313,3,1,182.88
960,62,313,6,1,2618.75
961,96,314,29,1,137.26
962,169,315,2,1,6856.93
963,169,315,3,1,182.88
964,169,315,6,1,2618.75
965,265,316,48,1,377.48
966,265,316,42,1,162.27
967,265,316,80,1,996.58
968,265,316,46,1,121.09
969,360,317,1,1,5429.43
970,360,317,10,1,96.42
971,360,317,3,1,182.88
972,360,317,4,1,1045.02
973,433,318,1,1,5429.43
974,433,318,10,1,96.42
975,433,318,3,1,182.88
976,482,319,129,1,94.56
977,482,319,41,1,708.68
978,482,319,42,1,162.27
979,482,319,47,1,691.19
980,482,319,48,1,377.48
981,424,320,48,1,377.48
982,424,320,153,1,564.14
983,424,320,42,1,162.27
984,424,320,47,1,691.19
985,215,321,2,1,6856.93
